ticker,action,entry_price,stop_loss,take_profit,rr_ratio,shares,size_eur,risk_eur,weight_pct,score,confidence,z_score,viable,sector
NTAP,BUY,154.81,135.3926,193.6448,2.0,0.721003,111.6185179813344,14.0,20.08,100.0,HIGH,3.33,True,Other
URI,BUY,1048.97,972.2613,1202.3874,2.0,0.182509,191.44609219921117,14.0,20.04,99.8,HIGH,3.32,True,Other
HUM,BUY,362.0,332.3577,421.2845,2.0,0.472299,170.97214315132288,14.0,20.0,99.6,HIGH,3.31,True,Other
DDOG,BUY,226.63,195.3514,289.1872,2.0,0.447591,101.43745075689235,14.0,19.96,99.4,HIGH,3.3,True,Other
CNC,BUY,60.64,54.6584,72.6032,2.0,2.053526,124.52579591123914,12.28,19.94,99.3,HIGH,3.28,True,Other
WST,BUY,323.59,302.6289,365.5122,2.0,0.0,0.0,0.0,99.1,99.1,HIGH,3.27,False,Other
HPE,BUY,48.2,40.6573,63.2855,2.0,0.0,0.0,0.0,0.69,98.9,HIGH,3.26,False,Other
