Date,ERP,Corr,ExpBase,ExpERP,ExpComb,DDBase,DDERP,DDComb,ERPTrigger,CorrPanic
2021-02-13,1.30,56.0,100.00,60.00,60.00,-0.11,-0.06,-0.06,1,0
2021-02-14,1.30,56.0,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-15,1.30,56.0,100.00,60.00,60.00,-0.20,-0.12,-0.12,1,0
2021-02-16,1.20,57.9,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-17,1.20,58.0,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-18,1.21,59.2,100.00,60.00,60.00,-1.09,-0.65,-0.65,1,0
2021-02-19,1.15,58.7,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-20,1.15,58.7,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-21,1.15,58.7,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-02-22,1.13,60.5,100.00,60.00,60.00,-1.88,-1.13,-1.13,1,0
2021-02-23,1.14,60.0,100.00,60.00,60.00,-3.29,-1.98,-1.98,1,0
2021-02-24,1.11,57.7,100.00,60.00,60.00,-2.39,-1.43,-1.43,1,0
2021-02-25,0.98,67.6,100.00,35.00,35.00,-5.01,-2.38,-2.38,1,0
2021-02-26,1.04,66.3,100.00,35.00,35.00,-6.00,-2.74,-2.74,1,0
2021-02-27,1.04,66.3,100.00,35.00,35.00,-6.02,-2.74,-2.74,1,0
2021-02-28,1.04,66.3,100.00,35.00,35.00,-6.12,-2.78,-2.78,1,0
2021-03-01,1.05,60.4,100.00,35.00,35.00,-3.86,-1.96,-1.96,1,0
2021-03-02,1.09,61.3,100.00,35.00,35.00,-4.28,-2.11,-2.11,1,0
2021-03-03,1.03,64.7,100.00,35.00,35.00,-5.33,-2.49,-2.49,1,0
2021-03-04,0.96,67.1,100.00,35.00,35.00,-7.46,-3.25,-3.25,1,0
2021-03-05,0.95,62.1,100.00,35.00,35.00,-6.08,-2.75,-2.75,1,0
2021-03-06,0.95,62.1,100.00,35.00,35.00,-6.08,-2.75,-2.75,1,0
2021-03-07,0.95,62.1,100.00,35.00,35.00,-5.86,-2.67,-2.67,1,0
2021-03-08,0.90,63.1,100.00,35.00,35.00,-7.27,-3.18,-3.18,1,0
2021-03-09,0.95,61.2,100.00,35.00,35.00,-4.96,-2.34,-2.34,1,0
2021-03-10,0.98,59.3,100.00,35.00,35.00,-4.79,-2.27,-2.27,1,0
2021-03-11,0.97,58.5,100.00,35.00,35.00,-3.13,-1.68,-1.68,1,0
2021-03-12,0.87,56.9,100.00,35.00,35.00,-3.43,-1.78,-1.78,1,0
2021-03-13,0.87,56.9,100.00,35.00,35.00,-3.10,-1.67,-1.67,1,0
2021-03-14,0.87,56.9,100.00,35.00,35.00,-3.26,-1.72,-1.72,1,0
2021-03-15,0.89,56.0,100.00,35.00,35.00,-2.47,-1.44,-1.44,1,0
2021-03-16,0.88,55.7,100.00,35.00,35.00,-2.03,-1.29,-1.29,1,0
2021-03-17,0.86,55.0,100.00,35.00,35.00,-1.51,-1.10,-1.10,1,0
2021-03-18,0.77,58.1,100.00,35.00,35.00,-3.51,-1.80,-1.80,1,0
2021-03-19,0.77,57.2,100.00,35.00,35.00,-3.21,-1.70,-1.70,1,0
2021-03-20,0.77,57.2,100.00,35.00,35.00,-3.22,-1.70,-1.70,1,0
2021-03-21,0.77,57.2,100.00,35.00,35.00,-3.39,-1.76,-1.76,1,0
2021-03-22,0.82,54.5,100.00,35.00,35.00,-3.43,-1.78,-1.78,1,0
2021-03-23,0.86,56.4,100.00,35.00,35.00,-4.54,-2.17,-2.17,1,0
2021-03-24,0.92,57.6,100.00,35.00,35.00,-5.70,-2.59,-2.59,1,0
2021-03-25,0.89,55.8,100.00,35.00,35.00,-5.90,-2.66,-2.66,1,0
2021-03-26,0.84,54.5,100.00,35.00,35.00,-3.38,-1.75,-1.75,1,0
2021-03-27,0.84,54.5,100.00,35.00,35.00,-3.19,-1.68,-1.68,1,0
2021-03-28,0.84,54.5,100.00,35.00,35.00,-3.20,-1.68,-1.68,1,0
2021-03-29,0.78,57.0,100.00,35.00,35.00,-3.28,-1.71,-1.71,1,0
2021-03-30,0.77,55.5,100.00,35.00,35.00,-3.63,-1.84,-1.84,1,0
2021-03-31,0.75,55.2,100.00,35.00,35.00,-2.67,-1.49,-1.49,1,0
2021-04-01,0.82,52.5,100.00,35.00,35.00,-1.09,-0.94,-0.94,1,0
2021-04-02,0.82,52.5,100.00,35.00,35.00,-1.03,-0.91,-0.91,1,0
2021-04-03,0.82,52.5,100.00,35.00,35.00,-1.41,-1.05,-1.05,1,0
2021-04-04,0.82,52.5,100.00,35.00,35.00,-1.16,-0.96,-0.96,1,0
2021-04-05,0.78,53.3,100.00,35.00,35.00,0.00,-0.52,-0.52,1,0
2021-04-06,0.84,53.6,100.00,35.00,35.00,-0.18,-0.59,-0.59,1,0
2021-04-07,0.85,52.3,100.00,35.00,35.00,-1.04,-0.89,-0.89,1,0
2021-04-08,0.87,52.0,100.00,35.00,35.00,0.00,-0.42,-0.42,1,0
2021-04-09,0.83,51.7,100.00,35.00,35.00,-0.13,-0.47,-0.47,1,0
2021-04-10,0.83,51.7,100.00,35.00,35.00,0.00,-0.35,-0.35,1,0
2021-04-11,0.83,51.7,100.00,35.00,35.00,0.00,-0.32,-0.32,1,0
2021-04-12,0.83,52.0,100.00,35.00,35.00,-0.74,-0.58,-0.58,1,0
2021-04-13,0.88,51.6,100.00,35.00,35.00,0.00,-0.23,-0.23,1,0
2021-04-14,0.86,52.1,100.00,35.00,35.00,-0.44,-0.38,-0.38,1,0
2021-04-15,0.97,51.5,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-04-16,0.93,51.1,100.00,35.00,35.00,-0.08,-0.03,-0.03,1,0
2021-04-17,0.93,51.1,100.00,35.00,35.00,-0.26,-0.09,-0.09,1,0
2021-04-18,0.93,51.1,100.00,35.00,35.00,-1.18,-0.41,-0.41,1,0
2021-04-19,0.90,52.5,100.00,35.00,35.00,-1.93,-0.68,-0.68,1,0
2021-04-20,0.94,54.3,100.00,35.00,35.00,-2.29,-0.81,-0.81,1,0
2021-04-21,0.94,52.8,100.00,35.00,35.00,-1.89,-0.66,-0.66,1,0
2021-04-22,0.95,54.3,100.00,35.00,35.00,-3.24,-1.14,-1.14,1,0
2021-04-23,0.93,52.5,100.00,35.00,35.00,-2.60,-0.91,-0.91,1,0
2021-04-24,0.93,52.5,100.00,35.00,35.00,-2.85,-1.00,-1.00,1,0
2021-04-25,0.93,52.5,100.00,35.00,35.00,-3.10,-1.09,-1.09,1,0
2021-04-26,0.93,52.9,100.00,35.00,35.00,-1.50,-0.52,-0.52,1,0
2021-04-27,0.88,52.8,100.00,35.00,35.00,-1.38,-0.48,-0.48,1,0
2021-04-28,0.88,52.5,100.00,35.00,35.00,-1.28,-0.44,-0.44,1,0
2021-04-29,0.86,52.9,100.00,35.00,35.00,-1.39,-0.48,-0.48,1,0
2021-04-30,0.87,54.2,100.00,35.00,35.00,-1.20,-0.41,-0.41,1,0
2021-05-01,0.87,54.2,100.00,35.00,35.00,-1.18,-0.41,-0.41,1,0
2021-05-02,0.87,54.2,100.00,35.00,35.00,-1.46,-0.50,-0.50,1,0
2021-05-03,0.89,53.8,100.00,35.00,35.00,-0.65,-0.22,-0.22,1,0
2021-05-04,0.91,55.3,100.00,35.00,35.00,-2.38,-0.83,-0.83,1,0
2021-05-05,0.92,54.9,100.00,35.00,35.00,-0.90,-0.30,-0.30,1,0
2021-05-06,0.94,53.9,100.00,35.00,35.00,-0.33,-0.10,-0.10,1,0
2021-05-07,0.92,51.7,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-05-08,0.92,51.7,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-05-09,0.92,51.7,100.00,35.00,35.00,-0.13,-0.05,-0.05,1,0
2021-05-10,0.90,55.6,100.00,35.00,35.00,-1.84,-0.64,-0.64,1,0
2021-05-11,0.88,58.4,100.00,35.00,35.00,-2.00,-0.70,-0.70,1,0
2021-05-12,0.94,65.9,100.00,35.00,35.00,-5.81,-2.05,-2.05,1,0
2021-05-13,0.83,60.1,100.00,35.00,35.00,-5.28,-1.86,-1.86,1,0
2021-05-14,0.87,54.5,100.00,35.00,35.00,-3.72,-1.29,-1.29,1,0
2021-05-15,0.87,54.5,100.00,35.00,35.00,-4.53,-1.58,-1.58,1,0
2021-05-16,0.87,54.5,100.00,35.00,35.00,-4.61,-1.61,-1.61,1,0
2021-05-17,0.86,55.6,100.00,35.00,35.00,-5.32,-1.87,-1.87,1,0
2021-05-18,0.89,57.7,100.00,35.00,35.00,-5.49,-1.93,-1.93,1,0
2021-05-19,0.86,58.8,100.00,35.00,35.00,-7.34,-2.60,-2.60,1,0
2021-05-20,0.87,56.9,100.00,35.00,35.00,-5.16,-1.80,-1.80,1,0
2021-05-21,0.87,56.2,100.00,35.00,35.00,-6.63,-2.33,-2.33,1,0
2021-05-22,0.87,56.2,100.00,35.00,35.00,-6.55,-2.31,-2.31,1,0
2021-05-23,0.87,56.2,100.00,35.00,35.00,-7.43,-2.63,-2.63,1,0
2021-05-24,0.89,53.9,100.00,35.00,35.00,-5.37,-1.87,-1.87,1,0
2021-05-25,0.94,54.5,100.00,35.00,35.00,-5.23,-1.82,-1.82,1,0
2021-05-26,0.93,52.6,100.00,35.00,35.00,-4.63,-1.60,-1.60,1,0
2021-05-27,0.89,51.8,100.00,35.00,35.00,-4.64,-1.60,-1.60,1,0
2021-05-28,0.92,51.8,100.00,35.00,35.00,-5.23,-1.82,-1.82,1,0
2021-05-29,0.92,51.8,100.00,35.00,35.00,-5.60,-1.95,-1.95,1,0
2021-05-30,0.92,51.8,100.00,35.00,35.00,-5.23,-1.82,-1.82,1,0
2021-05-31,0.92,51.8,100.00,35.00,35.00,-4.67,-1.61,-1.61,1,0
2021-06-01,0.88,53.3,100.00,35.00,35.00,-4.39,-1.51,-1.51,1,0
2021-06-02,0.91,52.7,100.00,35.00,35.00,-3.73,-1.27,-1.27,1,0
2021-06-03,0.88,53.5,100.00,35.00,35.00,-4.16,-1.43,-1.43,1,0
2021-06-04,0.94,51.3,100.00,35.00,35.00,-3.66,-1.25,-1.25,1,0
2021-06-05,0.94,51.3,100.00,35.00,35.00,-4.11,-1.41,-1.41,1,0
2021-06-06,0.94,51.3,100.00,35.00,35.00,-4.00,-1.37,-1.37,1,0
2021-06-07,0.93,51.3,100.00,35.00,35.00,-4.66,-1.61,-1.61,1,0
2021-06-08,0.97,52.2,100.00,35.00,35.00,-4.99,-1.73,-1.73,1,0
2021-06-09,1.01,53.3,100.00,35.00,35.00,-3.78,-1.29,-1.29,1,0
2021-06-10,1.04,50.9,100.00,60.00,60.00,-3.31,-1.04,-1.04,1,0
2021-06-11,1.04,50.3,100.00,60.00,60.00,-3.19,-0.96,-0.96,1,0
2021-06-12,1.04,50.3,100.00,60.00,60.00,-3.77,-1.31,-1.31,1,0
2021-06-13,1.04,50.3,100.00,60.00,60.00,-2.57,-0.57,-0.57,1,0
2021-06-14,1.00,51.3,100.00,60.00,60.00,-2.49,-0.53,-0.53,1,0
2021-06-15,1.00,52.1,100.00,60.00,60.00,-2.60,-0.59,-0.59,1,0
2021-06-16,0.93,53.6,100.00,60.00,60.00,-4.03,-1.47,-1.47,1,0
2021-06-17,0.99,53.1,100.00,60.00,60.00,-4.45,-1.73,-1.73,1,0
2021-06-18,1.05,56.9,100.00,60.00,60.00,-6.23,-2.83,-2.83,1,0
2021-06-19,1.05,56.9,100.00,60.00,60.00,-6.29,-2.86,-2.86,1,0
2021-06-20,1.05,56.9,100.00,60.00,60.00,-6.26,-2.85,-2.85,1,0
2021-06-21,1.02,53.3,100.00,60.00,60.00,-6.83,-3.20,-3.20,1,0
2021-06-22,1.03,51.7,100.00,60.00,60.00,-6.16,-2.78,-2.78,1,0
2021-06-23,1.01,51.2,100.00,60.00,60.00,-5.70,-2.50,-2.50,1,0
2021-06-24,1.01,50.8,100.00,60.00,60.00,-4.65,-1.85,-1.85,1,0
2021-06-25,0.96,50.3,100.00,60.00,60.00,-5.31,-2.26,-2.26,1,0
2021-06-26,0.96,50.3,100.00,60.00,60.00,-5.11,-2.13,-2.13,1,0
2021-06-27,0.96,50.3,100.00,60.00,60.00,-4.20,-1.57,-1.57,1,0
2021-06-28,1.02,50.5,100.00,60.00,60.00,-3.90,-1.38,-1.38,1,0
2021-06-29,1.02,50.8,100.00,60.00,60.00,-3.61,-1.20,-1.20,1,0
2021-06-30,1.06,50.6,100.00,60.00,60.00,-3.91,-1.39,-1.39,1,0
2021-07-01,1.02,50.1,100.00,60.00,60.00,-4.45,-1.72,-1.72,1,0
2021-07-02,1.07,49.6,100.00,60.00,60.00,-3.80,-1.32,-1.32,1,0
2021-07-03,1.07,49.6,100.00,60.00,60.00,-3.52,-1.15,-1.15,1,0
2021-07-04,1.07,49.6,100.00,60.00,60.00,-3.31,-1.02,-1.02,1,0
2021-07-05,1.07,49.6,100.00,60.00,60.00,-3.83,-1.34,-1.34,1,0
2021-07-06,1.13,51.4,100.00,60.00,60.00,-3.94,-1.40,-1.40,1,0
2021-07-07,1.18,51.1,100.00,60.00,60.00,-4.11,-1.51,-1.51,1,0
2021-07-08,1.21,54.7,100.00,60.00,60.00,-5.32,-2.26,-2.26,1,0
2021-07-09,1.14,51.0,100.00,60.00,60.00,-4.18,-1.55,-1.55,1,0
2021-07-10,1.14,51.0,100.00,60.00,60.00,-4.28,-1.61,-1.61,1,0
2021-07-11,1.14,51.0,100.00,60.00,60.00,-4.03,-1.45,-1.45,1,0
2021-07-12,1.14,51.0,100.00,60.00,60.00,-4.19,-1.56,-1.56,1,0
2021-07-13,1.09,52.3,100.00,60.00,60.00,-4.49,-1.74,-1.74,1,0
2021-07-14,1.14,51.2,100.00,60.00,60.00,-4.19,-1.56,-1.56,1,0
2021-07-15,1.20,52.1,100.00,60.00,60.00,-5.03,-2.07,-2.07,1,0
2021-07-16,1.20,54.0,100.00,60.00,60.00,-6.18,-2.79,-2.79,1,0
2021-07-17,1.20,54.0,100.00,60.00,60.00,-6.14,-2.76,-2.76,1,0
2021-07-18,1.20,54.0,100.00,60.00,60.00,-6.04,-2.70,-2.70,1,0
2021-07-19,1.32,59.3,100.00,60.00,60.00,-7.24,-3.44,-3.44,1,0
2021-07-20,1.29,55.6,100.00,60.00,60.00,-6.95,-3.26,-3.26,1,0
2021-07-21,1.22,53.3,100.00,60.00,60.00,-5.14,-2.13,-2.13,1,0
2021-07-22,1.24,53.0,100.00,60.00,60.00,-4.96,-2.02,-2.02,1,0
2021-07-23,1.21,52.4,100.00,60.00,60.00,-4.24,-1.57,-1.57,1,0
2021-07-24,1.21,52.4,100.00,60.00,60.00,-3.98,-1.42,-1.42,1,0
2021-07-25,1.21,52.4,100.00,60.00,60.00,-3.61,-1.19,-1.19,1,0
2021-07-26,1.22,52.9,100.00,60.00,60.00,-3.14,-0.90,-0.90,1,0
2021-07-27,1.27,55.2,100.00,60.00,60.00,-3.29,-0.99,-0.99,1,0
2021-07-28,1.24,53.8,100.00,60.00,60.00,-2.04,-0.22,-0.22,1,0
2021-07-29,1.23,53.0,100.00,60.00,60.00,-1.43,0.00,0.00,1,0
2021-07-30,1.26,53.7,100.00,60.00,60.00,-1.23,0.00,0.00,1,0
2021-07-31,1.26,53.7,100.00,60.00,60.00,-1.41,-0.11,-0.11,1,0
2021-08-01,1.26,53.7,100.00,60.00,60.00,-1.90,-0.41,-0.41,1,0
2021-08-02,1.33,55.3,100.00,60.00,60.00,-2.10,-0.53,-0.53,1,0
2021-08-03,1.32,53.5,100.00,60.00,60.00,-2.04,-0.49,-0.49,1,0
2021-08-04,1.32,53.4,100.00,60.00,60.00,-1.56,-0.20,-0.20,1,0
2021-08-05,1.28,52.5,100.00,60.00,60.00,-0.94,0.00,0.00,1,0
2021-08-06,1.21,51.0,100.00,60.00,60.00,-0.91,0.00,0.00,1,0
2021-08-07,1.21,51.0,100.00,60.00,60.00,-0.40,0.00,0.00,1,0
2021-08-08,1.21,51.0,100.00,60.00,60.00,-0.62,-0.13,-0.13,1,0
2021-08-09,1.18,51.7,100.00,60.00,60.00,-0.23,0.00,0.00,1,0
2021-08-10,1.16,51.8,100.00,60.00,60.00,-0.44,-0.13,-0.13,1,0
2021-08-11,1.17,51.0,100.00,60.00,60.00,-0.26,-0.02,-0.02,1,0
2021-08-12,1.13,50.3,100.00,60.00,60.00,-0.78,-0.33,-0.33,1,0
2021-08-13,1.20,50.1,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-08-14,1.20,50.1,100.00,60.00,60.00,-0.18,-0.11,-0.11,1,0
2021-08-15,1.20,50.1,100.00,60.00,60.00,-0.20,-0.12,-0.12,1,0
2021-08-16,1.24,51.0,100.00,60.00,60.00,-0.66,-0.40,-0.40,1,0
2021-08-17,1.24,53.3,100.00,60.00,60.00,-2.03,-1.22,-1.22,1,0
2021-08-18,1.23,58.0,100.00,60.00,60.00,-2.52,-1.51,-1.51,1,0
2021-08-19,1.26,58.2,100.00,60.00,60.00,-2.27,-1.37,-1.37,1,0
2021-08-20,1.24,54.1,100.00,60.00,60.00,-0.99,-0.59,-0.59,1,0
2021-08-21,1.24,54.1,100.00,60.00,60.00,-1.10,-0.65,-0.65,1,0
2021-08-22,1.24,54.1,100.00,60.00,60.00,-0.99,-0.59,-0.59,1,0
2021-08-23,1.25,52.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-08-24,1.21,52.4,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-08-25,1.16,51.8,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-08-26,1.16,54.5,100.00,60.00,60.00,-1.01,-0.60,-0.60,1,0
2021-08-27,1.19,51.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-08-28,1.19,51.3,100.00,60.00,60.00,-0.04,-0.02,-0.02,1,0
2021-08-29,1.19,51.3,100.00,60.00,60.00,-0.06,-0.04,-0.04,1,0
2021-08-30,1.22,51.0,100.00,60.00,60.00,-0.00,-0.00,-0.00,1,0
2021-08-31,1.20,51.4,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-01,1.20,50.9,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-02,1.21,51.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-03,1.18,51.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-04,1.18,51.3,100.00,60.00,60.00,-0.02,-0.01,-0.01,1,0
2021-09-05,1.18,51.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-06,1.18,51.3,100.00,60.00,60.00,0.00,0.00,0.00,1,0
2021-09-07,1.13,53.6,100.00,60.00,60.00,-1.44,-0.86,-0.86,1,0
2021-09-08,1.17,53.3,100.00,60.00,60.00,-2.15,-1.29,-1.29,1,0
2021-09-09,1.20,54.4,100.00,60.00,60.00,-2.23,-1.34,-1.34,1,0
2021-09-10,1.16,57.2,100.00,60.00,60.00,-2.17,-1.31,-1.31,1,0
2021-09-11,1.16,57.2,100.00,60.00,60.00,-2.09,-1.25,-1.25,1,0
2021-09-12,1.16,57.2,100.00,60.00,60.00,-1.86,-1.11,-1.11,1,0
2021-09-13,1.18,55.2,100.00,60.00,60.00,-1.74,-1.05,-1.05,1,0
2021-09-14,1.22,55.3,100.00,60.00,60.00,-1.36,-0.81,-0.81,1,0
2021-09-15,1.20,53.6,100.00,60.00,60.00,-0.29,-0.17,-0.17,1,0
2021-09-16,1.17,54.3,100.00,60.00,60.00,-1.19,-0.71,-0.71,1,0
2021-09-17,1.13,57.1,100.00,60.00,60.00,-2.72,-1.63,-1.63,1,0
2021-09-18,1.13,57.1,100.00,60.00,60.00,-2.46,-1.47,-1.47,1,0
2021-09-19,1.13,57.1,100.00,60.00,60.00,-2.72,-1.63,-1.63,1,0
2021-09-20,1.19,63.4,100.00,60.00,60.00,-5.54,-3.35,-3.35,1,0
2021-09-21,1.18,61.7,100.00,60.00,60.00,-5.75,-3.47,-3.47,1,0
2021-09-22,1.16,57.1,100.00,60.00,60.00,-4.35,-2.61,-2.61,1,0
2021-09-23,1.09,54.2,100.00,60.00,60.00,-3.45,-2.06,-2.06,1,0
2021-09-24,1.04,53.1,100.00,60.00,60.00,-4.66,-2.80,-2.80,1,0
2021-09-25,1.04,53.1,100.00,60.00,60.00,-4.70,-2.82,-2.82,1,0
2021-09-26,1.04,53.1,100.00,60.00,60.00,-4.56,-2.74,-2.74,1,0
2021-09-27,1.02,54.4,100.00,60.00,60.00,-4.62,-2.77,-2.77,1,0
2021-09-28,0.97,60.2,100.00,60.00,60.00,-6.92,-4.18,-4.18,1,0
2021-09-29,0.96,59.3,100.00,60.00,60.00,-7.22,-4.37,-4.37,1,0
2021-09-30,0.97,60.1,100.00,60.00,60.00,-6.48,-3.91,-3.91,1,0
2021-10-01,1.02,57.4,100.00,60.00,60.00,-4.81,-2.88,-2.88,1,0
2021-10-02,1.02,57.4,100.00,60.00,60.00,-4.91,-2.94,-2.94,1,0
2021-10-03,1.02,57.4,100.00,60.00,60.00,-4.79,-2.87,-2.87,1,0
2021-10-04,1.02,59.8,100.00,60.00,60.00,-5.80,-3.49,-3.49,1,0
2021-10-05,0.97,57.7,100.00,60.00,60.00,-4.44,-2.65,-2.65,1,0
2021-10-06,0.98,57.3,100.00,60.00,60.00,-3.64,-2.16,-2.16,1,0
2021-10-07,0.93,55.4,100.00,60.00,60.00,-2.96,-1.75,-1.75,1,0
2021-10-08,0.89,54.4,100.00,60.00,60.00,-3.39,-2.01,-2.01,1,0
2021-10-09,0.89,54.4,100.00,60.00,60.00,-3.17,-1.87,-1.87,1,0
2021-10-10,0.89,54.4,100.00,60.00,60.00,-3.22,-1.90,-1.90,1,0
2021-10-11,0.89,56.0,100.00,60.00,60.00,-2.84,-1.67,-1.67,1,0
2021-10-12,0.92,55.8,100.00,60.00,60.00,-2.43,-1.42,-1.42,1,0
2021-10-13,0.95,54.2,100.00,60.00,60.00,-0.78,-0.42,-0.42,1,0
2021-10-14,0.98,51.9,100.00,35.00,35.00,0.00,-0.15,-0.15,1,0
2021-10-15,0.92,51.2,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-10-16,0.92,51.2,100.00,35.00,35.00,-0.14,-0.05,-0.05,1,0
2021-10-17,0.92,51.2,100.00,35.00,35.00,-0.01,-0.00,-0.00,1,0
2021-10-18,0.92,51.2,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-10-19,0.87,50.4,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-10-20,0.86,50.1,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-10-21,0.82,49.5,100.00,35.00,35.00,-0.75,-0.26,-0.26,1,0
2021-10-22,0.85,50.1,100.00,35.00,35.00,-1.34,-0.47,-0.47,1,0
2021-10-23,0.85,50.1,100.00,35.00,35.00,-1.20,-0.42,-0.42,1,0
2021-10-24,0.85,50.1,100.00,35.00,35.00,-1.29,-0.45,-0.45,1,0
2021-10-25,0.87,49.8,100.00,35.00,35.00,-0.16,-0.05,-0.05,1,0
2021-10-26,0.88,50.8,100.00,35.00,35.00,-0.79,-0.27,-0.27,1,0
2021-10-27,0.97,52.1,100.00,35.00,35.00,-1.92,-0.67,-0.67,1,0
2021-10-28,0.93,51.5,100.00,35.00,35.00,-0.83,-0.29,-0.29,1,0
2021-10-29,0.94,51.1,100.00,35.00,35.00,-0.72,-0.25,-0.25,1,0
2021-10-30,0.94,51.1,100.00,35.00,35.00,-0.79,-0.27,-0.27,1,0
2021-10-31,0.94,51.1,100.00,35.00,35.00,-0.90,-0.31,-0.31,1,0
2021-11-01,0.92,51.3,100.00,35.00,35.00,-0.37,-0.12,-0.12,1,0
2021-11-02,0.95,50.8,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-03,0.92,49.6,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-04,0.98,50.1,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-05,1.05,51.4,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-06,1.05,51.4,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-07,1.05,51.4,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-08,1.00,52.4,100.00,35.00,35.00,0.00,0.00,0.00,1,0
2021-11-09,1.07,53.1,100.00,35.00,35.00,-0.18,-0.06,-0.06,1,0
2021-11-10,0.94,54.3,100.00,35.00,35.00,-1.75,-0.61,-0.61,1,0
2021-11-11,0.94,53.0,100.00,35.00,35.00,-0.84,-0.29,-0.29,1,0
2021-11-12,0.92,51.2,100.00,35.00,35.00,-0.42,-0.14,-0.14,1,0
2021-11-13,0.92,51.2,100.00,35.00,35.00,-0.36,-0.12,-0.12,1,0
2021-11-14,0.92,51.2,100.00,35.00,35.00,-0.17,-0.06,-0.06,1,0
2021-11-15,0.88,51.4,100.00,35.00,35.00,-0.79,-0.27,-0.27,1,0
2021-11-16,0.87,51.3,100.00,35.00,35.00,-1.49,-0.52,-0.52,1,0
2021-11-17,0.90,52.2,100.00,35.00,35.00,-1.68,-0.59,-0.59,1,0
2021-11-18,0.91,52.9,100.00,35.00,35.00,-2.00,-0.70,-0.70,1,0
2021-11-19,0.96,53.3,100.00,35.00,35.00,-2.05,-0.72,-0.72,1,0
2021-11-20,0.96,53.3,100.00,35.00,35.00,-1.72,-0.60,-0.60,1,0
2021-11-21,0.96,53.3,100.00,35.00,35.00,-1.91,-0.67,-0.67,1,0
2021-11-22,0.88,54.9,100.00,35.00,35.00,-3.72,-1.31,-1.31,1,0
2021-11-23,0.83,55.2,100.00,35.00,35.00,-3.33,-1.17,-1.17,1,0
2021-11-24,0.86,54.2,100.00,35.00,35.00,-3.42,-1.20,-1.20,1,0
2021-11-25,0.86,54.2,100.00,35.00,35.00,-3.22,-1.13,-1.13,1,0
2021-11-26,1.02,67.2,100.00,35.00,35.00,-5.84,-2.07,-2.07,1,0
2021-11-27,1.02,67.2,100.00,35.00,35.00,-5.57,-1.97,-1.97,1,0
2021-11-28,1.02,67.2,100.00,35.00,35.00,-5.05,-1.78,-1.78,1,0
2021-11-29,0.97,59.8,100.00,35.00,35.00,-3.78,-1.32,-1.32,1,0
2021-11-30,1.06,65.3,100.00,35.00,35.00,-5.33,-1.88,-1.88,1,0
2021-12-01,1.07,70.5,100.00,35.00,35.00,-5.99,-2.12,-2.12,1,0
2021-12-02,1.05,66.3,100.00,35.00,35.00,-5.45,-1.92,-1.92,1,0
2021-12-03,1.16,69.9,100.00,35.00,35.00,-6.99,-2.48,-2.48,1,0
2021-12-04,1.16,69.9,100.00,35.00,35.00,-7.94,-2.83,-2.83,1,0
2021-12-05,1.16,69.9,100.00,35.00,35.00,-7.90,-2.81,-2.81,1,0
2021-12-06,1.07,65.3,100.00,35.00,35.00,-7.40,-2.62,-2.62,1,0
2021-12-07,1.02,58.5,100.00,35.00,35.00,-5.16,-1.80,-1.80,1,0
2021-12-08,0.99,55.9,100.00,35.00,35.00,-5.12,-1.79,-1.79,1,0
2021-12-09,1.01,58.1,100.00,35.00,35.00,-6.82,-2.40,-2.40,1,0
2021-12-10,1.01,54.3,100.00,35.00,35.00,-6.61,-2.33,-2.33,1,0
2021-12-11,1.01,54.3,100.00,35.00,35.00,-6.09,-2.14,-2.14,1,0
2021-12-12,1.01,54.3,100.00,35.00,35.00,-5.92,-2.07,-2.07,1,0
2021-12-13,1.08,56.4,100.00,35.00,35.00,-7.70,-2.72,-2.72,1,0
2021-12-14,1.06,58.5,100.00,35.00,35.00,-8.44,-3.00,-3.00,1,0
