Día,Valor,Drawdown,Régimen,Sharpe252,Efectivo
3076,38871.39,0.00,EXPANSION,1.70,0.0
3077,39076.53,0.00,EXPANSION,1.85,0.0
3078,38435.10,-1.64,EXPANSION,1.53,0.0
3079,39025.81,-0.13,EXPANSION,1.80,0.0
3080,39169.71,0.00,EXPANSION,1.76,0.0
3081,39158.42,-0.03,EXPANSION,1.75,0.0
3082,39104.17,-0.17,EXPANSION,1.75,0.0
3083,39154.72,-0.04,EXPANSION,1.76,0.0
3084,39117.23,-0.13,EXPANSION,1.67,0.0
3085,38946.45,-0.57,EXPANSION,1.58,0.0
3086,38929.00,-0.61,EXPANSION,1.57,0.0
3087,39355.73,0.00,EXPANSION,1.63,0.0
3088,39197.81,-0.40,EXPANSION,1.55,0.0
3089,39296.76,-0.15,EXPANSION,1.57,0.0
3090,39315.62,-0.10,EXPANSION,1.59,0.0
3091,39689.05,0.00,EXPANSION,1.66,0.0
3092,40061.36,0.00,EXPANSION,1.76,0.0
3093,40418.15,0.00,EXPANSION,1.81,0.0
3094,40476.53,0.00,EXPANSION,1.89,0.0
3095,41275.46,0.00,EXPANSION,2.13,0.0
3096,41234.02,-0.10,EXPANSION,2.13,0.0
3097,41349.43,0.00,EXPANSION,2.17,0.0
3098,41979.96,0.00,EXPANSION,2.32,0.0
3099,41378.96,-1.43,EXPANSION,2.04,0.0
3100,42055.17,0.00,EXPANSION,2.25,0.0
3101,42736.19,0.00,EXPANSION,2.37,0.0
3102,42480.74,-0.60,EXPANSION,2.21,0.0
3103,42499.61,-0.55,EXPANSION,2.21,0.0
3104,42548.94,-0.44,EXPANSION,2.22,0.0
3105,42749.26,0.00,EXPANSION,2.21,0.0
3106,42939.82,0.00,EXPANSION,2.28,0.0
3107,42883.67,-0.13,EXPANSION,2.36,0.0
3108,42538.77,-0.93,EXPANSION,2.49,0.0
3109,42283.46,-1.53,EXPANSION,2.33,0.0
3110,41903.28,-2.41,EXPANSION,2.21,0.0
3111,42204.42,-1.71,EXPANSION,2.30,0.0
3112,42242.59,-1.62,EXPANSION,2.25,0.0
3113,41631.60,-3.05,EXPANSION,1.98,0.0
3114,42757.93,-0.42,EXPANSION,2.08,0.0
3115,42712.29,-0.53,EXPANSION,1.92,0.0
3116,42414.12,-1.22,EXPANSION,1.99,0.0
3117,42442.89,-1.16,EXPANSION,2.00,0.0
3118,42763.63,-0.41,EXPANSION,2.08,0.0
3119,42946.33,0.00,EXPANSION,2.08,0.0
3120,42915.03,-0.07,EXPANSION,2.04,0.0
3121,43052.91,0.00,EXPANSION,2.09,0.0
3122,43375.98,0.00,EXPANSION,2.28,0.0
3123,43296.24,-0.18,EXPANSION,2.27,0.0
3124,43272.83,-0.24,EXPANSION,2.27,0.0
3125,43432.94,0.00,EXPANSION,2.29,0.0
3126,43654.94,0.00,EXPANSION,2.36,0.0
3127,43325.10,-0.76,EXPANSION,2.19,0.0
3128,43681.77,0.00,EXPANSION,2.27,0.0
3129,43416.51,-0.61,EXPANSION,2.30,0.0
3130,43746.79,0.00,EXPANSION,2.25,0.0
3131,43850.97,0.00,EXPANSION,2.28,0.0
3132,43896.28,0.00,EXPANSION,2.29,0.0
3133,44212.90,0.00,EXPANSION,2.32,0.0
3134,44061.65,-0.34,EXPANSION,2.33,0.0
3135,43905.81,-0.69,EXPANSION,2.54,0.0
3136,44380.87,0.00,EXPANSION,2.65,0.0
3137,43386.47,-2.24,EXPANSION,2.31,0.0
3138,43053.95,-2.99,EXPANSION,2.23,0.0
3139,43251.35,-2.55,EXPANSION,2.27,0.0
3140,42861.30,-3.42,EXPANSION,2.12,0.0
3141,42739.95,-3.70,EXPANSION,2.13,0.0
3142,42227.82,-4.85,EXPANSION,2.04,0.0
3143,42382.47,-4.50,EXPANSION,2.08,0.0
3144,42123.79,-5.09,EXPANSION,2.05,0.0
3145,42239.68,-4.82,EXPANSION,2.08,0.0
3146,42232.96,-4.84,EXPANSION,2.09,0.0
3147,42458.05,-4.33,EXPANSION,2.12,0.0
3148,42715.03,-3.75,EXPANSION,2.31,0.0
3149,42478.30,-4.29,EXPANSION,2.36,0.0
3150,42650.20,-3.90,EXPANSION,2.57,0.0
3151,42981.24,-3.15,EXPANSION,2.65,0.0
3152,42946.73,-3.23,EXPANSION,2.64,0.0
3153,42915.18,-3.30,EXPANSION,2.63,0.0
3154,43258.16,-2.53,EXPANSION,2.68,0.0
3155,42136.54,-5.06,EXPANSION,2.32,0.0
3156,42051.24,-5.25,EXPANSION,2.26,0.0
3157,42643.73,-3.91,EXPANSION,2.41,0.0
3158,43232.49,-2.59,EXPANSION,2.52,0.0
3159,43284.91,-2.47,EXPANSION,2.53,0.0
3160,43292.11,-2.45,EXPANSION,2.53,0.0
3161,43704.17,-1.52,EXPANSION,2.60,0.0
3162,43555.58,-1.86,EXPANSION,2.52,0.0
3163,43363.44,-2.29,EXPANSION,2.47,0.0
3164,43777.38,-1.36,EXPANSION,2.57,0.0
3165,43728.03,-1.47,EXPANSION,2.55,0.0
3166,43728.08,-1.47,EXPANSION,2.55,0.0
3167,43763.94,-1.39,EXPANSION,2.56,0.0
3168,43753.69,-1.41,EXPANSION,2.56,0.0
3169,43988.83,-0.88,EXPANSION,2.61,0.0
3170,44762.47,0.00,EXPANSION,2.77,0.0
3171,44641.67,-0.27,EXPANSION,2.75,0.0
3172,45063.71,0.00,EXPANSION,2.84,0.0
3173,45058.03,-0.01,EXPANSION,2.84,0.0
3174,45024.08,-0.09,EXPANSION,2.83,0.0
3175,45492.63,0.00,EXPANSION,2.91,0.0
3176,45364.90,-0.28,EXPANSION,2.89,0.0
3177,44953.10,-1.19,EXPANSION,2.77,0.0
3178,44580.33,-2.01,EXPANSION,2.65,0.0
3179,44912.26,-1.28,EXPANSION,2.73,0.0
3180,44949.18,-1.19,EXPANSION,2.74,0.0
3181,44912.23,-1.28,EXPANSION,2.73,0.0
3182,44955.97,-1.18,EXPANSION,2.73,0.0
3183,45166.03,-0.72,EXPANSION,2.79,0.0
3184,44674.82,-1.80,EXPANSION,2.68,0.0
3185,44602.63,-1.96,EXPANSION,2.70,0.0
3186,44518.93,-2.14,EXPANSION,2.66,0.0
3187,44529.76,-2.12,EXPANSION,2.67,0.0
3188,44531.99,-2.11,EXPANSION,2.67,0.0
3189,44713.85,-1.71,EXPANSION,2.69,0.0
3190,44452.05,-2.29,EXPANSION,2.67,0.0
3191,45041.40,-0.99,EXPANSION,2.78,0.0
3192,45193.36,-0.66,EXPANSION,2.79,0.0
3193,44509.50,-2.16,EXPANSION,2.63,0.0
3194,44507.70,-2.17,EXPANSION,2.63,0.0
3195,44524.43,-2.13,EXPANSION,2.63,0.0
3196,44794.44,-1.53,EXPANSION,2.71,0.0
3197,44323.40,-2.57,EXPANSION,2.63,0.0
3198,44897.62,-1.31,EXPANSION,2.73,0.0
3199,44807.35,-1.51,EXPANSION,2.70,0.0
3200,44781.78,-1.56,EXPANSION,2.66,0.0
3201,44791.07,-1.54,EXPANSION,2.66,0.0
3202,44814.16,-1.49,EXPANSION,2.67,0.0
3203,44945.96,-1.20,EXPANSION,2.69,0.0
3204,45235.34,-0.57,EXPANSION,2.73,0.0
3205,45225.80,-0.59,EXPANSION,2.73,0.0
3206,45138.12,-0.78,EXPANSION,2.72,0.0
3207,44750.80,-1.63,EXPANSION,2.62,0.0
3208,44759.11,-1.61,EXPANSION,2.63,0.0
3209,44702.26,-1.74,EXPANSION,2.61,0.0
3210,44318.17,-2.58,EXPANSION,2.51,0.0
3211,44453.99,-2.28,EXPANSION,2.53,0.0
3212,44337.58,-2.54,EXPANSION,2.52,0.0
3213,44503.91,-2.17,EXPANSION,2.55,0.0
3214,44260.92,-2.71,EXPANSION,2.51,0.0
3215,44327.69,-2.56,EXPANSION,2.51,0.0
3216,44536.86,-2.10,EXPANSION,2.55,0.0
3217,44661.78,-1.83,EXPANSION,2.48,0.0
3218,44661.74,-1.83,EXPANSION,2.41,0.0
3219,45003.90,-1.07,EXPANSION,2.52,0.0
3220,44620.41,-1.92,EXPANSION,2.50,0.0
3221,44752.05,-1.63,EXPANSION,2.53,0.0
3222,44960.00,-1.17,EXPANSION,2.57,0.0
3223,44656.35,-1.84,EXPANSION,2.49,0.0
3224,44650.46,-1.85,EXPANSION,2.45,0.0
3225,44848.15,-1.42,EXPANSION,2.45,0.0
3226,45397.28,-0.21,EXPANSION,2.48,0.0
3227,45332.57,-0.35,EXPANSION,2.39,0.0
3228,45542.76,0.00,EXPANSION,2.39,0.0
3229,45626.83,0.00,EXPANSION,2.39,0.0
3230,45722.97,0.00,EXPANSION,2.41,0.0
3231,45832.45,0.00,EXPANSION,2.46,0.0
3232,46020.43,0.00,EXPANSION,2.47,0.0
3233,45065.91,-2.07,EXPANSION,2.26,0.0
3234,44709.74,-2.85,EXPANSION,2.15,0.0
3235,44414.07,-3.49,EXPANSION,2.02,0.0
3236,44438.29,-3.44,EXPANSION,2.03,0.0
3237,44490.88,-3.32,EXPANSION,2.04,0.0
3238,44895.09,-2.45,EXPANSION,2.11,0.0
3239,44627.24,-3.03,EXPANSION,1.97,0.0
3240,43785.60,-4.86,EXPANSION,1.71,0.0
3241,43434.63,-5.62,EXPANSION,1.66,0.0
3242,44022.25,-4.34,EXPANSION,1.73,0.0
3243,44017.12,-4.35,EXPANSION,1.73,0.0
3244,44040.16,-4.30,EXPANSION,1.71,0.0
3245,43798.31,-4.83,EXPANSION,1.61,0.0
3246,43629.84,-5.19,EXPANSION,1.65,0.0
3247,44499.64,-3.30,EXPANSION,1.76,0.0
3248,43574.89,-5.31,EXPANSION,1.55,0.0
3249,42542.98,-7.56,EXPANSION,1.30,0.0
3250,42502.15,-7.65,EXPANSION,1.29,0.0
3251,42358.14,-7.96,EXPANSION,1.26,0.0
3252,41350.70,-10.15,CONTRACTION,1.05,0.0
3253,41634.43,-9.53,CONTRACTION,1.08,0.0
3254,41524.35,-9.77,CONTRACTION,1.07,0.0
3255,42646.04,-7.33,EXPANSION,1.25,0.0
3256,42735.60,-7.14,EXPANSION,1.21,0.0
3257,42739.30,-7.13,EXPANSION,1.19,0.0
3258,42614.07,-7.40,EXPANSION,1.15,0.0
3259,42794.53,-7.01,EXPANSION,1.18,0.0
3260,43287.36,-5.94,EXPANSION,1.25,0.0
3261,43150.88,-6.24,EXPANSION,1.25,0.0
3262,43522.78,-5.43,EXPANSION,1.29,0.0
3263,43854.62,-4.71,EXPANSION,1.33,0.0
3264,43889.56,-4.63,EXPANSION,1.34,0.0
3265,43830.66,-4.76,EXPANSION,1.33,0.0
3266,44148.45,-4.07,EXPANSION,1.42,0.0
3267,44060.98,-4.26,EXPANSION,1.38,0.0
3268,44325.32,-3.68,EXPANSION,1.34,0.0
3269,43827.62,-4.76,EXPANSION,1.18,0.0
3270,44741.64,-2.78,EXPANSION,1.39,0.0
3271,44746.37,-2.77,EXPANSION,1.38,0.0
3272,44755.02,-2.75,EXPANSION,1.40,0.0
3273,44526.76,-3.25,EXPANSION,1.31,0.0
3274,44415.52,-3.49,EXPANSION,1.29,0.0
3275,44070.22,-4.24,EXPANSION,1.28,0.0
3276,44042.21,-4.30,EXPANSION,1.20,0.0
3277,44234.08,-3.88,EXPANSION,1.21,0.0
3278,44215.47,-3.92,EXPANSION,1.22,0.0
3279,44010.54,-4.37,EXPANSION,1.20,0.0
3280,44238.57,-3.87,EXPANSION,1.22,0.0
3281,42861.42,-6.86,EXPANSION,0.92,0.0
3282,42965.13,-6.64,EXPANSION,0.91,0.0
3283,42677.84,-7.26,EXPANSION,0.89,0.0
3284,41634.14,-9.53,EXPANSION,0.71,0.0
3285,41646.38,-9.50,EXPANSION,0.71,0.0
3286,41691.25,-9.41,EXPANSION,0.71,0.0
3287,42234.26,-8.23,EXPANSION,0.76,0.0
3288,42473.66,-7.71,EXPANSION,0.87,0.0
3289,43140.60,-6.26,EXPANSION,1.10,0.0
3290,43575.88,-5.31,EXPANSION,1.14,0.0
3291,43898.92,-4.61,EXPANSION,1.19,0.0
3292,43864.82,-4.68,EXPANSION,1.19,0.0
3293,43814.86,-4.79,EXPANSION,1.18,0.0
3294,43766.68,-4.90,EXPANSION,1.04,0.0
3295,43772.32,-4.89,EXPANSION,1.05,0.0
3296,43649.36,-5.15,EXPANSION,1.00,0.0
3297,44620.29,-3.04,EXPANSION,1.13,0.0
3298,44832.28,-2.58,EXPANSION,1.16,0.0
3299,44844.18,-2.56,EXPANSION,1.16,0.0
3300,44859.11,-2.52,EXPANSION,1.19,0.0
3301,45126.71,-1.94,EXPANSION,1.22,0.0
3302,45846.80,-0.38,EXPANSION,1.36,0.0
3303,45730.74,-0.63,EXPANSION,1.42,0.0
3304,46478.23,0.00,EXPANSION,1.50,0.0
3305,46263.88,-0.46,EXPANSION,1.39,0.0
3306,46269.55,-0.45,EXPANSION,1.39,0.0
3307,46254.82,-0.48,EXPANSION,1.39,0.0
3308,45803.32,-1.45,EXPANSION,1.41,0.0
3309,45663.25,-1.75,EXPANSION,1.33,0.0
3310,45993.17,-1.04,EXPANSION,1.36,0.0
3311,45892.56,-1.26,EXPANSION,1.35,0.0
3312,46312.08,-0.36,EXPANSION,1.38,0.0
3313,46313.48,-0.35,EXPANSION,1.38,0.0
3314,46358.67,-0.26,EXPANSION,1.39,0.0
3315,46185.53,-0.63,EXPANSION,1.28,0.0
3316,46148.36,-0.71,EXPANSION,1.29,0.0
3317,45990.20,-1.05,EXPANSION,1.32,0.0
3318,46041.95,-0.94,EXPANSION,1.22,0.0
3319,46519.22,0.00,EXPANSION,1.29,0.0
3320,46565.53,0.00,EXPANSION,1.31,0.0
3321,46544.60,-0.04,EXPANSION,1.31,0.0
3322,46909.98,0.00,EXPANSION,1.38,0.0
3323,46406.36,-1.07,EXPANSION,1.26,0.0
3324,46966.66,0.00,EXPANSION,1.27,0.0
3325,47186.23,0.00,EXPANSION,1.31,0.0
3326,47579.79,0.00,EXPANSION,1.31,0.0
3327,47576.55,-0.01,EXPANSION,1.29,0.0
3328,47613.51,0.00,EXPANSION,1.28,0.0
3329,47419.98,-0.41,EXPANSION,1.22,0.0
3330,47375.89,-0.50,EXPANSION,1.34,0.0
3331,46788.76,-1.73,EXPANSION,1.14,0.0
3332,47047.46,-1.19,EXPANSION,1.15,0.0
3333,46994.88,-1.30,EXPANSION,1.14,0.0
3334,47016.70,-1.25,EXPANSION,1.16,0.0
3335,47070.02,-1.14,EXPANSION,1.15,0.0
3336,47326.54,-0.60,EXPANSION,1.20,0.0
3337,47651.63,0.00,EXPANSION,1.29,0.0
3338,47323.41,-0.69,EXPANSION,1.24,0.0
3339,46486.47,-2.45,EXPANSION,1.02,0.0
3340,46474.95,-2.47,EXPANSION,1.05,0.0
3341,46454.41,-2.51,EXPANSION,1.02,0.0
3342,46395.99,-2.64,EXPANSION,1.01,0.0
3343,46189.09,-3.07,EXPANSION,0.91,0.0
3344,46732.84,-1.93,EXPANSION,0.93,0.0
3345,47460.76,-0.40,EXPANSION,0.97,0.0
3346,48283.81,0.00,EXPANSION,1.08,0.0
3347,47976.81,-0.64,EXPANSION,0.90,0.0
3348,48000.06,-0.59,EXPANSION,0.91,0.0
3349,48367.26,0.00,EXPANSION,0.94,0.0
3350,48675.37,0.00,EXPANSION,0.88,0.0
3351,48314.15,-0.74,EXPANSION,0.94,0.0
3352,48173.39,-1.03,EXPANSION,0.80,0.0
3353,47840.98,-1.71,EXPANSION,0.63,0.0
3354,47797.19,-1.80,EXPANSION,0.67,0.0
3355,47754.85,-1.89,EXPANSION,0.66,0.0
3356,47695.12,-2.01,EXPANSION,0.64,0.0
3357,48408.03,-0.55,EXPANSION,0.71,0.0
3358,48861.38,0.00,EXPANSION,0.75,0.0
3359,48922.74,0.00,EXPANSION,0.77,0.0
3360,49701.63,0.00,EXPANSION,0.94,0.0
3361,49882.21,0.00,EXPANSION,1.02,0.0
3362,49784.47,-0.20,EXPANSION,1.07,0.0
3363,49803.62,-0.16,EXPANSION,1.02,0.0
3364,48952.83,-1.86,EXPANSION,0.88,0.0
3365,48752.36,-2.27,EXPANSION,0.96,0.0
3366,49020.98,-1.73,EXPANSION,0.82,0.0
3367,48995.81,-1.78,EXPANSION,0.82,0.0
3368,49548.14,-0.67,EXPANSION,0.96,0.0
3369,49466.32,-0.83,EXPANSION,0.94,0.0
3370,49534.04,-0.70,EXPANSION,0.89,0.0
3371,49473.21,-0.82,EXPANSION,0.85,0.0
3372,49542.02,-0.68,EXPANSION,0.87,0.0
3373,49961.71,0.00,EXPANSION,0.91,0.0
3374,49700.12,-0.52,EXPANSION,0.81,0.0
3375,49966.02,0.00,EXPANSION,0.86,0.0
3376,49966.23,0.00,EXPANSION,0.87,0.0
3377,50070.56,0.00,EXPANSION,0.86,0.0
3378,49593.63,-0.95,EXPANSION,0.74,0.0
3379,49319.57,-1.50,EXPANSION,0.76,0.0
3380,50160.24,0.00,EXPANSION,0.82,0.0
3381,49599.49,-1.12,EXPANSION,0.78,0.0
3382,49614.80,-1.09,EXPANSION,0.73,0.0
3383,49608.09,-1.10,EXPANSION,0.71,0.0
3384,49835.66,-0.65,EXPANSION,0.73,0.0
3385,49981.30,-0.36,EXPANSION,0.70,0.0
3386,49673.37,-0.97,EXPANSION,0.68,0.0
3387,48173.93,-3.96,EXPANSION,0.47,0.0
3388,47947.35,-4.41,EXPANSION,0.36,0.0
3389,48277.59,-3.75,EXPANSION,0.58,0.0
3390,48235.89,-3.84,EXPANSION,0.63,0.0
3391,48068.73,-4.17,EXPANSION,0.57,0.0
3392,48355.35,-3.60,EXPANSION,0.68,0.0
3393,48856.61,-2.60,EXPANSION,0.78,0.0
3394,48905.65,-2.50,EXPANSION,0.88,0.0
3395,48682.19,-2.95,EXPANSION,0.82,0.0
3396,48278.35,-3.75,EXPANSION,0.80,0.0
3397,48359.76,-3.59,EXPANSION,0.79,0.0
3398,48227.80,-3.85,EXPANSION,0.77,0.0
3399,47784.39,-4.74,EXPANSION,0.66,0.0
3400,47762.05,-4.78,EXPANSION,0.62,0.0
3401,47842.54,-4.62,EXPANSION,0.67,0.0
3402,48376.14,-3.56,EXPANSION,0.72,0.0
3403,48997.28,-2.32,EXPANSION,0.76,0.0
3404,49007.55,-2.30,EXPANSION,0.77,0.0
3405,49013.82,-2.29,EXPANSION,0.77,0.0
3406,49725.75,-0.87,EXPANSION,0.82,0.0
3407,48805.06,-2.70,EXPANSION,0.88,0.0
3408,48524.02,-3.26,EXPANSION,0.85,0.0
3409,48315.38,-3.68,EXPANSION,0.72,0.0
3410,47965.78,-4.37,EXPANSION,0.56,0.0
3411,47954.87,-4.40,EXPANSION,0.55,0.0
3412,47948.54,-4.41,EXPANSION,0.55,0.0
3413,47743.83,-4.82,EXPANSION,0.45,0.0
3414,48087.79,-4.13,EXPANSION,0.52,0.0
3415,48994.61,-2.32,EXPANSION,0.69,0.0
3416,48976.65,-2.36,EXPANSION,0.62,0.0
3417,49720.42,-0.88,EXPANSION,0.74,0.0
3418,49716.32,-0.89,EXPANSION,0.74,0.0
3419,49464.03,-1.39,EXPANSION,0.69,0.0
3420,49536.45,-1.24,EXPANSION,0.71,0.0
3421,50444.54,0.00,EXPANSION,0.80,0.0
3422,50601.22,0.00,EXPANSION,0.70,0.0
3423,50767.83,0.00,EXPANSION,0.74,0.0
3424,50736.20,-0.06,EXPANSION,0.67,0.0
3425,50728.09,-0.08,EXPANSION,0.67,0.0
3426,50570.92,-0.39,EXPANSION,0.65,0.0
3427,49079.27,-3.33,EXPANSION,0.34,0.0
3428,49363.62,-2.77,EXPANSION,0.41,0.0
3429,49545.80,-2.41,EXPANSION,0.50,0.0
3430,50139.81,-1.24,EXPANSION,0.65,0.0
3431,49710.10,-2.08,EXPANSION,0.53,0.0
3432,49574.54,-2.35,EXPANSION,0.50,0.0
3433,49341.24,-2.81,EXPANSION,0.48,0.0
3434,49384.85,-2.72,EXPANSION,0.47,0.0
3435,49586.35,-2.33,EXPANSION,0.47,0.0
3436,49695.61,-2.11,EXPANSION,0.57,0.0
3437,49714.73,-2.07,EXPANSION,0.58,0.0
3438,49609.66,-2.28,EXPANSION,0.58,0.0
3439,49605.83,-2.29,EXPANSION,0.58,0.0
3440,49607.28,-2.29,EXPANSION,0.58,0.0
3441,50084.46,-1.35,EXPANSION,0.62,0.0
3442,49862.95,-1.78,EXPANSION,0.63,0.0
3443,50094.99,-1.33,EXPANSION,0.57,0.0
3444,50323.12,-0.88,EXPANSION,0.58,0.0
3445,50282.01,-0.96,EXPANSION,0.69,0.0
3446,50287.88,-0.95,EXPANSION,0.69,0.0
3447,50172.25,-1.17,EXPANSION,0.67,0.0
3448,50138.80,-1.24,EXPANSION,0.62,0.0
3449,50420.73,-0.68,EXPANSION,0.74,0.0
3450,50433.90,-0.66,EXPANSION,0.65,0.0
3451,50632.18,-0.27,EXPANSION,0.69,0.0
3452,49949.16,-1.61,EXPANSION,0.59,0.0
3453,49986.68,-1.54,EXPANSION,0.60,0.0
3454,49961.57,-1.59,EXPANSION,0.59,0.0
3455,49236.20,-3.02,EXPANSION,0.46,0.0
3456,48749.92,-3.97,EXPANSION,0.34,0.0
3457,48639.64,-4.19,EXPANSION,0.32,0.0
3458,47811.17,-5.82,EXPANSION,0.21,0.0
3459,47860.76,-5.73,EXPANSION,0.28,0.0
3460,48011.00,-5.43,EXPANSION,0.30,0.0
3461,48743.08,-3.99,EXPANSION,0.42,0.0
3462,47600.08,-6.24,EXPANSION,0.31,0.0
3463,47840.94,-5.77,EXPANSION,0.32,0.0
3464,48745.62,-3.98,EXPANSION,0.47,0.0
3465,48117.79,-5.22,EXPANSION,0.35,0.0
3466,48071.34,-5.31,EXPANSION,0.38,0.0
3467,48019.98,-5.41,EXPANSION,0.37,0.0
3468,47776.10,-5.89,EXPANSION,0.30,0.0
3469,46597.24,-8.22,EXPANSION,0.10,0.0
3470,46950.14,-7.52,EXPANSION,0.15,0.0
3471,47336.66,-6.76,EXPANSION,0.16,0.0
3472,47124.13,-7.18,EXPANSION,0.19,0.0
3473,47898.89,-5.65,EXPANSION,0.28,0.0
3474,47915.70,-5.62,EXPANSION,0.25,0.0
3475,47836.77,-5.77,EXPANSION,0.28,0.0
3476,48347.77,-4.77,EXPANSION,0.36,0.0
3477,48122.06,-5.21,EXPANSION,0.29,0.0
3478,48616.47,-4.24,EXPANSION,0.28,0.0
3479,48378.29,-4.71,EXPANSION,0.26,0.0
3480,48146.42,-5.16,EXPANSION,0.19,0.0
3481,48136.91,-5.18,EXPANSION,0.18,0.0
3482,48237.43,-4.98,EXPANSION,0.18,0.0
3483,48680.89,-4.11,EXPANSION,0.22,0.0
3484,48635.35,-4.20,EXPANSION,0.19,0.0
3485,48130.37,-5.20,EXPANSION,0.26,0.0
3486,48065.04,-5.32,EXPANSION,0.31,0.0
3487,47423.37,-6.59,EXPANSION,0.26,0.0
3488,47345.60,-6.74,EXPANSION,0.25,0.0
3489,47333.72,-6.76,EXPANSION,0.24,0.0
3490,47433.25,-6.57,EXPANSION,0.19,0.0
3491,47642.37,-6.16,EXPANSION,0.26,0.0
3492,47690.46,-6.06,EXPANSION,0.40,0.0
3493,46370.38,-8.66,CONTRACTION,0.26,0.0
3494,44417.19,-12.51,CONTRACTION,-0.12,0.0
3495,44403.04,-12.54,CONTRACTION,-0.12,0.0
3496,44181.40,-12.97,CONTRACTION,-0.16,0.0
3497,43790.61,-13.74,CONTRACTION,-0.18,0.0
3498,43344.81,-14.62,CRISIS,-0.22,0.0
3499,45966.31,-9.46,CONTRACTION,0.04,0.0
3500,45286.36,-10.80,CONTRACTION,0.08,0.0
3501,46163.28,-9.07,CONTRACTION,0.35,0.0
3502,46245.37,-8.91,CONTRACTION,0.37,0.0
3503,46176.92,-9.04,CONTRACTION,0.38,0.0
3504,46295.05,-8.81,CONTRACTION,0.55,0.0
3505,46331.72,-8.74,CONTRACTION,0.51,0.0
3506,46198.78,-9.00,CONTRACTION,0.51,0.0
3507,46220.85,-8.96,CONTRACTION,0.35,0.0
3508,46201.76,-8.99,CONTRACTION,0.33,0.0
3509,46228.17,-8.94,CONTRACTION,0.34,0.0
3510,46232.92,-8.93,CONTRACTION,0.35,0.0
3511,46281.77,-8.84,CONTRACTION,0.33,0.0
3512,46780.43,-7.85,CONTRACTION,0.33,0.0
3513,47073.06,-7.28,EXPANSION,0.39,0.0
3514,47812.03,-5.82,EXPANSION,0.43,0.0
3515,47855.27,-5.74,EXPANSION,0.39,0.0
3516,47852.35,-5.74,EXPANSION,0.39,0.0
3517,47816.81,-5.81,EXPANSION,0.39,0.0
3518,48041.22,-5.37,EXPANSION,0.37,0.0
3519,47968.58,-5.51,EXPANSION,0.38,0.0
3520,47933.90,-5.58,EXPANSION,0.33,0.0
3521,47930.16,-5.59,EXPANSION,0.41,0.0
3522,48467.16,-4.53,EXPANSION,0.35,0.0
3523,48427.03,-4.61,EXPANSION,0.34,0.0
3524,48364.33,-4.73,EXPANSION,0.33,0.0
3525,48595.73,-4.28,EXPANSION,0.40,0.0
3526,48889.44,-3.70,EXPANSION,0.45,0.0
3527,48898.46,-3.68,EXPANSION,0.50,0.0
3528,49020.18,-3.44,EXPANSION,0.52,0.0
3529,49224.66,-3.04,EXPANSION,0.52,29.8
3530,49321.49,-2.85,EXPANSION,0.53,29.8
3531,49288.86,-2.91,EXPANSION,0.56,29.8
3532,49625.30,-2.25,EXPANSION,0.57,29.8
3533,50063.91,-1.39,EXPANSION,0.85,29.8
3534,50024.97,-1.46,EXPANSION,0.83,29.8
3535,50140.35,-1.24,EXPANSION,0.89,29.8
3536,49998.37,-1.52,EXPANSION,1.04,29.8
3537,49981.46,-1.55,EXPANSION,1.04,29.8
3538,50166.53,-1.18,EXPANSION,1.06,29.8
3539,50252.21,-1.02,EXPANSION,0.98,29.8
3540,50471.47,-0.58,EXPANSION,0.98,29.8
3541,50545.85,-0.44,EXPANSION,0.88,29.8
3542,50604.01,-0.32,EXPANSION,0.83,29.8
3543,51067.12,0.00,EXPANSION,0.84,29.8
3544,51095.24,0.00,EXPANSION,0.85,29.8
3545,51164.48,0.00,EXPANSION,0.86,29.8
3546,51186.78,0.00,EXPANSION,0.87,29.8
3547,51490.53,0.00,EXPANSION,0.91,29.8
3548,51272.47,-0.42,EXPANSION,0.90,29.8
3549,51175.08,-0.61,EXPANSION,0.75,29.8
3550,50824.51,-1.29,EXPANSION,0.67,29.8
3551,50861.20,-1.22,EXPANSION,0.67,29.8
3552,50919.06,-1.11,EXPANSION,0.68,29.8
3553,51271.67,-0.43,EXPANSION,0.68,29.8
3554,51477.65,-0.03,EXPANSION,0.60,29.8
3555,51684.22,0.00,EXPANSION,0.65,29.8
3556,51471.64,-0.41,EXPANSION,0.51,29.8
3557,51713.49,0.00,EXPANSION,0.58,29.8
3558,51784.74,0.00,EXPANSION,0.58,29.8
3559,51794.99,0.00,EXPANSION,0.59,29.8
3560,52477.92,0.00,EXPANSION,0.74,29.8
3561,52471.83,-0.01,EXPANSION,0.77,29.8
3562,52720.97,0.00,EXPANSION,0.75,29.8
3563,52748.64,0.00,EXPANSION,0.77,29.8
3564,52581.44,-0.32,EXPANSION,0.68,29.8
3565,52545.45,-0.39,EXPANSION,0.68,29.8
3566,52550.11,-0.38,EXPANSION,0.67,29.8
3567,53019.10,0.00,EXPANSION,0.76,29.8
3568,52649.94,-0.70,EXPANSION,0.72,29.8
3569,52676.86,-0.65,EXPANSION,0.74,29.8
3570,52665.13,-0.67,EXPANSION,0.73,29.8
3571,52328.94,-1.30,EXPANSION,0.62,29.8
3572,52266.38,-1.42,EXPANSION,0.60,29.8
3573,52190.16,-1.56,EXPANSION,0.60,29.8
3574,52742.39,-0.52,EXPANSION,0.62,29.8
3575,53239.94,0.00,EXPANSION,0.76,29.8
