Día,Valor,Drawdown,Régimen,Sharpe252,Efectivo
2584,30466.82,-21.50,CONTRACTION,-1.34,88.7
2585,30464.44,-21.51,CONTRACTION,-1.34,88.7
2586,30464.99,-21.51,CONTRACTION,-1.34,88.7
2587,30402.89,-21.67,CONTRACTION,-1.46,88.7
2588,30373.73,-21.74,CONTRACTION,-1.50,88.7
2589,30371.98,-21.75,CONTRACTION,-1.50,88.7
2590,30407.10,-21.66,CONTRACTION,-1.42,88.7
2591,30335.84,-21.84,CONTRACTION,-1.52,88.7
2592,30333.65,-21.85,CONTRACTION,-1.52,88.7
2593,30337.40,-21.84,CONTRACTION,-1.53,88.7
2594,30407.26,-21.66,CONTRACTION,-1.53,88.7
2595,30416.77,-21.63,CONTRACTION,-1.56,88.7
2596,30378.79,-21.73,CONTRACTION,-1.65,88.7
2597,30380.34,-21.73,CONTRACTION,-1.60,88.7
2598,30448.37,-21.55,CONTRACTION,-1.54,88.7
2599,30449.04,-21.55,CONTRACTION,-1.54,88.7
2600,30455.73,-21.53,CONTRACTION,-1.53,88.7
2601,30424.58,-21.61,CONTRACTION,-1.54,88.7
2602,30473.06,-21.49,EXPANSION,-1.59,88.7
2603,30504.82,-21.41,EXPANSION,-1.59,88.7
2604,30474.81,-21.48,EXPANSION,-1.54,88.7
2605,30494.88,-21.43,EXPANSION,-1.51,88.7
2606,30498.76,-21.42,EXPANSION,-1.50,88.7
2607,30495.61,-21.43,EXPANSION,-1.49,88.7
2608,30463.49,-21.51,EXPANSION,-1.49,88.7
2609,30490.18,-21.44,EXPANSION,-1.47,88.7
2610,30434.71,-21.59,EXPANSION,-1.45,88.7
2611,30425.75,-21.61,EXPANSION,-1.48,88.7
2612,30541.60,-21.31,EXPANSION,-1.50,88.7
2613,30543.90,-21.31,EXPANSION,-1.50,88.7
2614,30537.89,-21.32,EXPANSION,-1.49,88.7
2615,30550.28,-21.29,EXPANSION,-1.56,88.7
2616,30561.22,-21.26,EXPANSION,-1.55,88.7
2617,30453.05,-21.54,EXPANSION,-1.62,88.7
2618,30639.82,-21.06,EXPANSION,-1.50,88.7
2619,30683.71,-20.94,EXPANSION,-1.43,88.7
2620,30678.73,-20.96,EXPANSION,-1.43,88.7
2621,30669.16,-20.98,EXPANSION,-1.42,88.7
2622,30658.00,-21.01,EXPANSION,-1.37,88.7
2623,30703.29,-20.89,EXPANSION,-1.42,88.7
2624,30654.64,-21.02,EXPANSION,-1.53,88.7
2625,30645.30,-21.04,EXPANSION,-1.49,88.7
2626,30639.05,-21.06,EXPANSION,-1.43,88.7
2627,30639.35,-21.06,EXPANSION,-1.43,88.7
2628,30630.31,-21.08,EXPANSION,-1.42,88.7
2629,30586.77,-21.19,EXPANSION,-1.38,88.7
2630,30628.94,-21.09,EXPANSION,-1.37,88.7
2631,30663.74,-21.00,EXPANSION,-1.52,88.7
2632,30663.60,-21.00,EXPANSION,-1.56,88.7
2633,30655.59,-21.02,EXPANSION,-1.60,88.7
2634,30654.34,-21.02,EXPANSION,-1.60,88.7
2635,30653.91,-21.02,EXPANSION,-1.59,88.7
2636,30607.14,-21.14,EXPANSION,-1.62,88.7
2637,30634.69,-21.07,EXPANSION,-1.64,88.7
2638,30739.69,-20.80,EXPANSION,-1.59,88.7
2639,30744.39,-20.79,EXPANSION,-1.66,88.7
2640,30741.59,-20.80,EXPANSION,-1.65,88.7
2641,30737.78,-20.81,EXPANSION,-1.65,88.7
2642,30742.52,-20.79,EXPANSION,-1.67,88.7
2643,30681.27,-20.95,EXPANSION,-1.67,88.7
2644,30660.98,-21.00,EXPANSION,-1.72,88.7
2645,30658.80,-21.01,EXPANSION,-1.71,88.7
2646,30685.23,-20.94,EXPANSION,-1.65,88.7
2647,30646.25,-21.04,EXPANSION,-1.69,75.1
2648,30645.91,-21.04,EXPANSION,-1.67,75.1
2649,30644.05,-21.05,EXPANSION,-1.70,75.1
2650,30684.31,-20.94,EXPANSION,-1.76,75.1
2651,30786.71,-20.68,EXPANSION,-1.56,75.1
2652,30755.38,-20.76,EXPANSION,-1.43,75.1
2653,30573.55,-21.23,EXPANSION,-1.60,75.1
2654,30518.40,-21.37,EXPANSION,-1.57,75.1
2655,30529.88,-21.34,EXPANSION,-1.58,75.1
2656,30527.01,-21.35,EXPANSION,-1.57,75.1
2657,30465.57,-21.51,EXPANSION,-1.45,75.1
2658,30534.15,-21.33,EXPANSION,-1.44,75.1
2659,30591.83,-21.18,EXPANSION,-1.62,75.1
2660,30500.72,-21.42,EXPANSION,-1.53,75.1
2661,30520.08,-21.37,EXPANSION,-1.54,75.1
2662,30523.99,-21.36,EXPANSION,-1.53,75.1
2663,30523.55,-21.36,EXPANSION,-1.51,75.1
2664,30529.53,-21.34,EXPANSION,-1.51,75.1
2665,30537.60,-21.32,EXPANSION,-1.51,75.1
2666,30455.77,-21.53,EXPANSION,-1.60,75.1
2667,30552.83,-21.28,EXPANSION,-1.34,75.1
2668,30536.66,-21.32,EXPANSION,-1.16,75.1
2669,30532.37,-21.33,EXPANSION,-1.16,75.1
2670,30538.44,-21.32,EXPANSION,-1.15,75.1
2671,30543.38,-21.31,EXPANSION,-1.10,75.1
2672,30554.96,-21.28,EXPANSION,-0.87,75.1
2673,30653.52,-21.02,EXPANSION,-0.88,75.1
2674,30597.77,-21.17,EXPANSION,-1.12,75.1
2675,30761.39,-20.74,EXPANSION,-0.86,75.1
2676,30761.63,-20.74,EXPANSION,-0.83,75.1
2677,30772.09,-20.72,EXPANSION,-0.85,75.1
2678,30821.48,-20.59,EXPANSION,-0.80,75.1
2679,30881.73,-20.43,EXPANSION,-0.81,75.1
2680,30948.78,-20.26,EXPANSION,-1.09,75.1
2681,31068.78,-19.95,EXPANSION,-0.66,75.1
2682,31180.75,-19.66,EXPANSION,-0.51,75.1
2683,31251.58,-19.48,EXPANSION,-0.45,75.1
2684,31245.55,-19.50,EXPANSION,-0.38,75.1
2685,31263.87,-19.45,EXPANSION,0.22,75.1
2686,31242.54,-19.51,EXPANSION,0.13,75.1
2687,31163.45,-19.71,EXPANSION,0.34,75.1
2688,31202.95,-19.61,EXPANSION,0.49,75.1
2689,31383.76,-19.14,EXPANSION,0.29,75.1
2690,31389.69,-19.13,EXPANSION,0.24,75.1
2691,31386.34,-19.13,EXPANSION,0.15,75.1
2692,31470.59,-18.92,EXPANSION,0.29,75.1
2693,31455.15,-18.96,EXPANSION,-0.03,75.1
2694,31499.76,-18.84,EXPANSION,0.56,75.1
2695,31517.18,-18.80,EXPANSION,0.26,75.1
2696,31520.84,-18.79,EXPANSION,0.32,75.1
2697,31518.08,-18.80,EXPANSION,0.29,75.1
2698,31561.22,-18.68,EXPANSION,0.25,75.1
2699,31446.40,-18.98,EXPANSION,0.06,75.1
2700,31493.36,-18.86,EXPANSION,0.20,75.1
2701,31628.79,-18.51,EXPANSION,0.25,75.1
2702,31598.03,-18.59,EXPANSION,0.00,75.1
2703,31478.10,-18.90,EXPANSION,-0.31,75.1
2704,31471.41,-18.92,EXPANSION,-0.34,75.1
2705,31449.90,-18.97,EXPANSION,-0.42,75.1
2706,31387.90,-19.13,EXPANSION,-0.72,75.1
2707,31479.71,-18.89,EXPANSION,-0.57,75.1
2708,31424.35,-19.04,EXPANSION,-0.35,75.1
2709,31335.99,-19.26,EXPANSION,-1.12,75.1
2710,31264.34,-19.45,EXPANSION,-1.12,38.0
2711,31297.72,-19.36,EXPANSION,-1.08,38.0
2712,31285.27,-19.39,EXPANSION,-1.10,38.0
2713,31362.30,-19.20,EXPANSION,-1.04,38.0
2714,31523.61,-18.78,EXPANSION,-0.89,38.0
2715,31771.81,-18.14,EXPANSION,-0.56,38.0
2716,31505.27,-18.83,EXPANSION,-0.73,38.0
2717,31544.88,-18.73,EXPANSION,-0.63,38.0
2718,31555.11,-18.70,EXPANSION,-0.61,38.0
2719,31512.84,-18.81,EXPANSION,-0.62,38.0
2720,31581.20,-18.63,EXPANSION,-0.31,38.0
2721,31214.22,-19.58,EXPANSION,-0.63,38.0
2722,31099.09,-19.87,EXPANSION,-0.80,38.0
2723,31227.99,-19.54,EXPANSION,-0.54,38.0
2724,30892.69,-20.41,EXPANSION,-0.83,38.0
2725,30889.50,-20.41,EXPANSION,-0.79,38.0
2726,30943.62,-20.28,EXPANSION,-0.78,38.0
2727,31021.43,-20.07,EXPANSION,-0.71,38.0
2728,30932.50,-20.30,EXPANSION,-0.84,38.0
2729,31142.63,-19.76,EXPANSION,-0.57,38.0
2730,31160.06,-19.72,EXPANSION,-0.58,38.0
2731,31220.67,-19.56,EXPANSION,-0.61,38.0
2732,31219.30,-19.56,EXPANSION,-0.62,38.0
2733,31231.37,-19.53,EXPANSION,-0.59,38.0
2734,31088.13,-19.90,EXPANSION,-0.71,38.0
2735,30763.27,-20.74,EXPANSION,-0.93,38.0
2736,30782.37,-20.69,EXPANSION,-0.88,38.0
2737,30417.86,-21.63,EXPANSION,-1.12,38.0
2738,30287.91,-21.96,EXPANSION,-1.20,38.0
2739,30358.18,-21.78,EXPANSION,-1.14,38.0
2740,30595.30,-21.17,EXPANSION,-0.92,38.0
2741,30962.04,-20.23,CONTRACTION,-0.61,38.0
2742,31152.15,-19.74,EXPANSION,-0.42,38.0
2743,30929.88,-20.31,CONTRACTION,-0.58,38.0
2744,31278.22,-19.41,EXPANSION,-0.38,38.0
2745,31620.37,-18.53,CONTRACTION,-0.13,38.0
2746,31564.80,-18.67,CONTRACTION,-0.17,38.0
2747,31696.93,-18.33,CONTRACTION,-0.06,38.0
2748,31759.89,-18.17,EXPANSION,0.04,38.0
2749,31855.84,-17.92,EXPANSION,0.14,38.0
2750,31726.75,-18.26,EXPANSION,0.02,38.0
2751,32004.98,-17.54,EXPANSION,0.21,38.0
2752,31805.09,-18.06,EXPANSION,0.05,38.0
2753,31805.27,-18.06,EXPANSION,0.04,38.0
2754,31866.08,-17.90,EXPANSION,0.09,38.0
2755,31715.95,-18.29,EXPANSION,-0.05,38.0
2756,31817.21,-18.02,EXPANSION,-0.05,38.0
2757,32117.17,-17.25,EXPANSION,0.14,38.0
2758,32248.86,-16.91,EXPANSION,0.21,38.0
2759,32351.33,-16.65,EXPANSION,0.31,38.0
2760,32343.27,-16.67,EXPANSION,0.31,38.0
2761,32317.91,-16.73,EXPANSION,0.29,38.0
2762,32307.35,-16.76,EXPANSION,0.30,38.0
2763,32319.18,-16.73,EXPANSION,0.32,38.0
2764,32176.46,-17.10,EXPANSION,0.14,38.0
2765,32155.45,-17.15,EXPANSION,0.08,38.0
2766,32141.18,-17.19,EXPANSION,0.07,38.0
2767,32143.84,-17.18,EXPANSION,0.07,38.0
2768,32190.46,-17.06,EXPANSION,0.10,38.0
2769,32382.43,-16.57,EXPANSION,0.23,38.0
2770,32509.35,-16.24,EXPANSION,0.33,38.0
2771,32436.10,-16.43,EXPANSION,0.27,38.0
2772,32675.77,-15.81,EXPANSION,0.41,38.0
2773,32541.80,-16.16,EXPANSION,0.32,25.0
2774,32520.25,-16.21,EXPANSION,0.31,25.0
2775,32519.84,-16.21,EXPANSION,0.31,25.0
2776,32391.41,-16.55,EXPANSION,0.21,25.0
2777,32547.89,-16.14,EXPANSION,0.34,25.0
2778,32203.72,-17.03,EXPANSION,0.08,25.0
2779,32096.11,-17.31,EXPANSION,0.01,25.0
2780,31835.31,-17.98,EXPANSION,-0.17,25.0
2781,31911.51,-17.78,EXPANSION,-0.13,25.0
2782,31880.18,-17.86,EXPANSION,-0.15,25.0
2783,31857.22,-17.92,EXPANSION,-0.14,25.0
2784,31717.51,-18.28,EXPANSION,-0.22,25.0
2785,31746.05,-18.21,EXPANSION,-0.17,25.0
2786,32108.89,-17.27,EXPANSION,0.05,25.0
2787,32244.08,-16.92,EXPANSION,0.20,25.0
2788,32231.90,-16.96,EXPANSION,0.19,25.0
2789,32234.60,-16.95,EXPANSION,0.18,25.0
2790,32039.75,-17.45,EXPANSION,0.10,25.0
2791,32020.49,-17.50,EXPANSION,0.07,25.0
2792,32033.58,-17.47,EXPANSION,0.05,25.0
2793,32051.52,-17.42,EXPANSION,0.03,25.0
2794,32382.39,-16.57,EXPANSION,0.29,25.0
2795,32299.00,-16.78,EXPANSION,0.25,25.0
2796,32238.31,-16.94,EXPANSION,0.22,25.0
2797,32177.67,-17.10,EXPANSION,0.16,25.0
2798,32141.18,-17.19,EXPANSION,0.17,25.0
2799,32194.25,-17.05,EXPANSION,0.20,25.0
2800,31946.54,-17.69,EXPANSION,0.08,25.0
2801,31852.09,-17.93,EXPANSION,0.04,25.0
2802,31849.09,-17.94,EXPANSION,0.04,25.0
2803,31870.14,-17.89,EXPANSION,0.05,25.0
2804,32123.81,-17.23,EXPANSION,0.19,25.0
2805,31925.24,-17.75,EXPANSION,0.11,25.0
2806,32148.70,-17.17,EXPANSION,0.20,25.0
2807,32157.30,-17.15,EXPANSION,0.19,25.0
2808,32195.59,-17.05,EXPANSION,0.15,25.0
2809,32230.22,-16.96,EXPANSION,0.17,25.0
2810,32176.31,-17.10,EXPANSION,0.14,25.0
2811,32277.60,-16.84,EXPANSION,0.17,25.0
2812,32127.87,-17.22,EXPANSION,0.18,25.0
2813,31799.04,-18.07,EXPANSION,-0.01,25.0
2814,32070.47,-17.37,EXPANSION,0.18,25.0
2815,32441.73,-16.42,EXPANSION,0.38,25.0
2816,32463.59,-16.36,EXPANSION,0.38,25.0
2817,32641.22,-15.90,EXPANSION,0.49,25.0
2818,32593.53,-16.02,EXPANSION,0.45,25.0
2819,32511.86,-16.23,EXPANSION,0.44,25.0
2820,32339.60,-16.68,EXPANSION,0.37,25.0
2821,32633.61,-15.92,EXPANSION,0.51,25.0
2822,32805.39,-15.48,EXPANSION,0.64,25.0
2823,32780.02,-15.54,EXPANSION,0.63,25.0
2824,32786.44,-15.53,EXPANSION,0.64,25.0
2825,32578.83,-16.06,EXPANSION,0.54,25.0
2826,32784.34,-15.53,EXPANSION,0.63,25.0
2827,32529.15,-16.19,EXPANSION,0.47,25.0
2828,32752.78,-15.61,EXPANSION,0.60,25.0
2829,32783.56,-15.53,EXPANSION,0.63,25.0
2830,32736.52,-15.66,EXPANSION,0.61,25.0
2831,32743.32,-15.64,EXPANSION,0.62,25.0
2832,32959.17,-15.08,EXPANSION,0.68,25.0
2833,33061.98,-14.82,EXPANSION,0.67,25.0
2834,33076.96,-14.78,EXPANSION,0.68,25.0
2835,33217.78,-14.42,EXPANSION,0.78,25.0
2836,33301.97,-14.20,EXPANSION,0.86,2.5
2837,33336.77,-14.11,EXPANSION,0.88,2.5
2838,33303.83,-14.19,EXPANSION,0.86,2.5
2839,33401.58,-13.94,EXPANSION,0.94,2.5
2840,33396.35,-13.96,EXPANSION,0.95,2.5
2841,33537.53,-13.59,EXPANSION,1.02,2.5
2842,33380.00,-14.00,EXPANSION,0.92,2.5
2843,33211.07,-14.43,EXPANSION,0.88,2.5
2844,33187.23,-14.49,EXPANSION,0.87,2.5
2845,33176.06,-14.52,EXPANSION,0.86,2.5
2846,33140.32,-14.62,EXPANSION,0.80,2.5
2847,33422.07,-13.89,EXPANSION,0.93,2.5
2848,33269.91,-14.28,EXPANSION,0.87,2.5
2849,33334.98,-14.11,EXPANSION,0.90,2.5
2850,33610.48,-13.40,EXPANSION,0.99,2.5
2851,33629.17,-13.36,EXPANSION,1.00,2.5
2852,33634.23,-13.34,EXPANSION,1.00,2.5
2853,33828.07,-12.84,EXPANSION,1.10,2.5
2854,33766.30,-13.00,EXPANSION,1.05,2.5
2855,33513.97,-13.65,EXPANSION,0.91,2.5
2856,32965.71,-15.07,EXPANSION,0.65,2.5
2857,33240.77,-14.36,EXPANSION,0.76,2.5
2858,33232.59,-14.38,EXPANSION,0.75,2.5
2859,33212.61,-14.43,EXPANSION,0.74,2.5
2860,33390.00,-13.97,EXPANSION,0.84,2.5
2861,33650.22,-13.30,EXPANSION,0.93,2.5
2862,34027.93,-12.33,EXPANSION,1.11,2.5
2863,34589.49,-10.88,EXPANSION,1.32,2.5
2864,34173.33,-11.95,EXPANSION,1.08,2.5
2865,34166.86,-11.97,EXPANSION,1.08,2.5
2866,34158.95,-11.99,EXPANSION,1.08,2.5
2867,34272.51,-11.70,EXPANSION,1.12,2.5
2868,34389.17,-11.40,EXPANSION,1.16,2.5
2869,34356.71,-11.48,EXPANSION,1.20,2.5
2870,34038.09,-12.30,EXPANSION,0.98,2.5
2871,34003.61,-12.39,EXPANSION,0.94,2.5
2872,33980.23,-12.45,EXPANSION,0.93,2.5
2873,34033.83,-12.31,EXPANSION,0.96,2.5
2874,33975.96,-12.46,EXPANSION,0.94,2.5
2875,34238.65,-11.79,EXPANSION,1.02,2.5
2876,34244.65,-11.77,EXPANSION,1.05,2.5
2877,33972.23,-12.47,EXPANSION,0.94,2.5
2878,34411.38,-11.34,EXPANSION,1.10,2.5
2879,34418.02,-11.32,EXPANSION,1.10,2.5
2880,34403.65,-11.36,EXPANSION,1.10,2.5
2881,34551.46,-10.98,EXPANSION,1.18,2.5
2882,34419.91,-11.32,EXPANSION,1.11,2.5
2883,33792.55,-12.94,EXPANSION,0.82,2.5
2884,33784.88,-12.95,EXPANSION,0.81,2.5
2885,33807.12,-12.90,EXPANSION,0.83,2.5
2886,33801.54,-12.91,EXPANSION,0.83,2.5
2887,33801.49,-12.91,EXPANSION,0.83,2.5
2888,33945.94,-12.54,EXPANSION,0.90,2.5
2889,33827.31,-12.85,EXPANSION,0.84,2.5
2890,33667.47,-13.26,EXPANSION,0.73,2.5
2891,33649.90,-13.30,EXPANSION,0.73,2.5
2892,33513.38,-13.65,EXPANSION,0.67,2.5
2893,33516.51,-13.65,EXPANSION,0.68,2.5
2894,33493.74,-13.70,EXPANSION,0.66,2.5
2895,33566.58,-13.52,EXPANSION,0.72,2.5
2896,33198.33,-14.47,EXPANSION,0.58,2.5
2897,32898.38,-15.24,EXPANSION,0.46,2.5
2898,32424.96,-16.46,EXPANSION,0.27,2.5
2899,32410.55,-16.50,EXPANSION,0.28,70.0
2900,32413.30,-16.49,EXPANSION,0.28,70.0
2901,32418.79,-16.47,EXPANSION,0.28,70.0
2902,32519.79,-16.21,EXPANSION,0.30,70.0
2903,32502.53,-16.26,EXPANSION,0.26,70.0
2904,32621.40,-15.95,EXPANSION,0.32,70.0
2905,32525.91,-16.20,EXPANSION,0.35,70.0
2906,32559.40,-16.11,EXPANSION,0.39,70.0
2907,32558.24,-16.12,EXPANSION,0.38,70.0
2908,32560.64,-16.11,EXPANSION,0.39,70.0
2909,32625.62,-15.94,EXPANSION,0.44,70.0
2910,32775.88,-15.55,EXPANSION,0.47,70.0
2911,32794.72,-15.51,EXPANSION,0.45,70.0
2912,32736.25,-15.66,EXPANSION,0.47,70.0
2913,32766.75,-15.58,EXPANSION,0.47,70.0
2914,32768.80,-15.57,EXPANSION,0.47,70.0
2915,32771.82,-15.56,EXPANSION,0.47,70.0
2916,32767.12,-15.58,EXPANSION,0.47,70.0
2917,32754.55,-15.61,EXPANSION,0.46,70.0
2918,32690.10,-15.78,EXPANSION,0.47,70.0
2919,32653.26,-15.87,EXPANSION,0.41,70.0
2920,32644.13,-15.89,EXPANSION,0.42,70.0
2921,32643.83,-15.89,EXPANSION,0.42,70.0
2922,32641.93,-15.90,EXPANSION,0.41,70.0
2923,32679.64,-15.80,EXPANSION,0.43,70.0
2924,32663.57,-15.84,EXPANSION,0.41,70.0
2925,32715.65,-15.71,EXPANSION,0.39,70.0
2926,32799.07,-15.49,EXPANSION,0.45,70.0
2927,32764.83,-15.58,EXPANSION,0.37,70.0
2928,32763.66,-15.59,EXPANSION,0.37,70.0
2929,32762.66,-15.59,EXPANSION,0.36,70.0
2930,32787.39,-15.52,EXPANSION,0.35,70.0
2931,32757.62,-15.60,EXPANSION,0.32,70.0
2932,32715.12,-15.71,EXPANSION,0.27,70.0
2933,32575.74,-16.07,EXPANSION,0.17,70.0
2934,32647.93,-15.88,EXPANSION,0.15,70.0
2935,32647.93,-15.88,EXPANSION,0.12,70.0
2936,32638.54,-15.91,EXPANSION,0.12,70.0
2937,32689.08,-15.78,EXPANSION,0.13,70.0
2938,32564.64,-16.10,EXPANSION,0.09,70.0
2939,32549.70,-16.14,EXPANSION,0.12,70.0
2940,32637.47,-15.91,EXPANSION,0.14,70.0
2941,32568.88,-16.09,EXPANSION,0.04,70.0
2942,32570.49,-16.08,EXPANSION,0.04,70.0
2943,32599.55,-16.01,EXPANSION,0.05,70.0
2944,32512.90,-16.23,EXPANSION,-0.02,70.0
2945,32399.03,-16.53,EXPANSION,-0.06,70.0
2946,32428.22,-16.45,EXPANSION,-0.06,70.0
2947,32451.61,-16.39,EXPANSION,-0.06,70.0
2948,32565.60,-16.10,EXPANSION,-0.02,70.0
2949,32566.21,-16.09,EXPANSION,-0.02,70.0
2950,32565.28,-16.10,EXPANSION,-0.03,70.0
2951,32579.57,-16.06,EXPANSION,0.02,70.0
2952,32643.56,-15.90,EXPANSION,0.02,70.0
2953,32653.98,-15.87,EXPANSION,-0.03,70.0
2954,32597.47,-16.01,EXPANSION,-0.04,70.0
2955,32630.51,-15.93,EXPANSION,0.03,70.0
2956,32630.49,-15.93,EXPANSION,0.03,70.0
2957,32639.06,-15.91,EXPANSION,0.04,70.0
2958,32691.54,-15.77,EXPANSION,0.09,70.0
2959,32698.75,-15.75,EXPANSION,0.05,70.0
2960,32654.75,-15.87,EXPANSION,0.06,70.0
2961,32651.02,-15.88,EXPANSION,0.09,70.0
2962,32608.81,-15.98,EXPANSION,0.10,25.0
2963,32639.17,-15.91,EXPANSION,0.10,25.0
2964,32648.84,-15.88,EXPANSION,0.11,25.0
2965,33027.62,-14.91,EXPANSION,0.23,25.0
2966,33324.39,-14.14,EXPANSION,0.27,25.0
2967,33163.40,-14.56,EXPANSION,0.11,25.0
2968,32954.49,-15.09,EXPANSION,0.14,25.0
2969,32915.27,-15.20,EXPANSION,0.11,25.0
2970,32935.75,-15.14,EXPANSION,0.11,25.0
2971,32986.66,-15.01,EXPANSION,0.15,25.0
2972,33109.31,-14.70,EXPANSION,0.17,25.0
2973,33258.97,-14.31,EXPANSION,0.38,25.0
2974,33544.49,-13.57,EXPANSION,0.53,25.0
2975,33822.89,-12.86,EXPANSION,0.58,25.0
2976,34002.91,-12.39,EXPANSION,0.79,25.0
2977,34043.12,-12.29,EXPANSION,0.81,25.0
2978,34039.38,-12.30,EXPANSION,0.78,25.0
2979,33960.71,-12.50,EXPANSION,0.72,25.0
2980,34054.34,-12.26,EXPANSION,0.79,25.0
2981,33947.11,-12.54,EXPANSION,0.67,25.0
2982,34077.05,-12.20,EXPANSION,0.71,25.0
2983,34366.18,-11.46,EXPANSION,0.79,25.0
2984,34347.17,-11.51,EXPANSION,0.78,25.0
2985,34338.10,-11.53,EXPANSION,0.77,25.0
2986,34373.96,-11.44,EXPANSION,0.85,25.0
2987,34705.87,-10.58,EXPANSION,1.11,25.0
2988,34962.13,-9.92,EXPANSION,1.19,25.0
2989,34850.64,-10.21,EXPANSION,1.31,25.0
2990,35018.55,-9.78,EXPANSION,1.43,25.0
2991,35017.32,-9.78,EXPANSION,1.40,25.0
2992,35107.29,-9.55,EXPANSION,1.34,25.0
2993,35305.58,-9.04,EXPANSION,1.27,25.0
2994,35034.57,-9.74,EXPANSION,1.09,25.0
2995,35211.24,-9.28,EXPANSION,1.25,25.0
2996,35195.48,-9.32,EXPANSION,1.11,25.0
2997,35304.07,-9.04,EXPANSION,1.01,25.0
2998,35312.48,-9.02,EXPANSION,1.04,25.0
2999,35277.64,-9.11,EXPANSION,0.97,25.0
3000,35253.61,-9.17,EXPANSION,0.93,25.0
3001,35382.58,-8.84,EXPANSION,0.94,25.0
3002,35300.99,-9.05,EXPANSION,0.97,25.0
3003,35368.02,-8.88,EXPANSION,0.88,25.0
3004,35641.11,-8.17,EXPANSION,1.07,25.0
3005,35726.27,-7.95,EXPANSION,1.10,25.0
3006,35779.61,-7.82,EXPANSION,1.09,25.0
3007,35784.49,-7.80,EXPANSION,1.16,25.0
3008,35871.32,-7.58,EXPANSION,1.15,25.0
3009,35775.65,-7.83,EXPANSION,1.00,25.0
3010,35898.18,-7.51,EXPANSION,0.99,25.0
3011,35982.25,-7.29,EXPANSION,0.98,25.0
3012,35940.11,-7.40,EXPANSION,0.96,25.0
3013,35945.29,-7.39,EXPANSION,0.98,25.0
3014,35784.19,-7.80,EXPANSION,0.92,25.0
3015,35901.33,-7.50,EXPANSION,0.96,25.0
3016,36309.96,-6.45,EXPANSION,1.16,25.0
3017,36635.94,-5.61,EXPANSION,1.28,25.0
3018,36370.73,-6.29,EXPANSION,1.18,25.0
3019,36402.33,-6.21,EXPANSION,1.19,25.0
3020,36313.77,-6.44,EXPANSION,1.14,25.0
3021,36570.21,-5.78,EXPANSION,1.15,25.0
3022,36550.15,-5.83,EXPANSION,1.10,25.0
3023,36298.84,-6.48,EXPANSION,1.03,25.0
3024,36711.91,-5.41,EXPANSION,1.08,25.0
3025,36787.73,-5.22,EXPANSION,1.16,0.0
3026,36756.34,-5.30,EXPANSION,1.16,0.0
3027,36668.00,-5.53,EXPANSION,1.13,0.0
3028,36741.95,-5.34,EXPANSION,1.21,0.0
3029,36879.59,-4.98,EXPANSION,1.19,0.0
3030,37024.39,-4.61,EXPANSION,1.40,0.0
3031,36866.05,-5.02,EXPANSION,1.38,0.0
3032,36778.30,-5.24,EXPANSION,1.47,0.0
3033,36785.60,-5.22,EXPANSION,1.44,0.0
3034,36799.33,-5.19,EXPANSION,1.46,0.0
3035,37039.99,-4.57,EXPANSION,1.55,0.0
3036,36711.53,-5.41,EXPANSION,1.48,0.0
3037,36157.13,-6.84,EXPANSION,1.24,0.0
3038,36330.79,-6.40,EXPANSION,1.17,0.0
3039,36341.86,-6.37,EXPANSION,1.12,0.0
3040,36321.12,-6.42,EXPANSION,1.12,0.0
3041,36315.58,-6.43,EXPANSION,1.11,0.0
3042,36990.73,-4.70,EXPANSION,1.40,0.0
3043,36980.06,-4.72,EXPANSION,1.40,0.0
3044,37109.26,-4.39,EXPANSION,1.44,0.0
3045,37243.02,-4.05,EXPANSION,1.48,0.0
3046,37243.40,-4.04,EXPANSION,1.36,0.0
3047,37242.04,-4.05,EXPANSION,1.39,0.0
3048,37109.90,-4.39,EXPANSION,1.37,0.0
3049,37202.24,-4.15,EXPANSION,1.43,0.0
3050,37057.19,-4.52,EXPANSION,1.39,0.0
3051,36656.94,-5.56,EXPANSION,1.22,0.0
3052,36845.53,-5.07,EXPANSION,1.39,0.0
3053,37209.54,-4.13,EXPANSION,1.54,0.0
3054,37215.67,-4.12,EXPANSION,1.54,0.0
3055,37200.12,-4.16,EXPANSION,1.53,0.0
3056,36760.27,-5.29,EXPANSION,1.27,0.0
3057,37047.40,-4.55,EXPANSION,1.44,0.0
3058,37145.24,-4.30,EXPANSION,1.39,0.0
3059,37114.94,-4.38,EXPANSION,1.38,0.0
3060,37282.08,-3.94,EXPANSION,1.42,0.0
3061,37321.36,-3.84,EXPANSION,1.42,0.0
3062,37310.48,-3.87,EXPANSION,1.44,0.0
3063,37724.08,-2.81,EXPANSION,1.52,0.0
3064,37664.30,-2.96,EXPANSION,1.56,0.0
3065,37356.94,-3.75,EXPANSION,1.60,0.0
3066,37988.16,-2.13,EXPANSION,1.67,0.0
3067,37958.41,-2.20,EXPANSION,1.54,0.0
3068,37933.68,-2.27,EXPANSION,1.52,0.0
3069,37881.28,-2.40,EXPANSION,1.44,0.0
3070,37847.14,-2.49,EXPANSION,1.44,0.0
3071,38043.34,-1.98,EXPANSION,1.54,0.0
3072,38417.06,-1.02,EXPANSION,1.72,0.0
3073,38386.60,-1.10,EXPANSION,1.61,0.0
3074,38735.19,-0.20,EXPANSION,1.65,0.0
3075,38809.69,-0.01,EXPANSION,1.68,0.0
