Día,Valor,Drawdown,Régimen
739,17991.54,-1.29,EXPANSION
740,17908.65,-1.75,EXPANSION
741,17804.52,-2.32,EXPANSION
742,17571.18,-3.60,EXPANSION
743,17589.53,-3.50,EXPANSION
744,17701.44,-2.89,EXPANSION
745,17628.38,-3.29,EXPANSION
746,17678.14,-3.01,EXPANSION
747,17617.35,-3.35,EXPANSION
748,17844.03,-2.10,EXPANSION
749,17853.77,-2.05,EXPANSION
750,17888.23,-1.86,EXPANSION
751,17996.05,-1.27,EXPANSION
752,18034.58,-1.06,EXPANSION
753,18051.50,-0.97,EXPANSION
754,17963.14,-1.45,EXPANSION
755,17962.45,-1.45,EXPANSION
756,17882.16,-1.89,EXPANSION
757,17911.44,-1.73,EXPANSION
758,17945.08,-1.55,EXPANSION
759,18054.03,-0.95,EXPANSION
760,18168.05,-0.33,EXPANSION
761,18239.10,0.00,EXPANSION
762,18308.62,0.00,EXPANSION
763,18639.06,0.00,EXPANSION
764,18819.81,0.00,EXPANSION
765,18909.86,0.00,EXPANSION
766,18836.95,-0.39,EXPANSION
767,18842.46,-0.36,EXPANSION
768,18759.49,-0.80,EXPANSION
769,18770.67,-0.74,EXPANSION
770,18797.32,-0.60,EXPANSION
771,18969.33,0.00,EXPANSION
772,18978.64,0.00,EXPANSION
773,18967.97,-0.06,EXPANSION
774,18894.62,-0.44,EXPANSION
775,18702.78,-1.45,EXPANSION
776,18734.48,-1.29,EXPANSION
777,18776.61,-1.06,EXPANSION
778,18861.42,-0.62,EXPANSION
779,18848.13,-0.69,EXPANSION
780,19040.34,0.00,EXPANSION
781,18979.45,-0.32,EXPANSION
782,19201.13,0.00,EXPANSION
783,19374.90,0.00,EXPANSION
784,19544.69,0.00,EXPANSION
785,19620.19,0.00,EXPANSION
786,19688.81,0.00,EXPANSION
787,19699.53,0.00,EXPANSION
788,19692.04,-0.04,EXPANSION
789,19728.20,0.00,EXPANSION
790,19946.53,0.00,EXPANSION
791,19999.33,0.00,EXPANSION
792,19757.88,-1.21,EXPANSION
793,19644.01,-1.78,EXPANSION
794,19459.68,-2.70,EXPANSION
795,19716.68,-1.41,EXPANSION
796,19676.02,-1.62,EXPANSION
797,19857.47,-0.71,EXPANSION
798,20340.91,0.00,EXPANSION
799,20362.19,0.00,EXPANSION
800,20393.57,0.00,EXPANSION
801,20487.97,0.00,EXPANSION
802,20566.53,0.00,EXPANSION
803,20739.81,0.00,EXPANSION
804,20945.06,0.00,EXPANSION
805,20865.27,-0.38,EXPANSION
806,20939.76,-0.03,EXPANSION
807,21139.28,0.00,EXPANSION
808,21329.24,0.00,EXPANSION
809,21268.05,-0.29,EXPANSION
810,21432.00,0.00,EXPANSION
811,21103.22,-1.53,EXPANSION
812,21209.88,-1.04,EXPANSION
813,21387.22,-0.21,EXPANSION
814,21415.46,-0.08,EXPANSION
815,21485.83,0.00,EXPANSION
816,21780.66,0.00,EXPANSION
817,21783.15,0.00,EXPANSION
818,22299.61,0.00,EXPANSION
819,22887.40,0.00,EXPANSION
820,22735.89,-0.66,EXPANSION
821,22468.83,-1.83,EXPANSION
822,22526.24,-1.58,EXPANSION
823,22959.22,0.00,EXPANSION
824,22959.47,0.00,EXPANSION
825,22853.44,-0.46,EXPANSION
826,22861.58,-0.43,EXPANSION
827,23204.19,0.00,EXPANSION
828,23532.45,0.00,EXPANSION
829,23472.23,-0.26,EXPANSION
830,23635.36,0.00,EXPANSION
831,23356.66,-1.18,EXPANSION
832,23162.21,-2.00,EXPANSION
833,22976.38,-2.79,EXPANSION
834,22574.64,-4.49,EXPANSION
835,22772.70,-3.65,EXPANSION
836,22605.07,-4.36,EXPANSION
837,22627.96,-4.26,EXPANSION
838,23050.57,-2.47,EXPANSION
839,23013.49,-2.63,EXPANSION
840,22848.83,-3.33,EXPANSION
841,22840.69,-3.36,EXPANSION
842,22469.17,-4.93,EXPANSION
843,22761.43,-3.70,EXPANSION
844,22649.14,-4.17,EXPANSION
845,23313.95,-1.36,EXPANSION
846,23502.71,-0.56,EXPANSION
847,23682.11,0.00,EXPANSION
848,24183.61,0.00,EXPANSION
849,24202.54,0.00,EXPANSION
850,23999.81,-0.84,EXPANSION
851,23760.80,-1.83,EXPANSION
852,23518.69,-2.83,EXPANSION
853,23542.38,-2.73,EXPANSION
854,23295.17,-3.75,EXPANSION
855,23592.49,-2.52,EXPANSION
856,23682.11,-2.15,EXPANSION
857,23546.40,-2.71,EXPANSION
858,23557.83,-2.66,EXPANSION
859,22894.07,-5.41,EXPANSION
860,23073.04,-4.67,EXPANSION
861,23130.63,-4.43,EXPANSION
862,23243.12,-3.96,EXPANSION
863,23605.01,-2.47,EXPANSION
864,23272.43,-3.84,EXPANSION
865,23214.73,-4.08,EXPANSION
866,23285.19,-3.79,EXPANSION
867,23428.10,-3.20,EXPANSION
868,23264.03,-3.88,EXPANSION
869,23475.86,-3.00,EXPANSION
870,23555.03,-2.68,EXPANSION
871,23654.58,-2.26,EXPANSION
872,23348.03,-3.53,EXPANSION
873,22771.36,-5.91,EXPANSION
874,22935.07,-5.24,EXPANSION
875,22518.21,-6.96,EXPANSION
876,21955.00,-9.29,EXPANSION
877,22074.71,-8.79,EXPANSION
878,21772.47,-10.04,EXPANSION
879,20716.44,-14.40,EXPANSION
880,21396.42,-11.59,EXPANSION
881,21071.15,-12.94,EXPANSION
882,20449.91,-15.51,CONTRACTION
883,20735.98,-14.32,CONTRACTION
884,20711.94,-14.42,CONTRACTION
885,20607.93,-14.85,CONTRACTION
886,21053.66,-13.01,CONTRACTION
887,21149.10,-12.62,CONTRACTION
888,21733.26,-10.20,CONTRACTION
889,22094.80,-8.71,CONTRACTION
890,22001.24,-9.10,CONTRACTION
891,22167.52,-8.41,CONTRACTION
892,22069.04,-8.82,CONTRACTION
893,22193.02,-8.30,CONTRACTION
894,22164.10,-8.42,CONTRACTION
895,21926.65,-9.40,CONTRACTION
896,21827.49,-9.81,CONTRACTION
897,22172.01,-8.39,CONTRACTION
898,22079.56,-8.77,CONTRACTION
899,22050.18,-8.89,CONTRACTION
900,22343.81,-7.68,CONTRACTION
901,22102.23,-8.68,CONTRACTION
902,21863.49,-9.66,CONTRACTION
903,21853.28,-9.71,CONTRACTION
904,22069.61,-8.81,CONTRACTION
905,22140.27,-8.52,CONTRACTION
906,22144.15,-8.50,CONTRACTION
907,22269.26,-7.99,CONTRACTION
908,22320.53,-7.78,CONTRACTION
909,22171.93,-8.39,CONTRACTION
910,22019.97,-9.02,CONTRACTION
911,22301.54,-7.85,CONTRACTION
912,22202.41,-8.26,CONTRACTION
913,22359.48,-7.62,CONTRACTION
914,22321.24,-7.77,CONTRACTION
915,22163.88,-8.42,CONTRACTION
916,21951.08,-9.30,CONTRACTION
917,21902.90,-9.50,CONTRACTION
918,21876.67,-9.61,CONTRACTION
919,21779.35,-10.01,CONTRACTION
920,21853.63,-9.71,CONTRACTION
921,21651.73,-10.54,CONTRACTION
922,21764.92,-10.07,CONTRACTION
923,21908.52,-9.48,CONTRACTION
924,21425.39,-11.47,CONTRACTION
925,21079.59,-12.90,CONTRACTION
926,21035.40,-13.09,CONTRACTION
927,20998.59,-13.24,CONTRACTION
928,21420.56,-11.49,CONTRACTION
929,20962.78,-13.39,CONTRACTION
930,20755.75,-14.24,CONTRACTION
931,20870.76,-13.77,CONTRACTION
932,20800.22,-14.06,CONTRACTION
933,20822.27,-13.97,CONTRACTION
934,20788.29,-14.11,CONTRACTION
935,20550.68,-15.09,CONTRACTION
936,20918.11,-13.57,CONTRACTION
937,20903.55,-13.63,CONTRACTION
938,20964.91,-13.38,CONTRACTION
939,20563.08,-15.04,CONTRACTION
940,20638.01,-14.73,CONTRACTION
941,20667.56,-14.61,CONTRACTION
942,20744.03,-14.29,CONTRACTION
943,21112.10,-12.77,CONTRACTION
944,21135.07,-12.67,CONTRACTION
945,21246.55,-12.21,EXPANSION
946,21163.28,-12.56,EXPANSION
947,21186.45,-12.46,EXPANSION
948,21273.55,-12.10,EXPANSION
949,21360.19,-11.74,EXPANSION
950,21523.21,-11.07,EXPANSION
951,21577.82,-10.84,EXPANSION
952,21339.31,-11.83,EXPANSION
953,21260.50,-12.16,EXPANSION
954,21271.95,-12.11,EXPANSION
955,21250.63,-12.20,EXPANSION
956,21110.55,-12.78,EXPANSION
957,21126.60,-12.71,EXPANSION
958,20888.23,-13.69,EXPANSION
959,21199.08,-12.41,EXPANSION
960,21187.32,-12.46,EXPANSION
961,21268.92,-12.12,EXPANSION
962,21284.30,-12.06,EXPANSION
963,21125.93,-12.71,EXPANSION
964,21195.28,-12.43,EXPANSION
965,21185.90,-12.46,EXPANSION
966,21303.02,-11.98,EXPANSION
967,21501.30,-11.16,EXPANSION
968,21534.70,-11.02,EXPANSION
969,21492.17,-11.20,EXPANSION
970,21466.28,-11.31,EXPANSION
971,21427.67,-11.47,EXPANSION
972,21603.69,-10.74,EXPANSION
973,21780.93,-10.01,EXPANSION
974,21607.07,-10.72,EXPANSION
975,21622.61,-10.66,EXPANSION
976,21675.94,-10.44,EXPANSION
977,21766.13,-10.07,EXPANSION
978,21448.93,-11.38,EXPANSION
979,21556.85,-10.93,EXPANSION
980,21403.96,-11.56,EXPANSION
981,21354.44,-11.77,EXPANSION
982,21353.51,-11.77,EXPANSION
983,21419.47,-11.50,EXPANSION
984,21522.87,-11.07,EXPANSION
985,21385.22,-11.64,EXPANSION
986,21308.55,-11.96,EXPANSION
987,21318.64,-11.92,EXPANSION
988,21305.34,-11.97,EXPANSION
989,21271.45,-12.11,EXPANSION
990,21274.87,-12.10,EXPANSION
991,21210.66,-12.36,EXPANSION
992,21131.14,-12.69,EXPANSION
993,21295.65,-12.01,EXPANSION
994,21208.26,-12.37,EXPANSION
995,21445.57,-11.39,EXPANSION
996,21473.34,-11.28,EXPANSION
997,21494.00,-11.19,EXPANSION
998,21607.07,-10.72,EXPANSION
999,21724.67,-10.24,EXPANSION
1000,21915.30,-9.45,EXPANSION
1001,21747.05,-10.15,EXPANSION
1002,21719.32,-10.26,EXPANSION
1003,21693.97,-10.36,EXPANSION
1004,21488.24,-11.21,EXPANSION
1005,21539.39,-11.00,EXPANSION
1006,21442.54,-11.40,EXPANSION
1007,21314.56,-11.93,EXPANSION
1008,21199.96,-12.41,EXPANSION
1009,20974.54,-13.34,EXPANSION
1010,21004.04,-13.22,EXPANSION
1011,20988.20,-13.28,EXPANSION
1012,20951.99,-13.43,EXPANSION
1013,20793.76,-14.08,EXPANSION
1014,20843.10,-13.88,EXPANSION
1015,20637.60,-14.73,EXPANSION
1016,20487.63,-15.35,EXPANSION
1017,20513.38,-15.24,EXPANSION
1018,20516.85,-15.23,EXPANSION
1019,20190.73,-16.58,EXPANSION
1020,20143.96,-16.77,EXPANSION
1021,19903.60,-17.76,EXPANSION
1022,19915.38,-17.71,EXPANSION
1023,20161.16,-16.70,EXPANSION
1024,20219.59,-16.46,EXPANSION
1025,20214.02,-16.48,EXPANSION
1026,20222.13,-16.45,EXPANSION
1027,20162.91,-16.69,EXPANSION
1028,20183.27,-16.61,EXPANSION
1029,20354.22,-15.90,EXPANSION
1030,20559.69,-15.05,EXPANSION
1031,20614.53,-14.82,EXPANSION
1032,20590.30,-14.93,EXPANSION
1033,20710.69,-14.43,EXPANSION
1034,20613.15,-14.83,EXPANSION
1035,20370.75,-15.83,EXPANSION
1036,20481.76,-15.37,EXPANSION
1037,20494.61,-15.32,EXPANSION
1038,20506.75,-15.27,EXPANSION
1039,20533.23,-15.16,EXPANSION
1040,20562.93,-15.04,EXPANSION
1041,20815.70,-13.99,EXPANSION
1042,20854.31,-13.83,EXPANSION
1043,20698.50,-14.48,EXPANSION
1044,20831.14,-13.93,EXPANSION
1045,20849.05,-13.86,EXPANSION
1046,20848.83,-13.86,EXPANSION
1047,20856.31,-13.83,EXPANSION
1048,21090.30,-12.86,EXPANSION
1049,21227.78,-12.29,EXPANSION
1050,21245.32,-12.22,EXPANSION
1051,21168.09,-12.54,EXPANSION
1052,21174.92,-12.51,EXPANSION
1053,21181.52,-12.48,EXPANSION
1054,21073.88,-12.93,EXPANSION
1055,21059.32,-12.99,EXPANSION
1056,20981.96,-13.31,EXPANSION
1057,20966.95,-13.37,EXPANSION
1058,21046.73,-13.04,EXPANSION
1059,20936.42,-13.49,EXPANSION
1060,20946.71,-13.45,EXPANSION
1061,20889.24,-13.69,EXPANSION
1062,20895.17,-13.67,EXPANSION
1063,20755.78,-14.24,EXPANSION
1064,20774.43,-14.16,EXPANSION
1065,20432.69,-15.58,EXPANSION
1066,20468.29,-15.43,EXPANSION
1067,20476.79,-15.39,EXPANSION
1068,20287.67,-16.18,EXPANSION
1069,20370.30,-15.83,EXPANSION
1070,20074.40,-17.06,EXPANSION
1071,19944.46,-17.59,EXPANSION
1072,20019.78,-17.28,EXPANSION
1073,20014.48,-17.30,EXPANSION
1074,20017.33,-17.29,EXPANSION
1075,20062.53,-17.11,EXPANSION
1076,20196.40,-16.55,EXPANSION
1077,20284.44,-16.19,EXPANSION
1078,20182.72,-16.61,EXPANSION
1079,20439.66,-15.55,EXPANSION
1080,20441.11,-15.54,EXPANSION
1081,20439.24,-15.55,EXPANSION
1082,20635.57,-14.74,EXPANSION
1083,20613.15,-14.83,EXPANSION
1084,20762.19,-14.21,EXPANSION
1085,20575.47,-14.99,EXPANSION
1086,20616.81,-14.82,EXPANSION
1087,20621.87,-14.79,EXPANSION
1088,20624.40,-14.78,EXPANSION
1089,20624.00,-14.79,EXPANSION
1090,20504.15,-15.28,EXPANSION
1091,20348.11,-15.93,EXPANSION
1092,20187.87,-16.59,EXPANSION
1093,20119.64,-16.87,EXPANSION
1094,20111.33,-16.90,EXPANSION
1095,20114.01,-16.89,EXPANSION
1096,20144.61,-16.77,EXPANSION
1097,20147.45,-16.75,EXPANSION
1098,20209.61,-16.50,EXPANSION
1099,20360.68,-15.87,EXPANSION
1100,20359.81,-15.88,EXPANSION
1101,20360.86,-15.87,EXPANSION
1102,20359.97,-15.88,EXPANSION
1103,20225.13,-16.43,EXPANSION
1104,20362.36,-15.87,EXPANSION
1105,20424.71,-15.61,EXPANSION
1106,20627.42,-14.77,EXPANSION
1107,20605.46,-14.86,EXPANSION
1108,20605.02,-14.86,EXPANSION
1109,20604.64,-14.87,EXPANSION
1110,20562.79,-15.04,EXPANSION
1111,20538.14,-15.14,EXPANSION
1112,20463.95,-15.45,EXPANSION
1113,20609.05,-14.85,EXPANSION
1114,20630.52,-14.76,EXPANSION
1115,20629.07,-14.76,EXPANSION
1116,20629.88,-14.76,EXPANSION
1117,20670.77,-14.59,EXPANSION
1118,20665.52,-14.61,EXPANSION
1119,20654.93,-14.66,EXPANSION
1120,20396.52,-15.73,EXPANSION
1121,20231.69,-16.41,EXPANSION
1122,20230.53,-16.41,EXPANSION
1123,20231.03,-16.41,EXPANSION
1124,20121.02,-16.86,EXPANSION
1125,20104.19,-16.93,EXPANSION
1126,19514.44,-19.37,EXPANSION
1127,19352.62,-20.04,EXPANSION
1128,19647.78,-18.82,EXPANSION
1129,19648.18,-18.82,EXPANSION
1130,19648.35,-18.82,EXPANSION
1131,19560.92,-19.18,EXPANSION
1132,19960.94,-17.53,EXPANSION
1133,19872.67,-17.89,EXPANSION
1134,19285.76,-20.32,EXPANSION
1135,19264.25,-20.40,EXPANSION
1136,19265.68,-20.40,EXPANSION
1137,19265.27,-20.40,EXPANSION
1138,19298.62,-20.26,EXPANSION
1139,19198.35,-20.68,EXPANSION
1140,18541.09,-23.39,EXPANSION
1141,18861.65,-22.07,EXPANSION
1142,18600.07,-23.15,EXPANSION
1143,18600.39,-23.15,EXPANSION
1144,18600.74,-23.15,EXPANSION
1145,18383.57,-24.04,EXPANSION
1146,18713.23,-22.68,EXPANSION
1147,18906.52,-21.88,EXPANSION
1148,19342.11,-20.08,EXPANSION
1149,19295.42,-20.28,EXPANSION
1150,19293.77,-20.28,EXPANSION
1151,19294.67,-20.28,EXPANSION
1152,19370.08,-19.97,EXPANSION
1153,19460.75,-19.59,EXPANSION
1154,19784.35,-18.26,EXPANSION
1155,19595.18,-19.04,EXPANSION
1156,19275.68,-20.36,EXPANSION
1157,19277.11,-20.35,EXPANSION
1158,19277.24,-20.35,EXPANSION
1159,18866.12,-22.05,EXPANSION
1160,18938.39,-21.75,EXPANSION
1161,18857.57,-22.08,EXPANSION
1162,19198.58,-20.68,EXPANSION
1163,19180.10,-20.75,EXPANSION
1164,19178.63,-20.76,EXPANSION
1165,19183.44,-20.74,EXPANSION
1166,18809.26,-22.28,EXPANSION
1167,18526.18,-23.45,EXPANSION
1168,18680.10,-22.82,EXPANSION
1169,18660.80,-22.90,EXPANSION
1170,18488.28,-23.61,EXPANSION
1171,18448.36,-23.78,EXPANSION
1172,18460.72,-23.72,EXPANSION
1173,18668.47,-22.87,EXPANSION
1174,18690.99,-22.77,EXPANSION
1175,19170.63,-20.79,EXPANSION
1176,19077.43,-21.18,EXPANSION
1177,19175.51,-20.77,EXPANSION
1178,19194.48,-20.69,EXPANSION
1179,19187.62,-20.72,EXPANSION
1180,19455.74,-19.61,EXPANSION
1181,18964.91,-21.64,EXPANSION
1182,18945.34,-21.72,EXPANSION
1183,18867.74,-22.04,EXPANSION
1184,18496.06,-23.58,EXPANSION
1185,18502.17,-23.55,EXPANSION
1186,18516.97,-23.49,EXPANSION
1187,18540.14,-23.40,EXPANSION
1188,18562.09,-23.31,EXPANSION
1189,18777.91,-22.41,EXPANSION
1190,18754.50,-22.51,EXPANSION
1191,18473.07,-23.67,EXPANSION
1192,18472.41,-23.68,EXPANSION
1193,18474.26,-23.67,EXPANSION
1194,18252.70,-24.58,EXPANSION
1195,18356.62,-24.15,EXPANSION
1196,17963.97,-25.78,EXPANSION
1197,17785.16,-26.52,CONTRACTION
1198,17463.25,-27.85,CONTRACTION
1199,17476.59,-27.79,CONTRACTION
1200,17474.91,-27.80,CONTRACTION
1201,17249.64,-28.73,CONTRACTION
1202,17221.50,-28.84,CONTRACTION
1203,17795.72,-26.47,CONTRACTION
1204,17854.94,-26.23,CONTRACTION
1205,17962.98,-25.78,CONTRACTION
1206,17951.00,-25.83,CONTRACTION
1207,17956.41,-25.81,CONTRACTION
1208,18021.23,-25.54,CONTRACTION
1209,18033.51,-25.49,CONTRACTION
1210,18080.75,-25.29,CONTRACTION
1211,17689.16,-26.91,CONTRACTION
1212,18208.19,-24.77,CONTRACTION
1213,18206.70,-24.77,CONTRACTION
1214,18234.41,-24.66,CONTRACTION
1215,18377.29,-24.07,CONTRACTION
1216,18448.36,-23.78,CONTRACTION
1217,18684.39,-22.80,CONTRACTION
1218,18711.07,-22.69,CONTRACTION
1219,18664.45,-22.88,CONTRACTION
1220,18661.12,-22.90,CONTRACTION
1221,18647.15,-22.95,CONTRACTION
1222,18561.48,-23.31,CONTRACTION
1223,18673.77,-22.84,CONTRACTION
1224,18729.57,-22.61,CONTRACTION
1225,18800.28,-22.32,CONTRACTION
1226,18946.03,-21.72,CONTRACTION
1227,18955.29,-21.68,CONTRACTION
1228,18938.89,-21.75,CONTRACTION
1229,18935.57,-21.76,CONTRACTION
1230,18654.07,-22.93,CONTRACTION
1231,18684.35,-22.80,CONTRACTION
1232,18913.34,-21.85,CONTRACTION
1233,19212.18,-20.62,CONTRACTION
1234,19212.54,-20.62,CONTRACTION
1235,19210.05,-20.63,CONTRACTION
1236,19035.10,-21.35,CONTRACTION
1237,19024.96,-21.39,CONTRACTION
1238,19301.94,-20.25,CONTRACTION
1239,19448.80,-19.64,CONTRACTION
1240,19436.52,-19.69,CONTRACTION
1241,19441.18,-19.67,CONTRACTION
1242,19433.22,-19.71,CONTRACTION
1243,19573.24,-19.13,CONTRACTION
1244,19761.67,-18.35,CONTRACTION
1245,19683.41,-18.67,CONTRACTION
1246,19494.02,-19.45,CONTRACTION
1247,19514.95,-19.37,CONTRACTION
1248,19515.54,-19.37,CONTRACTION
1249,19518.10,-19.36,CONTRACTION
1250,19499.57,-19.43,CONTRACTION
1251,19663.84,-18.75,CONTRACTION
1252,19634.08,-18.88,CONTRACTION
1253,19663.46,-18.75,CONTRACTION
1254,19778.10,-18.28,CONTRACTION
1255,19779.34,-18.28,CONTRACTION
1256,19785.41,-18.25,CONTRACTION
1257,19818.34,-18.11,CONTRACTION
1258,19882.46,-17.85,CONTRACTION
1259,19970.81,-17.48,CONTRACTION
1260,19648.86,-18.81,EXPANSION
1261,19794.52,-18.21,EXPANSION
1262,19812.29,-18.14,EXPANSION
1263,19770.60,-18.31,EXPANSION
1264,19834.18,-18.05,EXPANSION
1265,19791.20,-18.23,EXPANSION
1266,19709.28,-18.57,EXPANSION
1267,19572.60,-19.13,EXPANSION
1268,19565.93,-19.16,EXPANSION
1269,19566.57,-19.15,EXPANSION
1270,19564.28,-19.16,EXPANSION
1271,19505.81,-19.41,EXPANSION
1272,19555.75,-19.20,EXPANSION
1273,19466.58,-19.57,EXPANSION
1274,19286.03,-20.31,EXPANSION
1275,19282.68,-20.33,EXPANSION
1276,19290.75,-20.29,EXPANSION
1277,19289.25,-20.30,EXPANSION
1278,19531.32,-19.30,EXPANSION
1279,19618.41,-18.94,EXPANSION
1280,19731.36,-18.47,EXPANSION
1281,19684.43,-18.67,EXPANSION
1282,19903.31,-17.76,EXPANSION
1283,19914.89,-17.72,EXPANSION
1284,19911.86,-17.73,EXPANSION
1285,19956.68,-17.54,EXPANSION
1286,20018.98,-17.29,EXPANSION
1287,20055.75,-17.13,EXPANSION
1288,20182.69,-16.61,EXPANSION
1289,19809.52,-18.15,EXPANSION
1290,19811.06,-18.14,EXPANSION
1291,19809.30,-18.15,EXPANSION
1292,19836.19,-18.04,EXPANSION
1293,19941.17,-17.61,EXPANSION
1294,19794.78,-18.21,EXPANSION
1295,19756.47,-18.37,EXPANSION
1296,19909.69,-17.74,EXPANSION
1297,19910.74,-17.73,EXPANSION
1298,19910.58,-17.73,EXPANSION
1299,20189.93,-16.58,EXPANSION
1300,20282.80,-16.20,EXPANSION
1301,20415.65,-15.65,EXPANSION
1302,20453.00,-15.49,EXPANSION
1303,20545.07,-15.11,EXPANSION
1304,20547.54,-15.10,EXPANSION
1305,20562.37,-15.04,EXPANSION
1306,20616.25,-14.82,EXPANSION
1307,20547.96,-15.10,EXPANSION
1308,20638.20,-14.73,EXPANSION
1309,20502.92,-15.29,EXPANSION
1310,20586.82,-14.94,EXPANSION
1311,20587.56,-14.94,EXPANSION
1312,20595.11,-14.91,EXPANSION
1313,20493.28,-15.33,EXPANSION
1314,20557.15,-15.06,EXPANSION
1315,20609.14,-14.85,EXPANSION
1316,20595.84,-14.90,EXPANSION
1317,20596.39,-14.90,EXPANSION
1318,20599.86,-14.89,EXPANSION
1319,20597.50,-14.90,EXPANSION
1320,20591.30,-14.92,EXPANSION
1321,20732.40,-14.34,EXPANSION
1322,20601.40,-14.88,EXPANSION
1323,20268.25,-16.26,EXPANSION
1324,20305.61,-16.10,EXPANSION
1325,20304.49,-16.11,EXPANSION
1326,20306.19,-16.10,EXPANSION
1327,20272.33,-16.24,EXPANSION
1328,20292.75,-16.15,EXPANSION
1329,20167.94,-16.67,EXPANSION
1330,20143.94,-16.77,EXPANSION
1331,20402.61,-15.70,EXPANSION
1332,20408.45,-15.68,EXPANSION
1333,20405.19,-15.69,EXPANSION
1334,20191.05,-16.57,EXPANSION
1335,19890.14,-17.82,EXPANSION
1336,19852.68,-17.97,EXPANSION
1337,19711.72,-18.56,EXPANSION
1338,19791.43,-18.23,EXPANSION
1339,19858.67,-17.95,EXPANSION
1340,19841.86,-18.02,EXPANSION
1341,19404.83,-19.82,EXPANSION
1342,19643.15,-18.84,EXPANSION
1343,19797.73,-18.20,EXPANSION
1344,19758.87,-18.36,EXPANSION
1345,19522.48,-19.34,EXPANSION
1346,19517.41,-19.36,EXPANSION
1347,19582.66,-19.09,EXPANSION
1348,19350.11,-20.05,EXPANSION
1349,19527.42,-19.32,EXPANSION
1350,19397.44,-19.85,EXPANSION
1351,19212.18,-20.62,EXPANSION
1352,19209.31,-20.63,EXPANSION
1353,19213.42,-20.61,EXPANSION
1354,19252.28,-20.45,EXPANSION
1355,19260.00,-20.42,EXPANSION
1356,19198.42,-20.68,EXPANSION
1357,19141.82,-20.91,EXPANSION
1358,19215.87,-20.60,EXPANSION
1359,19197.11,-20.68,EXPANSION
1360,19196.49,-20.68,EXPANSION
1361,19207.01,-20.64,EXPANSION
1362,19208.08,-20.64,EXPANSION
1363,19498.16,-19.44,EXPANSION
1364,19484.68,-19.49,EXPANSION
1365,19587.96,-19.07,EXPANSION
1366,19832.01,-18.06,EXPANSION
1367,19826.20,-18.08,EXPANSION
1368,19808.80,-18.15,EXPANSION
1369,19953.62,-17.56,EXPANSION
1370,20024.97,-17.26,EXPANSION
1371,19924.23,-17.68,EXPANSION
1372,20008.79,-17.33,EXPANSION
1373,19868.85,-17.91,EXPANSION
1374,19877.52,-17.87,EXPANSION
1375,19886.73,-17.83,EXPANSION
1376,19896.39,-17.79,EXPANSION
1377,20229.07,-16.42,EXPANSION
1378,20327.79,-16.01,EXPANSION
1379,20656.43,-14.65,EXPANSION
1380,20658.87,-14.64,EXPANSION
1381,20688.64,-14.52,EXPANSION
1382,20696.44,-14.49,EXPANSION
1383,20737.29,-14.32,EXPANSION
1384,20575.31,-14.99,EXPANSION
1385,20745.25,-14.28,EXPANSION
1386,20188.52,-16.59,EXPANSION
1387,20572.66,-15.00,EXPANSION
1388,20466.55,-15.44,EXPANSION
1389,20187.30,-16.59,EXPANSION
1390,20214.38,-16.48,EXPANSION
1391,20332.36,-15.99,EXPANSION
1392,20689.99,-14.51,EXPANSION
1393,20505.69,-15.27,EXPANSION
1394,20332.86,-15.99,EXPANSION
1395,20393.73,-15.74,EXPANSION
1396,20456.71,-15.48,EXPANSION
1397,20552.28,-15.08,EXPANSION
1398,20659.96,-14.64,EXPANSION
1399,20719.58,-14.39,EXPANSION
1400,20505.05,-15.28,EXPANSION
1401,20712.16,-14.42,EXPANSION
1402,20606.08,-14.86,EXPANSION
1403,20312.46,-16.07,EXPANSION
1404,20486.26,-15.35,EXPANSION
1405,20011.66,-17.32,EXPANSION
1406,20089.47,-16.99,EXPANSION
1407,20502.41,-15.29,EXPANSION
1408,20354.08,-15.90,EXPANSION
1409,20419.36,-15.63,EXPANSION
1410,20373.84,-15.82,EXPANSION
1411,20394.30,-15.73,EXPANSION
1412,20313.40,-16.07,EXPANSION
1413,20374.18,-15.82,EXPANSION
1414,20171.41,-16.66,EXPANSION
1415,20227.79,-16.42,EXPANSION
1416,20112.84,-16.90,EXPANSION
1417,20135.63,-16.80,EXPANSION
1418,20120.02,-16.87,EXPANSION
1419,20102.75,-16.94,EXPANSION
1420,20022.60,-17.27,EXPANSION
1421,19971.68,-17.48,EXPANSION
1422,19821.33,-18.10,EXPANSION
1423,19903.05,-17.76,EXPANSION
1424,19942.05,-17.60,EXPANSION
1425,19707.48,-18.57,EXPANSION
1426,19815.92,-18.12,EXPANSION
1427,19983.73,-17.43,EXPANSION
1428,20285.22,-16.19,EXPANSION
1429,20085.74,-17.01,EXPANSION
1430,19962.65,-17.52,EXPANSION
1431,20005.23,-17.34,EXPANSION
1432,19845.74,-18.00,EXPANSION
1433,19953.20,-17.56,EXPANSION
1434,19316.49,-20.19,EXPANSION
1435,19427.89,-19.73,EXPANSION
1436,19663.29,-18.76,EXPANSION
1437,19624.68,-18.91,EXPANSION
1438,19655.93,-18.79,EXPANSION
1439,19969.12,-17.49,EXPANSION
1440,19905.12,-17.76,EXPANSION
1441,19885.28,-17.84,EXPANSION
1442,19813.30,-18.14,EXPANSION
1443,19542.65,-19.25,EXPANSION
1444,19476.13,-19.53,EXPANSION
1445,19470.25,-19.55,EXPANSION
