Date,BTC-EUR,EMXC.DE,0P00000WLG.F,PPFB.DE,URNU.DE,VVSM.DE,XNAS.DE,^VIX,^TNX,^IRX,HYG,LQD,^MOVE,DX-Y.NYB,BTC_VOL
2022-05-19,28653.017578,21.205000,34.955502,34.026001,10.548000,20.855000,25.815001,29.350000,2.855000,1.000000,76.510002,111.870003,115.050003,102.720001,0.500000
2022-05-20,27637.302734,21.330000,35.119202,34.070000,10.546000,20.264999,25.385000,29.430000,2.787000,0.978000,76.459999,112.419998,111.099998,103.150002,0.500000
2022-05-21,27856.394531,21.330000,35.119202,34.070000,10.546000,20.264999,25.385000,29.430000,2.787000,0.978000,76.459999,112.419998,111.099998,103.150002,0.500000
2022-05-22,28690.759766,21.330000,35.119202,34.070000,10.546000,20.264999,25.385000,29.430000,2.787000,0.978000,76.459999,112.419998,111.099998,103.150002,0.500000
2022-05-23,27236.609375,21.389999,35.371799,33.838001,10.682000,20.445000,25.545000,28.480000,2.859000,0.993000,76.760002,112.019997,110.190002,102.080002,0.500000
2022-05-24,27630.464844,20.875000,34.899799,33.928001,10.380000,19.771999,24.660000,29.450001,2.760000,1.043000,77.220001,113.489998,111.150002,101.860001,0.500000
2022-05-25,27662.062500,21.105000,35.311100,33.790001,10.502000,20.010000,25.195000,28.370001,2.749000,1.045000,78.389999,114.660004,105.690002,102.059998,0.500000
2022-05-26,27268.742188,21.225000,35.759602,33.562000,10.790000,20.745001,25.860001,27.500000,2.756000,1.028000,79.480003,114.690002,102.489998,101.830002,0.500000
2022-05-27,26674.601563,21.645000,36.551998,33.773998,11.000000,21.584999,26.719999,25.719999,2.743000,1.025000,80.190002,115.290001,98.480003,101.669998,0.500000
2022-05-28,26849.146484,21.645000,36.551998,33.773998,11.000000,21.584999,26.719999,25.719999,2.743000,1.025000,80.190002,115.290001,98.480003,101.669998,0.500000
2022-05-29,27443.308594,21.645000,36.551998,33.773998,11.000000,21.584999,26.719999,25.719999,2.743000,1.025000,80.190002,115.290001,98.480003,101.669998,0.500000
2022-05-30,29448.531250,21.795000,36.475700,33.582001,11.334000,21.985001,27.040001,25.719999,2.743000,1.025000,80.190002,115.290001,98.480003,101.669998,0.500000
2022-05-31,29616.634766,21.815001,36.396900,33.506001,11.248000,21.605000,26.745001,26.190001,2.844000,1.030000,79.500000,114.440002,107.120003,101.750000,0.500000
2022-06-01,27979.697266,21.790001,36.284698,33.771999,10.926000,21.565001,26.790001,25.690001,2.931000,1.103000,78.900002,113.500000,109.379997,102.550003,0.500000
2022-06-02,28337.810547,21.764999,36.689899,33.973999,11.360000,21.735001,26.850000,24.719999,2.913000,1.113000,79.230003,113.550003,99.269997,101.769997,0.500000
2022-06-03,27708.939453,21.504999,36.217499,33.708000,11.122000,21.480000,26.645000,24.790001,2.957000,1.135000,78.639999,113.190002,97.730003,102.139999,0.500000
2022-06-04,27831.812500,21.504999,36.217499,33.708000,11.122000,21.480000,26.645000,24.790001,2.957000,1.135000,78.639999,113.190002,97.730003,102.139999,0.500000
2022-06-05,27881.742188,21.504999,36.217499,33.708000,11.122000,21.480000,26.645000,24.790001,2.957000,1.135000,78.639999,113.190002,97.730003,102.139999,0.500000
2022-06-06,29346.384766,21.635000,36.364799,33.613998,11.190000,21.650000,26.924999,25.070000,3.038000,1.160000,78.050003,112.389999,102.260002,102.440002,0.500000
2022-06-07,29123.798828,21.365000,36.618999,33.757999,11.110000,21.395000,26.830000,24.020000,2.972000,1.225000,78.230003,112.989998,102.610001,102.320000,0.500000
2022-06-08,28192.894531,21.340000,36.244099,33.759998,12.028000,21.400000,27.035000,23.959999,3.029000,1.233000,77.559998,112.339996,105.290001,102.540001,0.500000
2022-06-09,28356.046875,21.200001,35.716400,33.694000,11.558000,21.165001,26.850000,26.090000,3.044000,1.238000,76.940002,111.599998,105.290001,103.220001,0.500000
2022-06-10,27648.169922,20.940001,35.059502,34.515999,11.046000,20.184999,25.610001,27.750000,3.156000,1.288000,75.629997,110.519997,114.230003,104.150002,0.500000
2022-06-11,26958.935547,20.940001,35.059502,34.515999,11.046000,20.184999,25.610001,27.750000,3.156000,1.288000,75.629997,110.519997,114.230003,104.150002,0.500000
2022-06-12,25513.984375,20.940001,35.059502,34.515999,11.046000,20.184999,25.610001,27.750000,3.156000,1.288000,75.629997,110.519997,114.230003,104.150002,0.500000
2022-06-13,21592.951172,20.525000,34.127701,34.133999,10.590000,19.424000,24.875000,34.020000,3.366000,1.498000,73.099998,107.970001,139.210007,105.080002,0.500000
2022-06-14,21274.751953,20.639999,33.915600,33.922001,10.268000,19.426001,24.745001,32.689999,3.483000,1.743000,73.580002,107.410004,144.089996,105.519997,0.500000
2022-06-15,21586.835938,20.680000,34.330002,34.144001,10.118000,19.686001,25.120001,29.620001,3.395000,1.695000,75.010002,109.089996,135.929993,105.160004,0.500000
2022-06-16,19324.800781,20.025000,33.172600,34.245998,9.853000,18.580000,24.170000,32.950001,3.307000,1.483000,73.820000,109.209999,138.100006,103.629997,0.500000
2022-06-17,19498.513672,20.075001,33.230301,34.327999,9.732000,18.548000,24.434999,31.129999,3.239000,1.510000,74.050003,109.430000,133.750000,104.699997,0.500000
2022-06-18,18118.945313,20.075001,33.230301,34.327999,9.732000,18.548000,24.434999,31.129999,3.239000,1.510000,74.050003,109.430000,133.750000,104.699997,0.500000
2022-06-19,19593.433594,20.075001,33.230301,34.327999,9.732000,18.548000,24.434999,31.129999,3.239000,1.510000,74.050003,109.430000,133.750000,104.699997,0.500000
2022-06-20,19581.447266,19.914000,33.104000,34.034000,9.626000,18.726000,24.565001,31.129999,3.239000,1.510000,74.050003,109.430000,133.750000,104.699997,0.500000
2022-06-21,19665.748047,20.165001,33.658401,33.966000,9.947000,19.142000,25.030001,30.190001,3.307000,1.488000,74.000000,108.330002,138.910004,104.440002,0.500000
2022-06-22,18918.742188,19.740000,33.476398,33.868000,9.476000,18.886000,25.105000,28.950001,3.156000,1.545000,73.980003,109.120003,129.940002,104.199997,0.500000
2022-06-23,20044.783203,19.702000,33.850498,33.990002,9.359000,18.708000,25.180000,29.049999,3.068000,1.560000,74.510002,109.959999,125.980003,104.430000,0.500000
2022-06-24,20113.363281,19.948000,34.733398,33.810001,9.693000,19.270000,25.809999,27.230000,3.125000,1.598000,75.040001,110.089996,127.000000,104.190002,0.500000
2022-06-25,20369.789063,19.948000,34.733398,33.810001,9.693000,19.270000,25.809999,27.230000,3.125000,1.598000,75.040001,110.089996,127.000000,104.190002,0.500000
2022-06-26,19901.283203,19.948000,34.733398,33.810001,9.693000,19.270000,25.809999,27.230000,3.125000,1.598000,75.040001,110.089996,127.000000,104.190002,0.500000
2022-06-27,19598.343750,19.992001,34.608700,33.473999,10.102000,19.462000,25.930000,26.950001,3.194000,1.633000,74.580002,109.080002,133.220001,103.940002,0.500000
2022-06-28,19272.830078,19.920000,34.363499,33.688000,10.066000,19.172001,25.584999,28.360001,3.206000,1.738000,73.760002,109.050003,135.220001,104.510002,0.500000
2022-06-29,19245.863281,19.988001,34.357201,33.816002,9.808000,18.724001,25.375000,28.160000,3.093000,1.705000,73.650002,109.699997,130.429993,105.110001,0.500000
2022-06-30,18881.335938,19.733999,34.061501,33.708000,9.420000,18.591999,25.055000,28.709999,2.972000,1.600000,73.610001,110.029999,135.500000,104.690002,0.500000
2022-07-01,18476.548828,19.632000,34.451900,33.827999,9.672000,17.878000,25.125000,26.700001,2.889000,1.603000,73.980003,111.120003,144.169998,105.139999,0.500000
2022-07-02,18450.552734,19.632000,34.451900,33.827999,9.672000,17.878000,25.125000,26.700001,2.889000,1.603000,73.980003,111.120003,144.169998,105.139999,0.500000
2022-07-03,18496.458984,19.632000,34.451900,33.827999,9.672000,17.878000,25.125000,26.700001,2.889000,1.603000,73.980003,111.120003,144.169998,105.139999,0.500000
2022-07-04,19391.966797,19.563999,34.452301,33.785999,9.751000,17.733999,25.184999,26.700001,2.889000,1.603000,73.980003,111.120003,144.169998,105.139999,0.500000
2022-07-05,19685.341797,19.511999,34.877899,33.596001,9.580000,17.775999,25.504999,27.540001,2.809000,1.630000,73.910004,111.089996,156.160004,106.500000,0.500000
2022-07-06,20175.707031,19.738001,35.140499,33.321999,9.483000,18.322001,26.299999,26.730000,2.913000,1.840000,73.629997,110.540001,151.139999,107.099998,0.500000
2022-07-07,21278.945313,20.355000,35.790298,33.405998,10.070000,19.160000,26.920000,26.080000,3.008000,1.853000,74.830002,110.529999,149.710007,107.129997,0.500000
2022-07-08,21332.742188,20.379999,35.801300,33.388000,10.302000,19.462000,27.215000,24.639999,3.101000,1.843000,74.889999,110.349998,145.250000,107.010002,0.500000
2022-07-09,21196.376953,20.379999,35.801300,33.388000,10.302000,19.462000,27.215000,24.639999,3.101000,1.843000,74.889999,110.349998,145.250000,107.010002,0.500000
2022-07-10,20517.044922,20.379999,35.801300,33.388000,10.302000,19.462000,27.215000,24.639999,3.101000,1.843000,74.889999,110.349998,145.250000,107.010002,0.500000
2022-07-11,19879.431641,20.200001,35.686600,33.602001,9.938000,19.166000,26.875000,26.170000,2.991000,1.953000,74.470001,110.660004,147.720001,108.019997,0.500000
2022-07-12,19265.537109,20.205000,35.572899,33.557999,9.862000,19.299999,26.879999,27.290001,2.958000,2.113000,74.769997,110.820000,148.110001,108.070000,0.500000
2022-07-13,20142.341797,20.090000,35.209400,33.602001,9.838000,19.176001,26.445000,26.820000,2.904000,2.323000,74.690002,111.650002,136.100006,107.959999,0.500000
2022-07-14,20515.224609,19.972000,35.280602,33.217999,9.657000,19.230000,26.385000,26.400000,2.960000,2.273000,74.550003,110.940002,137.759995,108.540001,0.500000
2022-07-15,20669.638672,20.209999,35.652401,32.930000,10.062000,19.986000,26.969999,24.230000,2.930000,2.240000,75.500000,111.830002,129.850006,108.059998,0.500000
2022-07-16,21020.792969,20.209999,35.652401,32.930000,10.062000,19.986000,26.969999,24.230000,2.930000,2.240000,75.500000,111.830002,129.850006,108.059998,0.500000
2022-07-17,20577.681641,20.209999,35.652401,32.930000,10.062000,19.986000,26.969999,24.230000,2.930000,2.240000,75.500000,111.830002,129.850006,108.059998,0.500000
2022-07-18,22160.568359,20.309999,35.251598,32.804001,10.290000,20.295000,27.155001,25.299999,2.960000,2.260000,74.769997,111.050003,127.690002,107.370003,0.500000
2022-07-19,22862.421875,20.355000,35.885399,32.633999,10.424000,20.480000,27.045000,24.500000,3.019000,2.450000,75.760002,111.360001,124.699997,106.680000,0.500000
2022-07-20,22818.695313,20.415001,36.220501,32.622002,10.706000,21.105000,27.799999,23.879999,3.036000,2.378000,76.089996,111.239998,122.900002,107.080002,0.500000
2022-07-21,22665.824219,20.580000,36.583401,32.730000,10.566000,21.340000,27.940001,23.110001,2.910000,2.360000,76.989998,112.760002,121.150002,106.910004,0.772791
2022-07-22,22243.416016,20.610001,36.252899,33.012001,10.360000,21.115000,27.684999,23.030001,2.783000,2.355000,76.889999,113.629997,123.699997,106.730003,0.773261
2022-07-23,21996.937500,20.610001,36.252899,33.012001,10.360000,21.115000,27.684999,23.030001,2.783000,2.355000,76.889999,113.629997,123.699997,106.730003,0.773319
2022-07-24,22166.929688,20.610001,36.252899,33.012001,10.360000,21.115000,27.684999,23.030001,2.783000,2.355000,76.889999,113.629997,123.699997,106.730003,0.769655
2022-07-25,20894.072266,20.650000,36.303600,32.756001,10.438000,20.850000,27.510000,23.360001,2.820000,2.393000,76.870003,112.669998,128.270004,106.480003,0.771282
2022-07-26,20970.222656,20.674999,36.253700,33.070000,10.566000,20.809999,27.260000,24.690001,2.787000,2.475000,76.330002,112.650002,128.550003,107.190002,0.766466
2022-07-27,22469.162109,20.945000,36.981899,33.090000,11.026000,21.295000,27.900000,23.240000,2.734000,2.383000,77.169998,113.400002,117.279999,106.449997,0.779859
2022-07-28,23394.453125,21.125000,37.335400,33.653999,11.258000,21.629999,28.290001,22.330000,2.681000,2.308000,77.959999,114.339996,119.930000,106.349998,0.783275
2022-07-29,23277.884766,21.155001,37.710098,33.709999,11.386000,21.575001,28.565001,21.330000,2.642000,2.298000,78.190002,114.610001,116.360001,105.900002,0.782371
2022-07-30,23132.742188,21.155001,37.710098,33.709999,11.386000,21.575001,28.565001,21.330000,2.642000,2.298000,78.190002,114.610001,116.360001,105.900002,0.780662
2022-07-31,22855.736328,21.155001,37.710098,33.709999,11.386000,21.575001,28.565001,21.330000,2.642000,2.298000,78.190002,114.610001,116.360001,105.900002,0.780569
2022-08-01,22720.060547,21.120001,37.450001,33.556000,11.316000,21.889999,28.860001,22.840000,2.606000,2.265000,77.910004,114.559998,120.500000,105.449997,0.779834
2022-08-02,22626.390625,21.150000,37.432400,34.021999,11.214000,21.910000,28.865000,23.930000,2.741000,2.463000,77.550003,113.160004,129.229996,106.239998,0.774107
2022-08-03,22494.580078,21.264999,38.055500,33.790001,11.354000,22.270000,29.565001,21.950001,2.748000,2.428000,78.230003,114.389999,122.040001,106.510002,0.761371
2022-08-04,22084.509766,21.184999,37.850101,34.085999,11.270000,22.430000,29.405001,21.440001,2.676000,2.378000,78.440002,114.570000,120.570000,105.690002,0.761559
2022-08-05,22861.046875,21.370001,37.887100,34.080002,11.334000,22.365000,29.355000,21.150000,2.840000,2.410000,78.040001,113.019997,122.580002,106.620003,0.765376
2022-08-06,22539.021484,21.370001,37.887100,34.080002,11.334000,22.365000,29.355000,21.150000,2.840000,2.410000,78.040001,113.019997,122.580002,106.620003,0.762204
2022-08-07,22783.662109,21.370001,37.887100,34.080002,11.334000,22.365000,29.355000,21.150000,2.840000,2.410000,78.040001,113.019997,122.580002,106.620003,0.725184
2022-08-08,23347.226563,21.490000,37.790298,34.139999,11.682000,21.985001,29.584999,21.290001,2.765000,2.460000,78.110001,113.470001,124.120003,106.440002,0.724786
2022-08-09,22691.765625,21.450001,37.564301,34.192001,11.320000,21.195000,29.004999,21.770000,2.797000,2.570000,77.529999,112.959999,125.120003,106.370003,0.714455
2022-08-10,23252.611328,21.530001,37.891300,33.880001,11.340000,21.575001,29.360001,19.740000,2.786000,2.535000,78.690002,114.029999,115.260002,105.199997,0.715467
2022-08-11,23212.164063,21.650000,37.924599,33.754002,11.490000,21.995001,29.559999,20.200001,2.888000,2.490000,78.239998,112.930000,111.110001,105.089996,0.715328
2022-08-12,23778.521484,21.879999,38.744499,34.138000,11.506000,22.309999,29.905001,19.530001,2.849000,2.500000,78.940002,114.239998,106.279999,105.629997,0.714775
2022-08-13,23799.226563,21.879999,38.744499,34.138000,11.506000,22.309999,29.905001,19.530001,2.849000,2.500000,78.940002,114.239998,106.279999,105.629997,0.709503
2022-08-14,23717.820313,21.879999,38.744499,34.138000,11.506000,22.309999,29.905001,19.530001,2.849000,2.500000,78.940002,114.239998,106.279999,105.629997,0.702608
2022-08-15,23753.242188,22.059999,39.045399,34.062000,11.248000,22.565001,30.379999,19.950001,2.791000,2.513000,78.800003,114.160004,113.820000,106.550003,0.702334
2022-08-16,23484.271484,22.125000,39.127701,34.007999,11.240000,22.530001,30.495001,19.690001,2.824000,2.598000,78.430000,113.720001,116.830002,106.500000,0.695684
2022-08-17,22928.550781,22.045000,38.905701,33.807999,11.076000,21.825001,30.084999,19.900000,2.893000,2.568000,77.620003,112.650002,117.699997,106.570000,0.690840
2022-08-18,23007.748047,22.075001,39.089100,33.897999,10.986000,22.540001,30.459999,19.559999,2.880000,2.565000,77.739998,112.940002,120.260002,107.480003,0.687531
2022-08-19,20802.666016,21.920000,38.892399,33.952000,10.802000,22.049999,30.035000,20.600000,2.989000,2.580000,76.949997,111.599998,123.809998,108.169998,0.715345
2022-08-20,21088.042969,21.920000,38.892399,33.952000,10.802000,22.049999,30.035000,20.600000,2.989000,2.580000,76.949997,111.599998,123.809998,108.169998,0.713073
2022-08-21,21450.439453,21.920000,38.892399,33.952000,10.802000,22.049999,30.035000,20.600000,2.989000,2.580000,76.949997,111.599998,123.809998,108.169998,0.707311
2022-08-22,21531.794922,21.830000,38.461300,34.049999,10.690000,21.615000,29.690001,23.799999,3.037000,2.648000,76.080002,110.849998,135.889999,109.050003,0.706589
2022-08-23,21600.099609,21.895000,38.304401,34.172001,10.980000,21.580000,29.459999,24.110001,3.054000,2.703000,76.269997,110.970001,133.850006,108.620003,0.706646
2022-08-24,21463.269531,22.035000,38.363098,34.259998,12.022000,21.495001,29.605000,22.820000,3.106000,2.713000,76.360001,110.639999,133.130005,108.680000,0.706293
2022-08-25,21664.152344,22.110001,38.860600,34.324001,12.392000,21.975000,29.750000,21.780001,3.026000,2.730000,77.080002,111.779999,126.330002,108.470001,0.705589
2022-08-26,20333.218750,21.889999,37.691898,33.875999,11.848000,21.415001,29.219999,25.559999,3.035000,2.755000,75.809998,111.110001,122.949997,108.800003,0.715974
2022-08-27,20112.125000,21.889999,37.691898,33.875999,11.848000,21.415001,29.219999,25.559999,3.035000,2.755000,75.809998,111.110001,122.949997,108.800003,0.714327
2022-08-28,19742.873047,21.889999,37.691898,33.875999,11.848000,21.415001,29.219999,25.559999,3.035000,2.755000,75.809998,111.110001,122.949997,108.800003,0.698850
2022-08-29,20276.195313,21.650000,37.454498,33.948002,12.584000,20.625000,28.504999,26.209999,3.110000,2.798000,75.519997,110.290001,130.139999,108.839996,0.701367
2022-08-30,19750.187500,21.469999,37.109798,33.554001,12.370000,20.184999,28.065001,26.209999,3.110000,2.873000,74.940002,110.430000,127.690002,108.769997,0.694626
2022-08-31,19973.794922,21.430000,36.612801,33.293999,12.610000,19.944000,27.965000,25.870001,3.133000,2.860000,74.529999,109.269997,124.839996,108.699997,0.694489
2022-09-01,20224.716797,21.375000,36.827999,33.203999,12.320000,19.351999,27.715000,25.559999,3.265000,2.863000,74.360001,108.309998,126.580002,109.690002,0.694224
2022-09-02,20064.068359,21.365000,36.423500,33.312000,12.212000,19.903999,28.205000,25.469999,3.193000,2.820000,74.309998,108.389999,120.720001,109.529999,0.694092
2022-09-03,19925.734375,21.365000,36.423500,33.312000,12.212000,19.903999,28.205000,25.469999,3.193000,2.820000,74.309998,108.389999,120.720001,109.529999,0.694035
2022-09-04,20172.349609,21.365000,36.423500,33.312000,12.212000,19.903999,28.205000,25.469999,3.193000,2.820000,74.309998,108.389999,120.720001,109.529999,0.685781
2022-09-05,19910.027344,21.455000,36.697102,33.605999,12.432000,19.695999,27.865000,25.469999,3.193000,2.820000,74.309998,108.389999,120.720001,109.529999,0.685982
2022-09-06,19033.146484,21.285000,36.591702,33.484001,12.600000,19.600000,27.809999,26.910000,3.340000,2.845000,74.110001,106.919998,133.539993,110.209999,0.688565
2022-09-07,19297.730469,21.150000,36.841099,33.535999,12.400000,19.472000,27.775000,24.639999,3.265000,2.933000,75.180000,108.379997,133.119995,109.839996,0.689239
2022-09-08,19310.755859,21.190001,37.126701,33.445999,12.902000,19.874001,28.299999,23.610001,3.292000,2.950000,75.510002,108.129997,124.139999,109.709999,0.687976
2022-09-09,21065.994141,21.299999,37.463001,33.346001,12.736000,20.209999,28.514999,22.790001,3.321000,2.968000,75.809998,108.379997,121.540001,109.000000,0.710517
2022-09-10,21356.978516,21.299999,37.463001,33.346001,12.736000,20.209999,28.514999,22.790001,3.321000,2.968000,75.809998,108.379997,121.540001,109.000000,0.703201
2022-09-11,21616.785156,21.299999,37.463001,33.346001,12.736000,20.209999,28.514999,22.790001,3.321000,2.968000,75.809998,108.379997,121.540001,109.000000,0.618343
2022-09-12,22084.777344,21.459999,37.634998,33.327999,12.830000,20.065001,28.629999,23.870001,3.362000,2.995000,76.040001,108.139999,123.070000,108.330002,0.619082
2022-09-13,20340.894531,21.254999,36.676300,33.222000,12.676000,19.410000,27.799999,27.270000,3.422000,3.153000,74.309998,107.360001,128.869995,109.820000,0.640346
2022-09-14,20277.402344,21.315001,36.723701,33.194000,12.708000,19.284000,27.629999,26.160000,3.412000,3.128000,74.419998,107.870003,125.349998,109.660004,0.599906
2022-09-15,19725.560547,21.065001,36.367699,32.523998,12.436000,18.993999,27.305000,26.270000,3.459000,3.095000,73.949997,107.349998,124.070000,109.739998,0.602312
2022-09-16,19740.730469,20.799999,35.926899,32.598000,11.804000,18.728001,26.735001,26.299999,3.448000,3.070000,74.199997,107.099998,124.949997,109.760002,0.583413
2022-09-17,20095.130859,20.799999,35.926899,32.598000,11.804000,18.728001,26.735001,26.299999,3.448000,3.070000,74.199997,107.099998,124.949997,109.760002,0.562914
2022-09-18,19376.414063,20.799999,35.926899,32.598000,11.804000,18.728001,26.735001,26.299999,3.448000,3.070000,74.199997,107.099998,124.949997,109.760002,0.567745
2022-09-19,19485.476563,20.799999,35.926899,32.585999,11.780000,18.974001,26.915001,25.760000,3.490000,3.035000,74.480003,107.279999,133.789993,109.739998,0.567793
2022-09-20,18945.289063,20.900000,35.843601,32.484001,11.626000,18.997999,27.145000,27.160000,3.571000,3.243000,73.720001,106.209999,134.660004,110.220001,0.565230
2022-09-21,18865.097656,21.035000,35.732700,32.882000,11.626000,19.408001,27.450001,27.990000,3.510000,3.190000,73.500000,106.610001,130.539993,110.639999,0.552885
2022-09-22,19731.429688,20.820000,35.577499,33.144001,11.416000,18.582001,26.645000,27.350000,3.708000,3.130000,73.059998,105.110001,131.929993,111.349998,0.560404
2022-09-23,19910.898438,20.570000,35.245899,33.037998,10.726000,18.384001,26.559999,29.920000,3.697000,3.108000,72.129997,104.809998,137.279999,113.190002,0.560110
2022-09-24,19542.843750,20.570000,35.245899,33.037998,10.726000,18.384001,26.559999,29.920000,3.697000,3.108000,72.129997,104.809998,137.279999,113.190002,0.559410
2022-09-25,19412.433594,20.570000,35.245899,33.037998,10.726000,18.384001,26.559999,29.920000,3.697000,3.108000,72.129997,104.809998,137.279999,113.190002,0.558721
2022-09-26,19982.449219,20.385000,35.016602,33.188000,10.820000,18.562000,26.850000,32.259998,3.878000,3.165000,71.279999,102.989998,153.610001,114.099998,0.560712
2022-09-27,19915.501953,20.385000,35.047901,33.099998,11.032000,18.584000,26.850000,32.599998,3.964000,3.250000,71.129997,101.440002,158.119995,114.110001,0.560752
2022-09-28,20014.087891,20.285000,35.526299,33.397999,11.022000,18.552000,26.875000,30.180000,3.705000,3.230000,72.400002,103.480003,158.990005,112.599998,0.559412
2022-09-29,19912.349609,19.726000,34.516998,33.048000,11.026000,17.818001,26.030001,31.840000,3.747000,3.218000,71.720001,102.709999,148.139999,112.250000,0.557693
2022-09-30,19824.312500,19.794001,34.086399,33.271999,11.080000,17.968000,26.190001,31.620001,3.804000,3.180000,71.389999,102.449997,141.889999,112.120003,0.557776
2022-10-01,19699.398438,19.794001,34.086399,33.271999,11.080000,17.968000,26.190001,31.620001,3.804000,3.180000,71.389999,102.449997,141.889999,112.120003,0.557949
2022-10-02,19441.177734,19.794001,34.086399,33.271999,11.080000,17.968000,26.190001,31.620001,3.804000,3.180000,71.389999,102.449997,141.889999,112.120003,0.550485
2022-10-03,19955.748047,19.990000,34.746399,33.472000,11.076000,18.054001,25.875000,30.100000,3.651000,3.150000,71.970001,104.000000,152.940002,111.750000,0.552178
2022-10-04,20369.748047,20.315001,35.416199,33.771999,11.372000,18.667999,26.485001,29.070000,3.617000,3.315000,73.519997,104.480003,151.210007,110.070000,0.551499
