date,portfolioValue,drawdown,regime,allocations,rebalanceDay
2026-02-05,59097.22,-11.09%,EXPANSION,BTC-EUR:7.7%|EMXC.DE:18.1%|PPFB.DE:14.2%|URNU.DE:12.1%|VVSM.DE:10.2%|0P00000WLG.F:30.0%,Y
2026-02-06,61935.62,-6.82%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-07,61761.02,-7.08%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-08,61897.86,-6.87%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-09,62786.58,-5.54%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-10,62293.15,-6.28%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-11,62529.77,-5.92%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-12,61326.92,-7.73%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-13,62017.00,-6.70%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-14,62144.99,-6.50%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-15,62008.72,-6.71%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-16,62016.46,-6.70%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-17,61480.31,-7.50%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-18,61972.02,-6.76%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-19,62079.98,-6.60%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-20,62886.62,-5.39%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-21,62886.38,-5.39%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-22,62836.64,-5.46%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-23,62120.16,-6.54%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-24,62573.56,-5.86%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-25,63591.92,-4.33%,EXPANSION,BTC-EUR:15.6%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,N
2026-02-26,63094.98,-5.07%,EXPANSION,BTC-EUR:7.8%|EMXC.DE:17.9%|PPFB.DE:11.2%|URNU.DE:12.2%|VVSM.DE:11.9%|0P00000WLG.F:31.2%,Y
2026-02-27,62671.30,-5.71%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-02-28,62846.70,-5.45%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-01,62651.42,-5.74%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-02,63286.04,-4.79%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-03,61140.09,-8.01%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-04,62376.79,-6.15%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-05,61117.95,-8.05%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-06,60132.10,-9.53%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-07,60005.91,-9.72%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-08,59813.57,-10.01%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-09,61102.55,-8.07%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-10,61679.51,-7.20%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-11,61605.23,-7.31%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-12,60571.23,-8.87%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-13,60135.71,-9.53%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-14,60170.26,-9.47%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-15,60390.56,-9.14%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-16,61404.21,-7.62%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-17,61510.10,-7.46%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:12.8%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-18,60138.08,-9.52%,EXPANSION,BTC-EUR:16.6%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:6.4%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,N
2026-03-19,59566.14,-10.38%,EXPANSION,BTC-EUR:8.3%|EMXC.DE:17.0%|PPFB.DE:11.8%|URNU.DE:3.2%|VVSM.DE:10.7%|0P00000WLG.F:31.2%,Y
2026-03-20,58380.69,-12.17%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-21,58140.86,-12.53%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-22,58023.60,-12.70%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-23,59226.55,-10.89%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-24,59057.95,-11.15%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-25,59715.48,-10.16%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-26,58014.07,-12.72%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-27,57381.99,-13.67%,CONTRACTION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-28,57379.40,-13.67%,CONTRACTION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-29,57328.92,-13.75%,CONTRACTION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-30,56910.90,-14.38%,CONTRACTION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-03-31,58883.17,-11.41%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-01,59431.96,-10.58%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-02,59053.48,-11.15%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-03,59059.49,-11.14%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-04,59110.22,-11.07%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-05,59347.89,-10.71%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-06,59492.10,-10.49%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-07,59947.30,-9.81%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
2026-04-08,61737.74,-7.12%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:13.9%|PPFB.DE:5.7%|URNU.DE:12.0%|VVSM.DE:11.7%|0P00000WLG.F:29.4%,N
