date,portfolioValue,drawdown,regime,allocations,rebalanceDay
2025-01-01,47498.76,-4.62%,EXPANSION,BTC-EUR:15.4%|EMXC.DE:16.3%|PPFB.DE:13.3%|URNU.DE:7.3%|VVSM.DE:14.0%|0P00000WLG.F:29.9%,N
2025-01-02,47964.91,-3.68%,EXPANSION,BTC-EUR:15.4%|EMXC.DE:16.3%|PPFB.DE:13.3%|URNU.DE:7.3%|VVSM.DE:14.0%|0P00000WLG.F:29.9%,Y
2025-01-03,48580.77,-2.44%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-04,48590.96,-2.42%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-05,48597.17,-2.41%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-06,49303.05,-0.99%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-07,48390.19,-2.83%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-08,48111.53,-3.39%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-09,47904.67,-3.80%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:11.6%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-10,47558.04,-4.50%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-11,47547.23,-4.52%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-12,47540.95,-4.53%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-13,47337.98,-4.94%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-14,47679.01,-4.25%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-15,48578.12,-2.45%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-16,48560.32,-2.48%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-17,49297.76,-1.00%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-18,49293.70,-1.01%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-19,49043.55,-1.51%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-20,49115.36,-1.37%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-21,50015.73,0.00%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-22,50171.08,0.00%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,N
2025-01-23,50320.55,0.00%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.1%|PPFB.DE:13.9%|URNU.DE:5.8%|VVSM.DE:14.8%|0P00000WLG.F:25.7%,Y
2025-01-24,50264.06,-0.11%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:11.3%|VVSM.DE:14.5%|0P00000WLG.F:22.6%,N
2025-01-25,50255.92,-0.13%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:11.3%|VVSM.DE:14.5%|0P00000WLG.F:22.6%,N
2025-01-26,50098.08,-0.44%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:11.3%|VVSM.DE:14.5%|0P00000WLG.F:22.6%,N
2025-01-27,48310.33,-3.99%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-01-28,48605.12,-3.41%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-01-29,48811.71,-3.00%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-01-30,49427.43,-1.77%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-01-31,48981.92,-2.66%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-01,48846.52,-2.93%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-02,48613.50,-3.39%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-03,48659.63,-3.30%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-04,48891.81,-2.84%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-05,48990.13,-2.64%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-06,48991.11,-2.64%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-07,48921.48,-2.78%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-08,48917.65,-2.79%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-09,48919.10,-2.79%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-10,49401.43,-1.83%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-11,49158.87,-2.31%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-12,49407.58,-1.81%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,N
2025-02-13,49611.98,-1.41%,EXPANSION,BTC-EUR:16.2%|EMXC.DE:20.4%|PPFB.DE:14.9%|URNU.DE:7.4%|VVSM.DE:9.5%|0P00000WLG.F:22.6%,Y
2025-02-14,49458.52,-1.71%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-15,49464.32,-1.70%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-16,49350.27,-1.93%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-17,49317.28,-1.99%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-18,49670.85,-1.29%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-19,49612.12,-1.41%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-20,49805.21,-1.02%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-21,48969.07,-2.69%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-22,49005.95,-2.61%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-23,48981.27,-2.66%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-24,48184.97,-4.24%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-25,47590.47,-5.43%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-26,47590.91,-5.42%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-27,46542.98,-7.51%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-02-28,46597.48,-7.40%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-01,46744.15,-7.11%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-02,47458.86,-5.69%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-03,46158.04,-8.27%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-04,46507.04,-7.58%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-05,47479.82,-5.65%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:13.8%|0P00000WLG.F:22.0%,N
2025-03-06,46761.07,-7.07%,EXPANSION,BTC-EUR:16.0%|EMXC.DE:18.7%|PPFB.DE:18.0%|URNU.DE:11.5%|VVSM.DE:9.0%|0P00000WLG.F:22.0%,Y
2025-03-07,46715.93,-7.16%,EXPANSION,BTC-EUR:15.8%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:11.7%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-08,46666.02,-7.26%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:11.7%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-09,46429.01,-7.73%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:11.7%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-10,45283.39,-10.01%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-11,45626.34,-9.33%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-12,46001.97,-8.58%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-13,45795.42,-8.99%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-14,46548.34,-7.50%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-15,46564.68,-7.46%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-16,46487.97,-7.62%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-17,46984.56,-6.63%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-18,46765.22,-7.07%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-19,47245.69,-6.11%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-20,47014.22,-6.57%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-21,46788.89,-7.02%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-22,46779.65,-7.04%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-23,46877.34,-6.84%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-24,47308.29,-5.99%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-25,47264.03,-6.07%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-26,46773.30,-7.05%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:5.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,N
2025-03-27,46683.76,-7.23%,EXPANSION,BTC-EUR:7.9%|EMXC.DE:16.4%|PPFB.DE:18.1%|URNU.DE:2.9%|VVSM.DE:13.8%|0P00000WLG.F:24.3%,Y
2025-03-28,45892.35,-8.80%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-03-29,45738.55,-9.11%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-03-30,45715.09,-9.15%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-03-31,45805.96,-8.97%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-04-01,46143.25,-8.30%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-04-02,46074.67,-8.44%,EXPANSION,BTC-EUR:16.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:14.1%|0P00000WLG.F:21.3%,N
2025-04-03,44777.56,-11.02%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:21.3%,N
2025-04-04,42972.43,-14.60%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:21.3%,N
2025-04-05,42958.44,-14.63%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:21.3%,N
2025-04-06,42739.31,-15.07%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:21.3%,N
2025-04-07,42245.12,-16.05%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:17.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-08,41865.20,-16.80%,CRISIS,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-09,44130.13,-12.30%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-10,43650.53,-13.26%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-11,44558.32,-11.45%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-12,44639.29,-11.29%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-13,44571.77,-11.42%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-14,44696.38,-11.18%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-15,44700.90,-11.17%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-16,44729.49,-11.11%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:11.9%|VVSM.DE:7.0%|0P00000WLG.F:10.6%,N
2025-04-17,44782.05,-11.01%,CONTRACTION,BTC-EUR:8.1%|EMXC.DE:11.0%|PPFB.DE:19.6%|URNU.DE:7.8%|VVSM.DE:3.5%|0P00000WLG.F:10.6%,Y
2025-04-18,44762.22,-11.05%,CONTRACTION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-19,44789.65,-10.99%,CONTRACTION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-20,44794.58,-10.98%,CONTRACTION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-21,44925.56,-10.72%,CONTRACTION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-22,45411.08,-9.76%,CONTRACTION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-23,45653.25,-9.28%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-24,46409.13,-7.77%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-25,46383.97,-7.82%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-26,46380.93,-7.83%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-27,46343.99,-7.90%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-28,46679.68,-7.24%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-29,46601.94,-7.39%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-04-30,46526.36,-7.54%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-01,46486.18,-7.62%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-02,47028.99,-6.54%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-03,46987.24,-6.62%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-04,46922.00,-6.75%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-05,47238.04,-6.13%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-06,47680.91,-5.25%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-07,47612.79,-5.38%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:10.1%|VVSM.DE:8.1%|0P00000WLG.F:16.9%,N
2025-05-08,47666.43,-5.27%,EXPANSION,BTC-EUR:8.4%|EMXC.DE:12.4%|PPFB.DE:24.5%|URNU.DE:6.6%|VVSM.DE:5.2%|0P00000WLG.F:16.9%,Y
2025-05-09,47880.47,-4.85%,EXPANSION,BTC-EUR:12.6%|EMXC.DE:11.8%|PPFB.DE:15.9%|URNU.DE:11.1%|VVSM.DE:11.5%|0P00000WLG.F:12.7%,N
2025-05-10,47981.86,-4.65%,EXPANSION,BTC-EUR:12.6%|EMXC.DE:11.8%|PPFB.DE:15.9%|URNU.DE:11.1%|VVSM.DE:11.5%|0P00000WLG.F:12.7%,N
2025-05-11,47947.70,-4.72%,EXPANSION,BTC-EUR:12.6%|EMXC.DE:11.8%|PPFB.DE:15.9%|URNU.DE:11.1%|VVSM.DE:11.5%|0P00000WLG.F:12.7%,N
