ticker,entry_date,exit_date,entry_price,exit_price,return_pct,pnl_eur,reason
ADM,2024-08-06,2024-08-13,54.34,53.60,-1.51,-15.14,SL
ADM,2024-08-14,2024-08-23,54.42,55.99,2.74,27.37,TP
ADM,2025-05-19,2025-05-21,48.68,46.83,-3.96,-39.62,OB_Inv
ADM,2025-06-25,2025-06-25,51.04,51.03,-0.17,-1.71,SL
ADM,2025-07-18,2025-08-05,51.99,55.56,6.71,67.14,TP
ADM,2025-08-06,2025-09-22,56.46,58.08,2.72,27.17,SL
ADM,2025-10-03,2025-10-03,57.60,58.23,0.94,9.41,TP
ADM,2025-10-06,2025-10-14,59.69,57.28,-4.20,-42.01,SL
ADM,2025-10-15,2025-11-04,61.64,57.23,-7.30,-72.95,SL
ADM,2025-11-05,2025-11-05,57.37,57.20,-0.44,-4.41,SL
AKAM,2020-02-14,2020-02-24,99.77,97.11,-2.82,-28.16,OB_Inv
AKAM,2020-04-27,2020-04-27,104.39,101.61,-2.81,-28.13,SL
AKAM,2020-12-02,2020-12-02,103.40,103.13,-0.41,-4.14,SL
AKAM,2020-12-04,2020-12-04,103.33,103.71,0.22,2.19,TP
AKAM,2020-12-07,2020-12-07,103.82,103.14,-0.80,-8.03,SL
AKAM,2021-01-04,2021-01-06,105.17,101.53,-3.61,-36.11,OB_Inv
AKAM,2022-05-03,2022-05-04,112.12,102.77,-8.49,-84.89,OB_Inv
AKAM,2022-12-01,2022-12-06,95.00,89.81,-5.61,-56.13,OB_Inv
AKAM,2023-06-23,2023-06-27,87.78,89.26,1.54,15.41,TP
AKAM,2023-08-04,2023-08-09,93.34,98.36,5.23,52.28,TP
AKAM,2023-09-20,2023-10-06,107.09,104.25,-2.80,-28.00,SL
AKAM,2023-10-09,2023-10-10,105.20,107.10,1.66,16.61,TP
AKAM,2023-10-11,2023-10-20,108.57,104.02,-4.34,-43.41,OB_Inv
AKAM,2023-11-09,2023-11-28,110.50,114.37,3.35,33.50,TP
AKAM,2023-12-14,2024-01-04,117.65,114.63,-2.72,-27.17,OB_Inv
AKAM,2024-01-30,2024-01-31,124.63,123.23,-1.27,-12.73,OB_Inv
AMAT,2020-08-13,2020-08-20,62.99,60.76,-3.70,-37.03,OB_Inv
AMAT,2020-11-12,2020-11-16,67.49,70.95,4.98,49.79,TP
AMAT,2020-11-24,2020-12-14,77.38,86.28,11.35,113.55,TP
AMAT,2021-01-12,2021-01-14,94.12,100.58,6.71,67.10,TP
AMAT,2021-01-20,2021-01-27,105.18,94.17,-10.62,-106.21,OB_Inv
AMAT,2021-02-24,2021-02-24,110.11,111.73,1.32,13.16,TP
AMAT,2021-02-25,2021-02-25,115.97,109.27,-5.93,-59.31,SL
AMAT,2021-03-29,2021-04-01,121.59,134.71,10.65,106.45,TP
AMAT,2021-08-02,2021-08-11,135.22,129.26,-4.56,-45.60,OB_Inv
AMAT,2021-09-15,2021-09-20,134.46,130.18,-3.34,-33.36,OB_Inv
AMAT,2021-11-10,2021-11-10,147.20,146.30,-0.76,-7.61,SL
AMAT,2022-01-18,2022-01-18,159.09,150.19,-5.74,-57.39,SL
AMAT,2022-08-11,2022-08-26,102.21,95.70,-6.52,-65.19,OB_Inv
AMAT,2022-11-18,2022-11-21,106.54,100.25,-6.05,-60.48,SL
AMAT,2022-11-22,2022-11-22,102.60,100.74,-1.96,-19.59,SL
AMAT,2022-11-23,2022-11-28,103.23,100.47,-2.83,-28.31,OB_Inv
AMAT,2023-02-24,2023-03-01,108.04,115.15,6.43,64.35,TP
AMAT,2023-04-18,2023-05-16,109.49,119.47,8.96,89.62,TP
AMAT,2023-08-15,2023-09-15,137.85,137.52,-0.39,-3.85,SL
AMAT,2023-10-13,2023-10-13,143.80,138.45,-3.87,-38.71,SL
AMAT,2023-10-19,2023-10-19,139.68,137.22,-1.91,-19.09,SL
AMAT,2023-11-13,2023-11-17,145.70,140.26,-3.88,-38.83,SL
AMAT,2024-01-09,2024-01-16,146.87,151.13,2.75,27.54,TP
AMAT,2024-01-17,2024-01-19,150.04,160.63,6.91,69.06,TP
AMAT,2024-01-30,2024-01-30,163.98,163.04,-0.72,-7.21,SL
AMAT,2024-05-21,2024-05-31,214.00,207.31,-3.27,-32.74,SL
AMAT,2025-05-20,2025-05-20,163.38,163.02,-0.37,-3.72,SL
AMAT,2025-07-03,2025-07-22,187.97,184.11,-2.20,-22.05,SL
AMAT,2025-10-02,2025-11-14,224.00,214.03,-4.60,-46.01,SL
AMD,2020-02-25,2020-02-27,51.14,44.01,-14.09,-140.92,OB_Inv
AMD,2020-07-23,2020-07-29,61.63,71.64,16.10,160.98,TP
AMD,2020-08-05,2020-08-11,84.96,76.88,-9.66,-96.60,OB_Inv
AMD,2020-08-13,2020-09-04,82.88,81.52,-1.80,-17.96,SL
AMD,2020-09-08,2020-09-08,78.05,81.67,4.49,44.90,TP
AMD,2020-09-09,2020-09-11,81.40,76.34,-6.37,-63.66,OB_Inv
AMD,2020-12-28,2021-01-15,92.93,88.21,-5.23,-52.29,OB_Inv
AMD,2021-07-06,2021-07-07,94.88,90.54,-4.72,-47.24,OB_Inv
AMD,2021-07-29,2021-08-02,96.58,108.76,12.46,124.57,TP
AMD,2021-10-26,2021-11-01,122.99,119.30,-3.15,-31.48,SL
AMD,2021-11-02,2021-11-04,124.98,136.47,9.05,90.45,TP
AMD,2021-11-09,2021-12-03,154.01,140.76,-8.75,-87.51,SL
AMD,2022-12-29,2023-01-06,63.64,61.76,-3.11,-31.10,SL
AMD,2023-01-09,2023-01-23,66.22,75.20,13.41,134.10,TP
AMD,2023-02-08,2023-02-08,85.88,85.54,-0.54,-5.42,SL
AMD,2023-03-23,2023-03-28,100.05,94.56,-5.64,-56.37,OB_Inv
AMD,2023-07-18,2023-07-18,117.55,115.27,-2.09,-20.88,SL
AMD,2023-07-19,2023-07-20,121.30,110.25,-9.26,-92.60,OB_Inv
AMD,2023-11-06,2023-11-22,112.60,123.39,9.43,94.30,TP
AMD,2023-12-08,2024-01-03,129.54,136.17,4.97,49.67,SL
AMD,2024-01-05,2024-01-05,136.78,140.79,2.78,27.82,TP
AMD,2024-01-22,2024-03-01,174.39,199.82,14.43,144.32,TP
AMD,2024-03-26,2024-04-02,179.54,175.16,-2.59,-25.89,SL
AMD,2024-04-04,2024-04-04,182.92,175.18,-4.38,-43.79,SL
AMD,2024-05-28,2024-06-04,169.42,159.99,-5.72,-57.16,OB_Inv
AMD,2024-06-06,2024-06-10,165.46,160.34,-3.24,-32.44,OB_Inv
AMD,2024-10-07,2024-10-15,171.08,156.64,-8.59,-85.90,OB_Inv
AMD,2025-06-17,2025-07-15,127.93,148.21,15.70,157.02,TP
AMD,2025-10-09,2025-11-07,236.30,227.62,-3.82,-38.22,SL
AVB,2020-02-21,2020-02-24,182.02,181.09,-0.66,-6.61,OB_Inv
AVB,2020-06-16,2020-06-19,135.40,125.64,-7.36,-73.60,OB_Inv
AVB,2020-09-02,2020-09-02,129.50,128.94,-0.58,-5.83,SL
AVB,2020-09-03,2020-09-09,133.34,127.99,-4.16,-41.59,OB_Inv
AVB,2021-02-05,2021-03-15,143.95,159.37,10.56,105.57,TP
AVB,2021-05-14,2021-05-25,165.64,172.69,4.11,41.08,TP
AVB,2021-06-01,2021-06-10,174.99,181.75,3.72,37.18,TP
AVB,2021-06-11,2021-09-17,180.79,188.34,4.03,40.27,SL
AVB,2021-11-18,2021-11-23,208.82,203.38,-2.76,-27.58,SL
AVB,2021-11-24,2021-12-01,207.43,196.84,-5.25,-52.52,OB_Inv
AVB,2021-12-16,2021-12-17,213.06,209.19,-1.96,-19.65,OB_Inv
AVB,2022-04-08,2022-04-18,215.69,210.49,-2.56,-25.62,SL
AVB,2022-04-20,2022-04-21,214.57,222.64,3.61,36.11,TP
AVB,2022-07-28,2022-07-29,177.25,187.95,5.89,58.90,TP
AVB,2022-08-05,2022-08-08,177.26,180.15,1.48,14.79,TP
AVB,2022-12-01,2022-12-06,155.44,146.99,-5.58,-55.84,OB_Inv
AVB,2023-02-09,2023-02-09,164.10,159.77,-2.79,-27.89,SL
AVB,2023-02-13,2023-02-13,160.50,161.89,0.72,7.21,TP
AVB,2023-02-14,2023-02-14,161.12,159.80,-0.97,-9.66,SL
AVB,2023-02-17,2023-02-17,160.23,159.81,-0.41,-4.08,SL
AVB,2023-06-22,2023-06-22,170.31,168.08,-1.46,-14.61,SL
AVB,2023-12-04,2023-12-14,161.74,173.42,7.07,70.75,TP
AVB,2024-02-02,2024-02-05,162.55,156.99,-3.57,-35.70,OB_Inv
AVB,2024-06-25,2024-06-25,192.45,189.64,-1.61,-16.10,SL
AVB,2024-06-27,2024-06-28,190.79,193.09,1.05,10.54,TP
AVB,2024-09-11,2024-09-11,213.82,212.38,-0.82,-8.24,SL
AVB,2024-09-12,2024-09-26,216.43,212.38,-2.02,-20.22,SL
AVB,2024-11-11,2024-12-09,221.41,212.84,-4.02,-40.17,SL
AVB,2024-12-10,2024-12-10,215.52,212.52,-1.54,-15.45,SL
AVB,2024-12-12,2024-12-12,214.41,218.20,1.62,16.21,TP
AVB,2024-12-13,2024-12-18,215.82,208.22,-3.67,-36.70,OB_Inv
AVB,2025-03-06,2025-03-06,212.23,207.79,-2.24,-22.40,SL
AVGO,2020-05-28,2020-06-02,24.84,25.61,2.94,29.36,TP
AVGO,2020-08-13,2020-09-01,29.26,30.90,5.45,54.53,TP
AVGO,2020-09-10,2020-09-21,31.89,30.73,-3.78,-37.83,SL
AVGO,2020-09-22,2020-10-09,31.67,33.55,5.77,57.73,TP
AVGO,2020-10-30,2020-10-30,31.05,30.75,-1.12,-11.16,SL
AVGO,2020-11-02,2020-11-05,31.55,33.15,4.92,49.22,TP
AVGO,2020-12-07,2020-12-11,37.01,35.41,-4.46,-44.62,SL
AVGO,2020-12-15,2020-12-17,36.91,38.08,3.03,30.33,TP
AVGO,2020-12-21,2021-01-06,38.38,37.74,-1.80,-17.96,SL
AVGO,2021-01-07,2021-01-08,38.73,40.23,3.73,37.32,TP
AVGO,2021-02-09,2021-02-16,42.31,43.82,3.43,34.34,TP
AVGO,2021-02-19,2021-02-23,43.67,41.55,-5.02,-50.20,SL
AVGO,2021-02-24,2021-02-24,41.92,41.53,-1.08,-10.83,SL
AVGO,2021-02-25,2021-02-25,42.55,41.51,-2.59,-25.88,SL
AVGO,2021-07-13,2021-07-16,44.18,42.61,-3.71,-37.06,OB_Inv
AVGO,2021-09-16,2021-09-16,45.99,45.57,-1.07,-10.73,SL
AVGO,2021-09-17,2021-09-20,45.88,45.05,-1.97,-19.66,OB_Inv
AVGO,2021-10-20,2021-10-26,46.86,48.54,3.43,34.26,TP
AVGO,2021-11-03,2021-11-12,49.43,51.72,4.47,44.68,TP
AVGO,2021-12-16,2021-12-16,58.45,56.15,-4.09,-40.91,SL
AVGO,2021-12-20,2021-12-20,57.44,58.97,2.53,25.31,TP
AVGO,2021-12-21,2022-01-10,59.81,57.03,-4.80,-47.99,SL
AVGO,2022-01-11,2022-01-11,56.81,57.04,0.26,2.58,TP
AVGO,2022-01-12,2022-01-13,57.91,55.12,-4.98,-49.82,OB_Inv
AVGO,2022-03-25,2022-04-06,58.27,55.60,-4.73,-47.29,SL
AVGO,2022-08-19,2022-08-22,51.61,49.54,-4.16,-41.64,OB_Inv
AVGO,2022-12-01,2022-12-07,52.06,48.98,-6.05,-60.53,OB_Inv
AVGO,2022-12-13,2023-03-06,54.40,60.72,11.47,114.67,TP
AVGO,2023-03-09,2023-03-09,60.02,59.35,-1.27,-12.72,SL
AVGO,2023-06-01,2023-06-01,76.82,76.67,-0.34,-3.39,SL
AVGO,2023-06-05,2023-06-06,77.64,75.39,-3.05,-30.48,SL
AVGO,2023-06-08,2023-06-09,76.27,77.98,2.09,20.93,TP
AVGO,2023-07-18,2023-07-19,87.39,85.59,-2.21,-22.11,SL
AVGO,2023-07-20,2023-07-20,86.09,85.59,-0.74,-7.37,SL
AVGO,2023-07-25,2023-07-27,86.87,85.59,-1.62,-16.24,SL
AVGO,2023-07-31,2023-08-01,86.57,88.51,2.09,20.93,TP
AVGO,2023-08-02,2023-08-03,88.00,85.36,-3.14,-31.45,OB_Inv
AVGO,2023-10-17,2023-10-17,85.84,85.28,-0.81,-8.12,SL
AVGO,2023-10-19,2023-10-19,86.03,85.28,-1.01,-10.13,SL
AVGO,2023-12-04,2023-12-05,89.29,88.06,-1.53,-15.26,SL
AVGO,2023-12-06,2023-12-06,89.26,88.07,-1.49,-14.85,SL
AVGO,2024-03-08,2024-03-08,135.84,130.83,-3.84,-38.40,SL
AVGO,2024-06-17,2024-06-21,176.12,162.29,-8.00,-80.04,OB_Inv
AVGO,2025-06-03,2025-06-25,247.68,266.12,7.30,72.97,TP
AVGO,2025-07-31,2025-07-31,300.60,294.03,-2.34,-23.36,SL
AVGO,2025-08-05,2025-08-05,295.64,290.27,-1.97,-19.69,SL
AVGO,2025-08-07,2025-08-20,303.94,289.05,-5.05,-50.49,OB_Inv
AVGO,2025-09-22,2025-09-24,340.52,332.33,-2.56,-25.56,SL
AVGO,2025-09-26,2025-09-26,335.55,332.48,-1.07,-10.66,SL
AVGO,2025-11-17,2025-11-17,337.93,336.36,-0.61,-6.13,SL
AVGO,2025-11-18,2025-11-18,341.29,336.37,-1.59,-15.90,SL
AVGO,2025-11-20,2025-11-21,363.96,338.30,-7.20,-71.99,OB_Inv
AVGO,2025-12-10,2025-12-10,399.96,406.63,1.52,15.19,TP
AVGO,2025-12-11,2025-12-11,402.57,396.58,-1.64,-16.38,SL
BEN,2020-01-31,2020-02-12,19.09,18.07,-5.50,-54.96,OB_Inv
BEN,2020-06-10,2020-06-10,17.67,16.80,-5.04,-50.40,SL
BEN,2020-10-08,2020-10-27,17.01,15.11,-11.36,-113.56,OB_Inv
BEN,2020-12-04,2020-12-11,17.61,18.77,6.44,64.41,TP
BEN,2021-01-07,2021-02-01,19.98,20.01,0.03,0.33,SL
BEN,2021-03-22,2021-03-23,23.13,22.18,-4.23,-42.34,OB_Inv
BEN,2021-05-05,2021-06-17,25.36,25.84,1.72,17.23,SL
BEN,2021-10-29,2021-11-01,24.85,26.42,6.17,61.66,TP
BEN,2022-01-10,2022-01-19,28.42,27.14,-4.67,-46.67,OB_Inv
BEN,2022-07-28,2022-08-10,21.33,23.38,9.46,94.62,TP
BEN,2022-10-31,2022-11-01,19.53,18.77,-4.02,-40.21,OB_Inv
BEN,2023-01-26,2023-01-30,25.48,26.33,3.20,31.97,TP
BEN,2023-01-31,2023-02-02,26.14,28.34,8.27,82.65,TP
BEN,2023-02-13,2023-02-21,26.01,25.13,-3.54,-35.43,OB_Inv
BEN,2023-07-18,2023-07-27,24.92,24.42,-2.15,-21.51,OB_Inv
BEN,2024-11-06,2024-12-17,19.92,19.54,-2.07,-20.71,SL
BEN,2025-02-03,2025-02-11,20.46,18.64,-9.07,-90.65,SL
BEN,2025-08-05,2025-09-16,24.21,23.19,-4.39,-43.88,SL
BEN,2025-09-23,2025-09-24,23.28,22.61,-3.03,-30.33,OB_Inv
BEN,2025-12-18,2025-12-31,23.59,23.55,-0.32,-3.24,EOD
BNY,2020-11-25,2021-01-06,34.72,37.99,9.25,92.52,TP
BNY,2021-05-20,2021-06-10,44.27,43.42,-2.08,-20.77,OB_Inv
BNY,2021-06-14,2021-06-14,43.66,43.30,-0.97,-9.74,SL
BNY,2021-10-20,2021-11-19,50.54,49.94,-1.32,-13.25,SL
BNY,2022-01-10,2022-01-19,55.66,52.23,-6.31,-63.12,OB_Inv
BNY,2022-01-21,2022-01-21,52.62,52.00,-1.31,-13.12,SL
BNY,2022-08-17,2022-08-17,40.06,40.45,0.81,8.14,TP
BNY,2022-08-18,2022-08-18,40.28,39.87,-1.16,-11.63,SL
BNY,2022-12-08,2023-01-13,40.75,44.63,9.37,93.69,TP
BNY,2023-01-17,2023-03-09,44.54,45.06,1.01,10.13,SL
BNY,2023-04-14,2023-04-17,42.93,40.54,-5.72,-57.22,OB_Inv
BNY,2023-06-07,2023-07-13,40.17,42.14,4.77,47.68,TP
BNY,2023-07-18,2023-08-07,40.46,43.06,6.25,62.54,TP
BNY,2023-08-09,2023-08-22,42.64,39.93,-6.50,-65.04,SL
BNY,2023-08-24,2023-09-14,40.48,43.03,6.16,61.56,TP
BNY,2023-09-26,2023-09-27,39.66,39.22,-1.28,-12.78,SL
BNY,2023-09-29,2023-10-02,40.13,39.26,-2.31,-23.13,OB_Inv
BNY,2023-10-18,2023-11-24,40.42,44.70,10.44,104.41,TP
BNY,2023-12-08,2023-12-13,45.72,47.82,4.43,44.30,TP
BNY,2024-01-12,2024-02-13,51.85,50.98,-1.83,-18.29,SL
BNY,2024-06-07,2024-06-11,57.07,56.23,-1.61,-16.09,OB_Inv
BNY,2024-09-10,2024-09-10,65.51,63.86,-2.67,-26.73,SL
BNY,2024-09-12,2024-09-16,65.81,67.60,2.58,25.80,TP
BNY,2024-09-17,2024-10-15,67.93,73.97,8.74,87.39,TP
BNY,2024-10-24,2024-10-25,74.22,72.96,-1.85,-18.49,OB_Inv
BNY,2025-01-27,2025-02-18,83.11,86.21,3.57,35.74,TP
BNY,2025-02-25,2025-02-25,86.22,84.88,-1.70,-17.03,SL
BNY,2025-06-20,2025-06-23,90.42,87.98,-2.85,-28.53,OB_Inv
BNY,2025-06-30,2025-07-15,89.99,94.23,4.56,45.63,TP
BNY,2025-07-18,2025-07-30,96.20,101.66,5.53,55.28,TP
BXP,2020-01-22,2020-01-23,103.22,101.96,-1.37,-13.67,SL
BXP,2020-01-24,2020-02-19,104.02,108.16,3.82,38.23,TP
BXP,2020-11-16,2020-12-21,72.72,70.62,-3.04,-30.43,SL
BXP,2021-01-12,2021-02-23,69.00,75.80,9.70,97.04,TP
BXP,2021-03-04,2021-05-26,80.15,89.54,11.56,115.58,TP
BXP,2021-07-21,2021-09-10,91.08,84.22,-7.68,-76.77,OB_Inv
BXP,2021-10-13,2021-10-28,90.85,88.88,-2.31,-23.12,SL
BXP,2022-01-07,2022-01-19,99.08,95.14,-4.12,-41.18,OB_Inv
BXP,2022-04-11,2022-04-19,98.32,101.00,2.57,25.74,TP
BXP,2022-04-26,2022-04-29,99.84,93.90,-6.09,-60.93,OB_Inv
BXP,2023-01-30,2023-02-02,60.52,65.79,8.56,85.64,TP
BXP,2023-02-08,2023-02-09,60.73,59.57,-2.06,-20.63,OB_Inv
BXP,2023-06-27,2023-07-26,47.60,56.26,18.04,180.44,TP
BXP,2023-08-03,2023-08-15,57.86,55.47,-4.27,-42.69,OB_Inv
BXP,2023-12-04,2024-02-01,55.18,56.28,1.85,18.45,SL
BXP,2024-09-12,2024-09-16,70.09,74.25,5.79,57.94,TP
BXP,2025-06-04,2025-06-25,67.09,63.55,-5.42,-54.24,OB_Inv
BXP,2025-09-11,2025-09-12,71.55,75.18,4.92,49.21,TP
BXP,2025-09-25,2025-10-09,72.37,69.77,-3.73,-37.33,OB_Inv
CAT,2020-06-09,2020-06-09,120.61,120.05,-0.61,-6.13,SL
CAT,2020-09-09,2020-09-09,134.81,138.77,2.78,27.82,TP
CAT,2020-09-14,2020-09-15,138.59,133.73,-3.66,-36.57,OB_Inv
CAT,2021-01-06,2021-01-13,169.46,179.79,5.95,59.47,TP
CAT,2021-05-10,2021-05-13,222.65,216.00,-3.14,-31.38,SL
CAT,2021-05-14,2021-05-19,221.28,216.59,-2.27,-22.70,OB_Inv
CAT,2021-05-20,2021-05-20,217.15,216.00,-0.68,-6.81,SL
CAT,2021-10-29,2021-11-26,192.26,184.33,-4.27,-42.73,SL
CAT,2022-01-26,2022-01-26,199.70,198.07,-0.97,-9.69,SL
CAT,2022-03-11,2022-03-16,197.20,203.81,3.20,32.02,TP
CAT,2022-04-18,2022-04-22,211.78,203.50,-4.06,-40.58,SL
CAT,2022-04-26,2022-04-26,201.72,199.76,-1.12,-11.21,SL
CAT,2022-11-04,2023-01-06,211.95,231.90,9.26,92.63,TP
CAT,2023-01-23,2023-01-27,238.37,249.95,4.71,47.10,TP
CAT,2023-02-06,2023-02-13,235.86,232.45,-1.60,-15.96,SL
CAT,2023-02-14,2023-02-14,234.81,232.47,-1.15,-11.45,SL
CAT,2023-06-08,2023-07-18,224.17,249.01,10.93,109.31,TP
CAT,2023-10-09,2023-10-19,255.53,242.90,-5.09,-50.93,OB_Inv
CAT,2023-12-04,2023-12-06,244.81,251.83,2.72,27.16,TP
CAT,2024-02-02,2024-02-05,297.77,312.65,4.85,48.46,TP
CAT,2024-03-18,2024-03-21,337.62,351.40,3.93,39.32,TP
CAT,2024-03-28,2024-04-04,353.66,368.10,3.93,39.34,TP
CAT,2024-04-11,2024-04-15,361.43,351.71,-2.84,-28.39,SL
CAT,2024-10-31,2024-11-06,370.16,391.90,5.72,57.21,TP
CAT,2025-05-27,2025-06-02,346.20,337.58,-2.64,-26.42,SL
CAT,2025-06-24,2025-07-01,365.93,386.55,5.48,54.84,TP
CAT,2025-07-10,2025-07-25,400.33,428.54,6.90,68.97,TP
CAT,2025-07-31,2025-08-01,431.06,425.65,-1.40,-14.03,OB_Inv
CAT,2025-08-06,2025-08-06,430.27,425.71,-1.21,-12.10,SL
CAT,2025-09-23,2025-09-25,469.91,460.44,-2.17,-21.66,OB_Inv
CAT,2025-10-15,2025-11-18,530.42,537.20,1.13,11.30,SL
CDNS,2020-02-14,2020-02-21,79.56,74.80,-6.13,-61.30,SL
CDNS,2020-05-05,2020-05-19,78.12,86.20,10.19,101.91,TP
CDNS,2020-07-20,2020-07-21,100.67,106.41,5.55,55.55,TP
CDNS,2020-07-27,2020-09-02,103.62,115.29,11.11,111.13,TP
CDNS,2021-01-08,2021-01-27,136.95,128.43,-6.37,-63.71,OB_Inv
CDNS,2021-06-22,2021-06-25,131.97,135.90,2.83,28.28,TP
CDNS,2021-07-29,2021-07-30,144.56,147.96,2.20,22.02,TP
CDNS,2021-08-02,2021-08-23,147.82,157.75,6.56,65.64,TP
CDNS,2021-10-06,2021-10-06,148.32,147.48,-0.72,-7.18,SL
CDNS,2021-10-07,2021-10-19,151.32,158.99,4.92,49.22,TP
CDNS,2021-10-27,2021-10-27,172.79,166.75,-3.65,-36.45,SL
CDNS,2021-11-01,2021-12-01,174.00,176.42,1.24,12.40,SL
CDNS,2022-03-03,2022-03-07,158.52,150.40,-5.27,-52.72,OB_Inv
CDNS,2022-08-15,2022-08-22,188.83,184.90,-2.23,-22.31,OB_Inv
CDNS,2023-01-23,2023-02-01,177.20,188.18,6.05,60.45,TP
CDNS,2023-02-02,2023-04-25,190.73,202.35,5.94,59.44,SL
CDNS,2023-06-02,2023-06-02,232.15,229.99,-1.08,-10.80,SL
CDNS,2023-10-25,2023-11-08,237.04,255.72,7.73,77.32,TP
CDNS,2024-02-14,2024-02-16,300.65,290.30,-3.59,-35.93,OB_Inv
CDNS,2024-06-18,2024-07-01,320.39,306.42,-4.51,-45.10,SL
CDNS,2024-07-02,2024-07-17,314.06,288.12,-8.41,-84.10,OB_Inv
CDNS,2024-11-05,2024-12-04,289.76,319.79,10.21,102.14,TP
CDNS,2025-07-28,2025-07-29,334.48,356.36,6.39,63.92,TP
CDNS,2025-09-09,2025-09-10,362.00,338.53,-6.63,-66.33,OB_Inv
CDNS,2025-09-29,2025-10-02,352.88,347.24,-1.75,-17.48,OB_Inv
CDNS,2025-10-06,2025-10-07,350.00,345.48,-1.44,-14.41,OB_Inv
CIEN,2020-02-21,2020-02-24,44.37,42.63,-4.07,-40.72,OB_Inv
CIEN,2020-05-04,2020-05-18,46.05,50.73,10.02,100.22,TP
CIEN,2020-05-28,2020-06-04,56.00,53.62,-4.40,-43.99,SL
CIEN,2020-12-14,2020-12-18,48.10,50.36,4.55,45.51,TP
CIEN,2021-01-28,2021-01-28,56.02,54.36,-3.12,-31.19,SL
CIEN,2021-09-16,2021-09-20,53.48,51.68,-3.52,-35.16,OB_Inv
CIEN,2021-11-10,2021-11-15,60.63,62.01,2.13,21.29,TP
CIEN,2021-11-19,2021-11-23,61.28,59.96,-2.30,-23.04,SL
CIEN,2021-11-24,2021-11-24,60.35,61.13,1.14,11.37,TP
CIEN,2021-11-26,2021-11-26,60.30,60.97,0.97,9.69,TP
CIEN,2021-11-29,2021-11-30,61.43,59.96,-2.54,-25.43,SL
CIEN,2021-12-16,2021-12-16,74.62,73.65,-1.45,-14.52,SL
CIEN,2021-12-21,2021-12-28,75.02,77.73,3.47,34.68,TP
CIEN,2022-02-23,2022-02-23,69.04,68.74,-0.59,-5.89,SL
CIEN,2022-07-28,2022-08-10,50.00,53.78,7.42,74.19,TP
CIEN,2022-08-11,2022-08-31,53.94,51.34,-4.98,-49.77,SL
CIEN,2023-05-16,2023-05-26,44.01,45.88,4.11,41.07,TP
CIEN,2023-10-25,2023-10-26,41.39,40.25,-2.91,-29.09,SL
CIEN,2023-10-27,2023-10-31,40.98,42.45,3.43,34.27,TP
CIEN,2023-11-20,2023-12-07,45.28,47.76,5.33,53.32,TP
CIEN,2023-12-08,2023-12-08,46.55,44.00,-5.62,-56.22,SL
CIEN,2024-01-17,2024-01-18,50.14,51.34,2.25,22.51,TP
CIEN,2024-02-15,2024-02-20,56.69,54.45,-4.10,-41.01,OB_Inv
CIEN,2024-03-04,2024-03-07,62.00,52.84,-14.92,-149.24,OB_Inv
CIEN,2024-09-03,2024-09-03,57.84,56.49,-2.49,-24.88,SL
CIEN,2024-10-29,2024-10-29,64.25,66.11,2.75,27.52,TP
CIEN,2024-10-30,2024-10-31,65.28,63.51,-2.86,-28.61,OB_Inv
CIEN,2024-11-20,2024-12-06,67.09,73.63,9.60,96.05,TP
CIEN,2024-12-12,2025-01-27,83.67,89.12,6.37,63.66,SL
CIEN,2025-06-03,2025-06-05,82.42,73.05,-11.52,-115.19,OB_Inv
CIEN,2025-09-16,2025-10-01,136.39,148.07,8.42,84.15,TP
CMI,2020-10-06,2020-11-09,191.00,212.38,11.04,110.42,TP
CMI,2021-01-13,2021-01-15,213.01,205.41,-3.72,-37.17,SL
CMI,2021-01-22,2021-01-29,217.41,206.27,-5.27,-52.74,OB_Inv
CMI,2021-03-08,2021-03-23,238.02,226.08,-5.17,-51.65,OB_Inv
CMI,2021-10-06,2021-10-20,207.52,216.79,4.32,43.15,TP
CMI,2021-10-29,2021-11-17,217.49,207.55,-4.72,-47.22,OB_Inv
CMI,2022-01-18,2022-01-19,212.37,208.15,-2.14,-21.39,OB_Inv
CMI,2022-06-01,2022-06-13,192.74,179.14,-7.21,-72.08,OB_Inv
CMI,2022-10-14,2022-10-27,206.82,221.19,6.80,67.98,TP
CMI,2022-11-09,2022-11-10,218.32,221.98,1.53,15.26,TP
CMI,2022-12-13,2022-12-15,228.47,216.69,-5.30,-53.03,SL
CMI,2022-12-19,2022-12-19,218.61,222.48,1.62,16.24,TP
CMI,2022-12-20,2022-12-27,220.00,226.63,2.86,28.64,TP
CMI,2023-01-24,2023-03-10,225.73,225.63,-0.19,-1.94,SL
CMI,2023-06-16,2023-06-20,223.28,218.63,-2.23,-22.33,OB_Inv
CMI,2023-09-05,2023-09-21,223.39,216.13,-3.40,-34.02,OB_Inv
CMI,2023-12-04,2023-12-04,213.75,215.72,0.77,7.70,TP
CMI,2023-12-05,2023-12-14,219.57,233.14,6.03,60.33,TP
CMI,2024-01-18,2024-01-19,221.54,218.14,-1.68,-16.84,OB_Inv
CMI,2024-02-07,2024-03-07,240.68,264.61,9.79,97.95,TP
CMI,2024-03-21,2024-04-08,275.85,291.30,5.45,54.48,TP
CMI,2024-10-02,2024-11-05,315.05,320.81,1.68,16.78,SL
CMI,2024-11-06,2024-12-16,353.99,355.07,0.15,1.53,SL
CMI,2025-07-23,2025-08-11,354.08,385.92,8.84,88.41,TP
