ticker,trades,wins,losses,win_rate,profit_factor,net_pnl,return_pct,max_dd_pct,dx_bos_total,dx_bos_vol_blk,dx_ob_found,dx_ob_vol_blk,dx_ob_touch,dx_block_htf,dx_block_vol,dx_block_trend,dx_block_bull,trades_list
ODFL,33,16,17,48.50,2.41,574.18,5.70,-1.10,144,67,76,48,96,0,0,0,45,"[{'ticker': 'ODFL', 'entry_date': Timestamp('2020-05-04 00:00:00'), 'exit_date': Timestamp('2020-05-11 00:00:00'), 'entry_price': np.float64(70.92), 'exit_price': np.float64(76.12), 'return_pct': np.float64(7.19), 'pnl_eur': np.float64(71.86), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2020-06-01 00:00:00'), 'exit_date': Timestamp('2020-06-02 00:00:00'), 'entry_price': np.float64(82.59), 'exit_price': np.float64(80.5), 'return_pct': np.float64(-2.67), 'pnl_eur': np.float64(-26.74), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2020-06-05 00:00:00'), 'exit_date': Timestamp('2020-06-09 00:00:00'), 'entry_price': np.float64(81.98), 'exit_price': np.float64(79.68), 'return_pct': np.float64(-2.96), 'pnl_eur': np.float64(-29.61), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2020-07-01 00:00:00'), 'exit_date': Timestamp('2020-07-20 00:00:00'), 'entry_price': np.float64(83.14), 'exit_price': np.float64(91.13), 'return_pct': np.float64(9.47), 'pnl_eur': np.float64(94.67), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2020-07-28 00:00:00'), 'exit_date': Timestamp('2020-07-30 00:00:00'), 'entry_price': np.float64(90.12), 'exit_price': np.float64(87.62), 'return_pct': np.float64(-2.93), 'pnl_eur': np.float64(-29.28), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2020-09-14 00:00:00'), 'exit_date': Timestamp('2020-09-14 00:00:00'), 'entry_price': np.float64(95.89), 'exit_price': np.float64(94.16), 'return_pct': np.float64(-1.96), 'pnl_eur': np.float64(-19.64), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-01-08 00:00:00'), 'exit_date': Timestamp('2021-01-27 00:00:00'), 'entry_price': np.float64(98.44), 'exit_price': np.float64(94.96), 'return_pct': np.float64(-3.69), 'pnl_eur': np.float64(-36.93), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-01-29 00:00:00'), 'exit_date': Timestamp('2021-02-08 00:00:00'), 'entry_price': np.float64(96.27), 'exit_price': np.float64(103.98), 'return_pct': np.float64(7.87), 'pnl_eur': np.float64(78.65), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-03-08 00:00:00'), 'exit_date': Timestamp('2021-03-12 00:00:00'), 'entry_price': np.float64(107.4), 'exit_price': np.float64(113.6), 'return_pct': np.float64(5.62), 'pnl_eur': np.float64(56.22), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-03-22 00:00:00'), 'exit_date': Timestamp('2021-03-31 00:00:00'), 'entry_price': np.float64(112.61), 'exit_price': np.float64(118.53), 'return_pct': np.float64(5.11), 'pnl_eur': np.float64(51.07), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-04-23 00:00:00'), 'exit_date': Timestamp('2021-05-05 00:00:00'), 'entry_price': np.float64(123.16), 'exit_price': np.float64(129.8), 'return_pct': np.float64(5.25), 'pnl_eur': np.float64(52.45), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-08-20 00:00:00'), 'exit_date': Timestamp('2021-08-27 00:00:00'), 'entry_price': np.float64(136.5), 'exit_price': np.float64(140.61), 'return_pct': np.float64(2.86), 'pnl_eur': np.float64(28.57), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-08-30 00:00:00'), 'exit_date': Timestamp('2021-09-20 00:00:00'), 'entry_price': np.float64(141.33), 'exit_price': np.float64(138.83), 'return_pct': np.float64(-1.92), 'pnl_eur': np.float64(-19.22), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-09-21 00:00:00'), 'exit_date': Timestamp('2021-09-30 00:00:00'), 'entry_price': np.float64(143.88), 'exit_price': np.float64(139.57), 'return_pct': np.float64(-3.15), 'pnl_eur': np.float64(-31.45), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-11-10 00:00:00'), 'exit_date': Timestamp('2021-11-10 00:00:00'), 'entry_price': np.float64(171.77), 'exit_price': np.float64(169.59), 'return_pct': np.float64(-1.42), 'pnl_eur': np.float64(-14.19), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2021-11-22 00:00:00'), 'exit_date': Timestamp('2021-12-17 00:00:00'), 'entry_price': np.float64(172.97), 'exit_price': np.float64(166.33), 'return_pct': np.float64(-3.99), 'pnl_eur': np.float64(-39.87), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2022-12-15 00:00:00'), 'exit_date': Timestamp('2022-12-15 00:00:00'), 'entry_price': np.float64(149.45), 'exit_price': np.float64(148.62), 'return_pct': np.float64(-0.71), 'pnl_eur': np.float64(-7.07), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2023-01-30 00:00:00'), 'exit_date': Timestamp('2023-02-01 00:00:00'), 'entry_price': np.float64(158.89), 'exit_price': np.float64(165.06), 'return_pct': np.float64(3.73), 'pnl_eur': np.float64(37.28), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2023-02-06 00:00:00'), 'exit_date': Timestamp('2023-02-06 00:00:00'), 'entry_price': np.float64(182.06), 'exit_price': np.float64(181.22), 'return_pct': np.float64(-0.61), 'pnl_eur': np.float64(-6.1), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2023-07-12 00:00:00'), 'exit_date': Timestamp('2023-07-18 00:00:00'), 'entry_price': np.float64(187.42), 'exit_price': np.float64(200.2), 'return_pct': np.float64(6.67), 'pnl_eur': np.float64(66.67), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2023-07-25 00:00:00'), 'exit_date': Timestamp('2023-09-01 00:00:00'), 'entry_price': np.float64(192.06), 'exit_price': np.float64(214.29), 'return_pct': np.float64(11.43), 'pnl_eur': np.float64(114.26), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2023-09-08 00:00:00'), 'exit_date': Timestamp('2023-09-08 00:00:00'), 'entry_price': np.float64(211.94), 'exit_price': np.float64(207.48), 'return_pct': np.float64(-2.25), 'pnl_eur': np.float64(-22.51), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-02-05 00:00:00'), 'exit_date': Timestamp('2024-02-07 00:00:00'), 'entry_price': np.float64(201.25), 'exit_price': np.float64(220.43), 'return_pct': np.float64(9.38), 'pnl_eur': np.float64(93.77), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-07-02 00:00:00'), 'exit_date': Timestamp('2024-07-12 00:00:00'), 'entry_price': np.float64(176.86), 'exit_price': np.float64(186.48), 'return_pct': np.float64(5.29), 'pnl_eur': np.float64(52.91), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-07-26 00:00:00'), 'exit_date': Timestamp('2024-07-31 00:00:00'), 'entry_price': np.float64(197.54), 'exit_price': np.float64(210.19), 'return_pct': np.float64(6.25), 'pnl_eur': np.float64(62.51), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-08-06 00:00:00'), 'exit_date': Timestamp('2024-08-06 00:00:00'), 'entry_price': np.float64(192.6), 'exit_price': np.float64(195.74), 'return_pct': np.float64(1.48), 'pnl_eur': np.float64(14.78), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-08-07 00:00:00'), 'exit_date': Timestamp('2024-08-07 00:00:00'), 'entry_price': np.float64(195.93), 'exit_price': np.float64(191.06), 'return_pct': np.float64(-2.64), 'pnl_eur': np.float64(-26.38), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-10-09 00:00:00'), 'exit_date': Timestamp('2024-10-14 00:00:00'), 'entry_price': np.float64(190.08), 'exit_price': np.float64(198.33), 'return_pct': np.float64(4.19), 'pnl_eur': np.float64(41.89), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-10-25 00:00:00'), 'exit_date': Timestamp('2024-10-30 00:00:00'), 'entry_price': np.float64(192.22), 'exit_price': np.float64(204.79), 'return_pct': np.float64(6.39), 'pnl_eur': np.float64(63.91), 'reason': 'TP'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2024-11-12 00:00:00'), 'exit_date': Timestamp('2024-11-15 00:00:00'), 'entry_price': np.float64(227.81), 'exit_price': np.float64(213.21), 'return_pct': np.float64(-6.56), 'pnl_eur': np.float64(-65.62), 'reason': 'OB_Inv'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2025-01-28 00:00:00'), 'exit_date': Timestamp('2025-01-28 00:00:00'), 'entry_price': np.float64(192.34), 'exit_price': np.float64(188.99), 'return_pct': np.float64(-1.89), 'pnl_eur': np.float64(-18.9), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2025-01-31 00:00:00'), 'exit_date': Timestamp('2025-01-31 00:00:00'), 'entry_price': np.float64(184.95), 'exit_price': np.float64(183.35), 'return_pct': np.float64(-1.02), 'pnl_eur': np.float64(-10.17), 'reason': 'SL'}, {'ticker': 'ODFL', 'entry_date': Timestamp('2025-12-11 00:00:00'), 'exit_date': Timestamp('2025-12-31 00:00:00'), 'entry_price': np.float64(156.71), 'exit_price': np.float64(156.38), 'return_pct': np.float64(-0.36), 'pnl_eur': np.float64(-3.6), 'reason': 'EOD'}]"
MPC,22,10,12,45.50,2.38,586.45,5.90,-1.20,177,88,73,93,90,0,0,0,34,"[{'ticker': 'MPC', 'entry_date': Timestamp('2020-06-01 00:00:00'), 'exit_date': Timestamp('2020-06-02 00:00:00'), 'entry_price': np.float64(29.76), 'exit_price': np.float64(31.62), 'return_pct': np.float64(6.08), 'pnl_eur': np.float64(60.84), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2020-11-03 00:00:00'), 'exit_date': Timestamp('2020-11-16 00:00:00'), 'entry_price': np.float64(27.16), 'exit_price': np.float64(32.84), 'return_pct': np.float64(20.76), 'pnl_eur': np.float64(207.56), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2020-11-24 00:00:00'), 'exit_date': Timestamp('2021-02-16 00:00:00'), 'entry_price': np.float64(37.17), 'exit_price': np.float64(45.01), 'return_pct': np.float64(20.94), 'pnl_eur': np.float64(209.4), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-03-11 00:00:00'), 'exit_date': Timestamp('2021-03-15 00:00:00'), 'entry_price': np.float64(51.62), 'exit_price': np.float64(50.01), 'return_pct': np.float64(-3.27), 'pnl_eur': np.float64(-32.67), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-05-04 00:00:00'), 'exit_date': Timestamp('2021-05-04 00:00:00'), 'entry_price': np.float64(49.27), 'exit_price': np.float64(49.07), 'return_pct': np.float64(-0.55), 'pnl_eur': np.float64(-5.51), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-05-05 00:00:00'), 'exit_date': Timestamp('2021-05-18 00:00:00'), 'entry_price': np.float64(50.98), 'exit_price': np.float64(54.82), 'return_pct': np.float64(7.37), 'pnl_eur': np.float64(73.71), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-05-25 00:00:00'), 'exit_date': Timestamp('2021-06-03 00:00:00'), 'entry_price': np.float64(53.91), 'exit_price': np.float64(56.35), 'return_pct': np.float64(4.37), 'pnl_eur': np.float64(43.73), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-09-01 00:00:00'), 'exit_date': Timestamp('2021-09-01 00:00:00'), 'entry_price': np.float64(53.02), 'exit_price': np.float64(51.88), 'return_pct': np.float64(-2.28), 'pnl_eur': np.float64(-22.83), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-10-04 00:00:00'), 'exit_date': Timestamp('2021-10-06 00:00:00'), 'entry_price': np.float64(57.34), 'exit_price': np.float64(55.22), 'return_pct': np.float64(-3.85), 'pnl_eur': np.float64(-38.52), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-10-07 00:00:00'), 'exit_date': Timestamp('2021-10-15 00:00:00'), 'entry_price': np.float64(56.98), 'exit_price': np.float64(60.52), 'return_pct': np.float64(6.06), 'pnl_eur': np.float64(60.56), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2021-11-08 00:00:00'), 'exit_date': Timestamp('2021-11-18 00:00:00'), 'entry_price': np.float64(59.6), 'exit_price': np.float64(56.74), 'return_pct': np.float64(-4.94), 'pnl_eur': np.float64(-49.44), 'reason': 'OB_Inv'}, {'ticker': 'MPC', 'entry_date': Timestamp('2022-01-12 00:00:00'), 'exit_date': Timestamp('2022-01-21 00:00:00'), 'entry_price': np.float64(66.06), 'exit_price': np.float64(63.51), 'return_pct': np.float64(-4.02), 'pnl_eur': np.float64(-40.18), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2022-04-28 00:00:00'), 'exit_date': Timestamp('2022-05-04 00:00:00'), 'entry_price': np.float64(80.09), 'exit_price': np.float64(87.38), 'return_pct': np.float64(8.96), 'pnl_eur': np.float64(89.56), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2022-11-08 00:00:00'), 'exit_date': Timestamp('2022-12-05 00:00:00'), 'entry_price': np.float64(110.21), 'exit_price': np.float64(104.41), 'return_pct': np.float64(-5.4), 'pnl_eur': np.float64(-54.05), 'reason': 'OB_Inv'}, {'ticker': 'MPC', 'entry_date': Timestamp('2023-03-02 00:00:00'), 'exit_date': Timestamp('2023-03-13 00:00:00'), 'entry_price': np.float64(120.21), 'exit_price': np.float64(114.89), 'return_pct': np.float64(-4.58), 'pnl_eur': np.float64(-45.78), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2023-03-15 00:00:00'), 'exit_date': Timestamp('2023-03-15 00:00:00'), 'entry_price': np.float64(115.24), 'exit_price': np.float64(114.78), 'return_pct': np.float64(-0.55), 'pnl_eur': np.float64(-5.48), 'reason': 'SL'}, {'ticker': 'MPC', 'entry_date': Timestamp('2023-07-10 00:00:00'), 'exit_date': Timestamp('2023-07-24 00:00:00'), 'entry_price': np.float64(110.57), 'exit_price': np.float64(119.35), 'return_pct': np.float64(7.8), 'pnl_eur': np.float64(77.97), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2024-01-31 00:00:00'), 'exit_date': Timestamp('2024-03-14 00:00:00'), 'entry_price': np.float64(161.55), 'exit_price': np.float64(181.53), 'return_pct': np.float64(12.22), 'pnl_eur': np.float64(122.2), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2024-03-18 00:00:00'), 'exit_date': Timestamp('2024-04-02 00:00:00'), 'entry_price': np.float64(185.99), 'exit_price': np.float64(198.34), 'return_pct': np.float64(6.49), 'pnl_eur': np.float64(64.9), 'reason': 'TP'}, {'ticker': 'MPC', 'entry_date': Timestamp('2025-02-05 00:00:00'), 'exit_date': Timestamp('2025-03-04 00:00:00'), 'entry_price': np.float64(151.09), 'exit_price': np.float64(139.09), 'return_pct': np.float64(-8.09), 'pnl_eur': np.float64(-80.89), 'reason': 'OB_Inv'}, {'ticker': 'MPC', 'entry_date': Timestamp('2025-05-14 00:00:00'), 'exit_date': Timestamp('2025-05-21 00:00:00'), 'entry_price': np.float64(157.37), 'exit_price': np.float64(153.69), 'return_pct': np.float64(-2.49), 'pnl_eur': np.float64(-24.88), 'reason': 'OB_Inv'}, {'ticker': 'MPC', 'entry_date': Timestamp('2025-06-23 00:00:00'), 'exit_date': Timestamp('2025-06-23 00:00:00'), 'entry_price': np.float64(167.31), 'exit_price': np.float64(163.58), 'return_pct': np.float64(-2.37), 'pnl_eur': np.float64(-23.75), 'reason': 'SL'}]"
VTRS,13,7,6,53.80,2.32,305.43,3.10,-1.10,98,42,41,60,40,0,0,0,13,"[{'ticker': 'VTRS', 'entry_date': Timestamp('2020-02-18 00:00:00'), 'exit_date': Timestamp('2020-02-18 00:00:00'), 'entry_price': np.float64(17.53), 'exit_price': np.float64(17.15), 'return_pct': np.float64(-2.33), 'pnl_eur': np.float64(-23.25), 'reason': 'SL'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2020-06-09 00:00:00'), 'exit_date': Timestamp('2020-06-10 00:00:00'), 'entry_price': np.float64(15.29), 'exit_price': np.float64(13.94), 'return_pct': np.float64(-8.99), 'pnl_eur': np.float64(-89.92), 'reason': 'OB_Inv'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2020-11-18 00:00:00'), 'exit_date': Timestamp('2020-12-31 00:00:00'), 'entry_price': np.float64(13.24), 'exit_price': np.float64(14.96), 'return_pct': np.float64(12.82), 'pnl_eur': np.float64(128.19), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2021-05-07 00:00:00'), 'exit_date': Timestamp('2021-05-10 00:00:00'), 'entry_price': np.float64(11.12), 'exit_price': np.float64(11.88), 'return_pct': np.float64(6.71), 'pnl_eur': np.float64(67.11), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2021-09-14 00:00:00'), 'exit_date': Timestamp('2021-09-15 00:00:00'), 'entry_price': np.float64(11.43), 'exit_price': np.float64(11.11), 'return_pct': np.float64(-2.98), 'pnl_eur': np.float64(-29.76), 'reason': 'SL'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2021-09-16 00:00:00'), 'exit_date': Timestamp('2021-09-16 00:00:00'), 'entry_price': np.float64(11.22), 'exit_price': np.float64(11.11), 'return_pct': np.float64(-1.12), 'pnl_eur': np.float64(-11.2), 'reason': 'SL'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2023-12-05 00:00:00'), 'exit_date': Timestamp('2023-12-14 00:00:00'), 'entry_price': np.float64(8.65), 'exit_price': np.float64(9.34), 'return_pct': np.float64(7.84), 'pnl_eur': np.float64(78.39), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2023-12-20 00:00:00'), 'exit_date': Timestamp('2024-01-02 00:00:00'), 'entry_price': np.float64(9.38), 'exit_price': np.float64(10.02), 'return_pct': np.float64(6.69), 'pnl_eur': np.float64(66.94), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2024-01-05 00:00:00'), 'exit_date': Timestamp('2024-01-05 00:00:00'), 'entry_price': np.float64(10.39), 'exit_price': np.float64(10.79), 'return_pct': np.float64(3.66), 'pnl_eur': np.float64(36.59), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2024-01-11 00:00:00'), 'exit_date': Timestamp('2024-01-12 00:00:00'), 'entry_price': np.float64(10.81), 'exit_price': np.float64(10.51), 'return_pct': np.float64(-2.98), 'pnl_eur': np.float64(-29.79), 'reason': 'OB_Inv'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2024-11-08 00:00:00'), 'exit_date': Timestamp('2024-12-18 00:00:00'), 'entry_price': np.float64(12.13), 'exit_price': np.float64(11.57), 'return_pct': np.float64(-4.76), 'pnl_eur': np.float64(-47.58), 'reason': 'SL'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2025-11-04 00:00:00'), 'exit_date': Timestamp('2025-11-05 00:00:00'), 'entry_price': np.float64(10.16), 'exit_price': np.float64(10.52), 'return_pct': np.float64(3.37), 'pnl_eur': np.float64(33.7), 'reason': 'TP'}, {'ticker': 'VTRS', 'entry_date': Timestamp('2025-11-12 00:00:00'), 'exit_date': Timestamp('2025-12-31 00:00:00'), 'entry_price': np.float64(10.87), 'exit_price': np.float64(12.25), 'return_pct': np.float64(12.6), 'pnl_eur': np.float64(126.03), 'reason': 'EOD'}]"
F,23,11,12,47.80,2.27,532.95,5.30,-2.00,135,45,77,106,102,0,0,0,47,"[{'ticker': 'F', 'entry_date': Timestamp('2020-07-13 00:00:00'), 'exit_date': Timestamp('2020-08-10 00:00:00'), 'entry_price': np.float64(4.56), 'exit_price': np.float64(5.27), 'return_pct': np.float64(15.5), 'pnl_eur': np.float64(155.02), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2020-09-15 00:00:00'), 'exit_date': Timestamp('2020-09-21 00:00:00'), 'entry_price': np.float64(5.31), 'exit_price': np.float64(5.09), 'return_pct': np.float64(-4.2), 'pnl_eur': np.float64(-42.0), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2020-10-29 00:00:00'), 'exit_date': Timestamp('2020-11-24 00:00:00'), 'entry_price': np.float64(6.06), 'exit_price': np.float64(7.0), 'return_pct': np.float64(15.5), 'pnl_eur': np.float64(155.02), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2021-01-15 00:00:00'), 'exit_date': Timestamp('2021-01-20 00:00:00'), 'entry_price': np.float64(7.44), 'exit_price': np.float64(7.89), 'return_pct': np.float64(5.88), 'pnl_eur': np.float64(58.85), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2021-03-08 00:00:00'), 'exit_date': Timestamp('2021-03-15 00:00:00'), 'entry_price': np.float64(9.18), 'exit_price': np.float64(9.98), 'return_pct': np.float64(8.53), 'pnl_eur': np.float64(85.26), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2021-03-18 00:00:00'), 'exit_date': Timestamp('2021-03-23 00:00:00'), 'entry_price': np.float64(9.41), 'exit_price': np.float64(9.05), 'return_pct': np.float64(-4.01), 'pnl_eur': np.float64(-40.08), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2021-05-27 00:00:00'), 'exit_date': Timestamp('2021-06-18 00:00:00'), 'entry_price': np.float64(10.66), 'exit_price': np.float64(10.71), 'return_pct': np.float64(0.32), 'pnl_eur': np.float64(3.16), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2021-06-22 00:00:00'), 'exit_date': Timestamp('2021-07-06 00:00:00'), 'entry_price': np.float64(11.13), 'exit_price': np.float64(10.75), 'return_pct': np.float64(-3.61), 'pnl_eur': np.float64(-36.12), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2021-09-23 00:00:00'), 'exit_date': Timestamp('2021-09-28 00:00:00'), 'entry_price': np.float64(9.9), 'exit_price': np.float64(10.86), 'return_pct': np.float64(9.6), 'pnl_eur': np.float64(96.01), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2021-11-04 00:00:00'), 'exit_date': Timestamp('2021-12-10 00:00:00'), 'entry_price': np.float64(14.02), 'exit_price': np.float64(15.52), 'return_pct': np.float64(10.51), 'pnl_eur': np.float64(105.09), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2021-12-13 00:00:00'), 'exit_date': Timestamp('2022-01-20 00:00:00'), 'entry_price': np.float64(15.82), 'exit_price': np.float64(16.67), 'return_pct': np.float64(5.22), 'pnl_eur': np.float64(52.16), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2022-07-28 00:00:00'), 'exit_date': Timestamp('2022-09-01 00:00:00'), 'entry_price': np.float64(10.51), 'exit_price': np.float64(11.3), 'return_pct': np.float64(7.37), 'pnl_eur': np.float64(73.7), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2023-02-06 00:00:00'), 'exit_date': Timestamp('2023-02-06 00:00:00'), 'entry_price': np.float64(10.12), 'exit_price': np.float64(9.85), 'return_pct': np.float64(-2.82), 'pnl_eur': np.float64(-28.24), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2023-02-08 00:00:00'), 'exit_date': Timestamp('2023-02-23 00:00:00'), 'entry_price': np.float64(10.23), 'exit_price': np.float64(9.87), 'return_pct': np.float64(-3.68), 'pnl_eur': np.float64(-36.77), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2023-06-05 00:00:00'), 'exit_date': Timestamp('2023-06-13 00:00:00'), 'entry_price': np.float64(10.48), 'exit_price': np.float64(11.67), 'return_pct': np.float64(11.21), 'pnl_eur': np.float64(112.11), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2023-08-14 00:00:00'), 'exit_date': Timestamp('2023-08-16 00:00:00'), 'entry_price': np.float64(10.07), 'exit_price': np.float64(9.89), 'return_pct': np.float64(-1.98), 'pnl_eur': np.float64(-19.79), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2023-12-04 00:00:00'), 'exit_date': Timestamp('2023-12-11 00:00:00'), 'entry_price': np.float64(8.94), 'exit_price': np.float64(9.47), 'return_pct': np.float64(5.7), 'pnl_eur': np.float64(57.01), 'reason': 'TP'}, {'ticker': 'F', 'entry_date': Timestamp('2023-12-22 00:00:00'), 'exit_date': Timestamp('2024-01-03 00:00:00'), 'entry_price': np.float64(10.47), 'exit_price': np.float64(9.95), 'return_pct': np.float64(-5.1), 'pnl_eur': np.float64(-51.01), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2024-03-28 00:00:00'), 'exit_date': Timestamp('2024-04-12 00:00:00'), 'entry_price': np.float64(11.41), 'exit_price': np.float64(11.07), 'return_pct': np.float64(-3.15), 'pnl_eur': np.float64(-31.48), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2025-01-24 00:00:00'), 'exit_date': Timestamp('2025-02-03 00:00:00'), 'entry_price': np.float64(9.24), 'exit_price': np.float64(9.0), 'return_pct': np.float64(-2.81), 'pnl_eur': np.float64(-28.07), 'reason': 'OB_Inv'}, {'ticker': 'F', 'entry_date': Timestamp('2025-04-01 00:00:00'), 'exit_date': Timestamp('2025-04-04 00:00:00'), 'entry_price': np.float64(9.49), 'exit_price': np.float64(8.91), 'return_pct': np.float64(-6.27), 'pnl_eur': np.float64(-62.71), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2025-09-29 00:00:00'), 'exit_date': Timestamp('2025-10-07 00:00:00'), 'entry_price': np.float64(11.69), 'exit_price': np.float64(11.4), 'return_pct': np.float64(-2.64), 'pnl_eur': np.float64(-26.35), 'reason': 'SL'}, {'ticker': 'F', 'entry_date': Timestamp('2025-12-22 00:00:00'), 'exit_date': Timestamp('2025-12-23 00:00:00'), 'entry_price': np.float64(13.2), 'exit_price': np.float64(12.98), 'return_pct': np.float64(-1.78), 'pnl_eur': np.float64(-17.78), 'reason': 'OB_Inv'}]"
