ticker,action,entry_price,stop_loss,take_profit,rr_ratio,shares,size_eur,risk_eur,weight_pct,score,confidence,z_score,viable,sector
STX,BUY,1042.5,894.1348,1339.2304,2.0,0.005237,5.46,0.78,0.13,100.0,HIGH,3.33,True,Other
DELL,BUY,411.03,344.0872,544.9157,2.0,0.209134,85.96020389560242,14.0,16.72,99.8,HIGH,3.32,True,Other
INTC,BUY,120.6215,96.956,167.9524,2.0,0.59158,71.35722276657049,14.0,16.69,99.6,HIGH,3.31,True,Other
AMD,BUY,521.175,437.6136,688.2978,2.0,0.167541,87.3184086105749,14.0,16.65,99.4,HIGH,3.3,True,Tech
WDC,BUY,698.975,593.6627,909.5996,2.0,0.132938,92.92027499809312,14.0,16.64,99.3,HIGH,3.28,True,Other
MU,BUY,1049.37,855.236,1437.638,2.0,0.072115,75.67545404701175,14.0,16.6,99.1,HIGH,3.27,True,Other
HPE,BUY,49.19,41.5264,64.5173,2.0,1.826809,89.86070908720542,14.0,16.57,98.9,HIGH,3.26,True,Other
